Education,Income,Own_Home,Debt,Car,Loan
College,106089.52,No,360519.67,8139.22,Yes
Vocational,138726.75,No,124639.00,16724.16,No
College,178498.50,Yes,349548.94,16255.80,Yes
Primary,169040.78,No,15769.96,12229.10,No
Primary,104381.26,No,190338.00,15838.14,Yes
Vocational,37796.88,Yes,415413.66,23182.37,Yes
College,64046.77,Yes,433691.65,38212.83,No
Vocational,105601.78,Yes,317173.95,25834.92,Yes
College,112962.36,Yes,354045.79,5659.47,Yes
Primary,113348.33,Yes,208602.46,26217.73,Yes
Vocational,53677.53,No,68719.20,30053.83,Yes
Vocational,44887.60,Yes,317645.49,30961.51,No
Vocational,169210.58,No,128670.48,30185.36,No
College,199685.53,No,339491.42,19429.70,Yes
Vocational,31510.18,Yes,448577.22,4984.34,Yes
College,189467.61,No,466525.83,207.14,Yes
Primary,70255.66,Yes,436516.94,34325.26,No
Primary,37885.56,Yes,286675.31,29160.39,Yes
Vocational,119285.04,No,390144.04,49616.43,Yes
College,127242.71,No,359355.56,48724.03,Yes
Primary,140341.43,No,374616.62,2191.03,Yes
College,41290.23,Yes,260560.86,6888.44,Yes
College,92267.40,No,94519.37,48640.72,Yes
Primary,147732.36,No,466963.33,19510.36,Yes
Vocational,132334.89,No,242452.87,20141.85,Yes
Primary,68569.20,No,246733.11,36603.81,No
Primary,197388.63,Yes,303937.98,35814.03,Yes
Vocational,126093.17,No,474846.58,42479.56,Yes
College,176926.13,No,384902.64,30081.10,Yes
College,64443.63,No,121324.58,41051.57,No
College,110824.16,No,476586.18,43468.36,Yes
Primary,132152.80,Yes,237740.27,45154.09,Yes
Primary,69781.43,Yes,292883.10,6847.45,Yes
Primary,86091.88,No,172218.62,31891.13,No
Vocational,171387.90,Yes,140728.57,43374.45,Yes
Vocational,154604.09,No,373413.20,42913.64,Yes
Primary,111639.14,Yes,240161.32,49940.67,Yes
Vocational,51998.13,No,494169.91,42507.27,No
Vocational,161143.31,Yes,424243.94,35237.31,Yes
Vocational,109977.78,No,396521.84,22367.08,Yes
College,193198.14,No,288397.18,303.59,Yes
College,62966.46,No,238084.20,24755.47,No
College,132385.67,No,216341.04,47721.02,Yes
College,176764.14,No,53293.91,30230.88,Yes
Vocational,36116.25,Yes,360700.23,43912.06,Yes
Vocational,93151.48,Yes,21256.83,49056.61,Yes
College,171065.87,Yes,298300.28,15462.15,Yes
College,46335.19,No,147089.12,46992.62,No
College,141538.27,No,484301.01,3291.51,Yes
College,79964.47,No,375994.09,29589.79,No
College,44485.24,Yes,238923.73,3595.00,Yes
College,62386.08,Yes,312750.34,10143.71,No
Primary,102320.50,No,110445.90,36677.92,Yes
College,96312.59,Yes,342990.87,18349.99,No
College,158103.55,Yes,435407.58,8857.92,Yes
College,148362.63,Yes,133436.85,16451.80,Yes
Primary,140996.54,Yes,169497.53,23869.96,Yes
Primary,152461.13,No,491945.62,13112.81,Yes
Vocational,199364.49,No,429051.79,35916.54,Yes
Vocational,53322.00,No,13548.67,4123.50,No
College,150639.96,No,193372.33,1567.30,Yes
Vocational,95833.40,No,407589.99,4630.13,No
College,171526.52,Yes,72315.39,19180.76,Yes
College,171626.55,Yes,110816.11,43337.13,Yes
College,173878.05,Yes,383618.56,45614.05,Yes
College,98067.59,No,419300.05,18429.97,No
Primary,91236.57,Yes,258078.34,25642.56,No
Primary,164211.08,Yes,167933.52,12645.47,Yes
Primary,165509.38,Yes,37438.85,45125.10,Yes
Primary,41547.08,No,256202.17,6299.11,No
College,69115.54,No,325087.62,41631.51,No
Primary,102176.20,No,223131.69,23910.00,Yes
Primary,37357.99,No,491776.83,26295.31,Yes
Primary,150024.78,Yes,212391.30,22344.29,Yes
Primary,172762.11,No,325839.80,18563.91,Yes
College,101366.57,No,184077.18,16863.56,Yes
College,105665.35,Yes,232723.30,42235.06,Yes
College,50338.99,No,174883.53,27501.88,No
College,151165.03,Yes,366391.20,1473.56,Yes
Primary,114117.39,No,99915.00,31024.97,Yes
Vocational,178169.34,Yes,69065.56,39201.81,Yes
Primary,53373.23,No,352836.98,43269.81,No
Vocational,149488.28,Yes,63383.57,5861.84,Yes
Primary,100192.11,Yes,156026.39,44909.88,Yes
Vocational,51552.49,No,376821.65,23713.20,No
Primary,172570.59,No,371264.09,49196.12,Yes
Vocational,97460.60,Yes,112503.42,29424.20,Yes
Primary,113609.71,No,141809.46,23110.38,Yes
Vocational,119670.83,Yes,440984.62,43814.03,Yes
Primary,164873.60,No,282018.35,48575.75,Yes
College,51018.60,Yes,321856.71,24812.14,No
Vocational,107287.06,Yes,51378.63,42724.95,Yes
Vocational,38753.63,Yes,230691.92,22912.24,No
College,189967.82,No,93056.58,43785.87,Yes
Vocational,156190.60,No,208257.10,41600.54,Yes
Vocational,97165.57,No,424615.86,47497.53,No
Vocational,99598.23,Yes,77125.08,34435.81,No
College,84181.58,Yes,132822.04,25926.24,Yes
Vocational,161711.58,No,373940.34,47088.13,Yes
Primary,143100.41,Yes,115689.33,26010.40,Yes
Vocational,87469.94,Yes,205147.99,15962.96,No
Vocational,166560.60,No,47881.20,20904.25,Yes
Vocational,47260.96,No,274754.54,11770.78,No
Vocational,146769.56,No,112300.30,38912.85,No
College,52889.57,No,262814.97,21014.47,No
College,71738.25,Yes,410693.22,18557.12,No
Vocational,147272.77,Yes,425891.19,6324.39,Yes
Primary,39980.94,No,384887.60,7728.50,No
College,75097.46,No,19809.65,16926.45,No
Primary,153053.93,No,305780.65,48401.23,Yes
College,113416.77,No,14709.04,807.45,Yes
Vocational,161426.09,Yes,236733.48,14901.35,Yes
College,186108.43,Yes,450060.21,18275.89,Yes
Primary,157389.46,Yes,492522.45,2889.09,Yes
College,163215.86,Yes,442207.23,21587.03,Yes
College,191532.42,Yes,123836.27,45719.54,Yes
Vocational,150214.17,No,356577.45,14605.30,Yes
College,135084.33,Yes,253925.17,21609.43,Yes
Vocational,160722.24,No,308554.21,1233.13,Yes
Primary,169202.12,Yes,288564.35,15256.20,Yes
Vocational,55902.48,No,422559.20,40833.81,No
College,75756.05,No,494046.30,33733.01,No
Primary,159331.98,Yes,86070.28,205.75,Yes
Primary,174565.76,No,426186.32,3782.12,Yes
Primary,57719.10,Yes,309455.02,29359.07,No
Primary,195033.97,No,295260.84,18158.50,Yes
Primary,144639.98,Yes,253210.85,44159.47,Yes
College,176232.61,Yes,410487.25,3300.98,Yes
Vocational,124073.84,Yes,359483.31,36383.68,Yes
College,66826.80,No,471804.99,45794.85,No
Primary,171965.64,Yes,272468.77,40337.15,Yes
College,72251.77,No,428743.31,18221.79,No
Vocational,156054.79,No,260367.45,26129.86,Yes
College,78088.76,Yes,54773.11,33941.85,No
Vocational,112039.98,Yes,340879.55,3172.90,Yes
College,109457.45,No,329568.40,15367.43,Yes
Primary,169989.32,No,124696.68,29186.90,No
Primary,152272.12,No,257989.08,20473.15,Yes
Primary,172826.39,No,75090.65,24814.06,Yes
Vocational,174285.76,No,242699.98,31187.66,Yes
Vocational,141462.96,Yes,104472.16,23756.48,Yes
Vocational,182003.99,No,482831.11,30225.52,Yes
Primary,156077.43,Yes,312117.04,36463.61,Yes
Vocational,129117.85,Yes,249457.06,9057.75,Yes
Primary,88534.12,Yes,193165.85,29135.05,Yes
Vocational,125149.40,Yes,493158.53,44855.00,Yes
Vocational,119990.90,Yes,403621.57,28025.78,Yes
Primary,80262.10,No,461191.42,10549.77,No
College,120951.31,No,232051.64,36053.66,Yes
Primary,57850.47,Yes,172461.42,28866.59,Yes
College,164243.41,Yes,229740.55,19274.66,Yes
Primary,42552.84,Yes,482483.66,5931.11,Yes
Vocational,189619.64,Yes,118088.00,21913.94,Yes
Vocational,124281.02,No,24099.24,1550.83,Yes
College,120999.38,No,285354.48,13782.21,Yes
Vocational,169474.91,No,374978.57,16730.64,Yes
Primary,104558.03,Yes,150673.70,43269.24,Yes
College,44489.90,No,411084.73,27058.39,No
Primary,66599.85,Yes,434171.35,23973.57,No
Primary,66074.67,No,379407.19,4374.19,No
Primary,50324.21,No,498971.65,26761.97,No
Primary,54075.81,No,176209.96,8922.37,No
College,71770.63,No,453872.52,35335.21,No
Vocational,172899.67,No,412617.90,36427.53,Yes
Vocational,148320.33,Yes,307074.15,503.58,Yes
Vocational,152770.92,No,216809.78,41715.75,Yes
Vocational,66222.04,Yes,21693.42,45191.94,Yes
College,188089.39,No,399025.25,46656.68,Yes
Primary,138086.09,No,367279.34,33601.65,Yes
Vocational,114050.73,No,285183.87,47932.05,Yes
Vocational,152887.17,Yes,193111.33,29736.43,Yes
Vocational,176886.05,Yes,322677.57,4985.65,Yes
Vocational,51189.93,No,76403.07,22350.13,Yes
Vocational,69451.38,No,420387.59,48827.67,No
College,116662.11,Yes,270503.12,11851.75,Yes
College,148678.85,No,210169.27,29441.74,Yes
Vocational,44809.70,Yes,358166.25,33696.27,No
Vocational,63261.31,Yes,421514.14,17434.52,No
Vocational,81607.95,Yes,74195.70,20402.04,No
Vocational,151719.19,No,401896.77,37312.19,Yes
Primary,199841.26,Yes,303859.85,16358.54,Yes
Primary,63983.74,No,283564.16,47555.59,No
Primary,135606.93,No,362232.84,6743.10,Yes
College,196853.64,No,169703.98,8336.65,No
Primary,60057.25,Yes,55785.80,42489.24,No
Vocational,67327.53,Yes,134796.33,862.64,Yes
Vocational,93977.90,Yes,256716.24,7049.21,Yes
College,35687.09,Yes,292464.64,30625.62,Yes
College,114699.78,No,103419.35,45125.56,No
Vocational,156763.88,Yes,3929.25,47343.81,Yes
College,185303.27,No,261204.57,24721.33,Yes
Primary,195147.86,Yes,214225.27,42319.69,Yes
Vocational,82757.79,No,129069.13,17807.49,No
Vocational,192839.53,Yes,6872.94,4003.32,Yes
Primary,35959.10,No,26594.19,34579.39,No
Vocational,130379.95,No,115706.58,32011.80,No
Vocational,86815.07,Yes,349927.04,45014.97,Yes
College,160325.27,No,138121.31,24836.53,No
Vocational,112695.52,Yes,463840.35,42288.35,Yes
Vocational,120475.51,No,417909.59,12707.71,Yes
Primary,184977.07,No,366891.18,3233.64,Yes
Primary,149627.46,No,280155.06,22827.70,Yes
College,179365.32,Yes,356456.24,45240.98,Yes
Vocational,162054.41,No,129353.54,29559.21,No
College,143123.56,Yes,374252.81,11579.37,Yes
Primary,150428.02,Yes,384920.79,1728.84,Yes
Vocational,154388.27,No,8286.26,5787.71,Yes
Primary,46472.18,Yes,173664.65,303.70,Yes
College,44378.87,No,323664.56,36532.56,No
College,163568.69,Yes,106711.56,12945.79,Yes
Primary,83854.98,No,361492.05,45648.69,No
Vocational,63346.44,Yes,272005.90,12815.01,No
College,87222.82,Yes,70826.79,19798.99,No
College,68203.79,No,390817.59,39609.49,No
College,167839.79,Yes,396543.99,9810.81,Yes
Vocational,149865.25,No,116733.25,37096.22,No
Vocational,195916.39,Yes,384104.39,9703.70,Yes
Vocational,49731.51,No,200028.99,1087.01,No
College,171396.73,Yes,296204.83,34073.14,Yes
College,199782.38,No,143227.17,39463.80,No
Primary,119570.29,Yes,110084.75,10996.10,No
College,70696.98,No,350492.85,28972.13,No
College,187821.51,No,89791.58,6626.18,Yes
College,129909.70,No,61746.15,6138.00,Yes
Vocational,35605.67,Yes,188584.16,36692.55,Yes
College,148652.51,No,255138.97,24679.79,Yes
College,96802.36,No,377669.17,39871.84,No
Primary,91527.56,No,257210.03,6857.95,No
Vocational,53244.11,Yes,46913.17,4117.62,No
College,78964.22,Yes,116776.31,35781.36,Yes
Vocational,114309.60,Yes,52713.12,38759.71,Yes
Vocational,186781.17,No,170326.12,19638.69,No
College,98863.44,No,459057.90,5194.59,No
Vocational,78129.50,Yes,29946.59,10638.85,No
Primary,126369.09,Yes,459449.89,21474.84,Yes
Primary,86367.86,No,64947.54,4432.59,No
Primary,64239.93,Yes,311657.36,17908.88,No
College,54356.64,Yes,147950.79,43667.84,Yes
Vocational,43919.58,No,453390.67,4357.42,Yes
Vocational,191151.72,No,284982.25,48577.33,Yes
Vocational,85670.18,Yes,492938.74,6439.20,Yes
College,168652.01,Yes,261910.57,34937.30,Yes
Primary,67569.12,Yes,74580.88,24983.99,Yes
Primary,33495.14,Yes,74115.00,49479.70,Yes
College,190314.15,No,495936.32,24503.86,Yes
Primary,159826.05,Yes,295412.20,43681.48,Yes
Vocational,198182.64,Yes,263515.32,287.08,Yes
Vocational,143181.58,No,28507.07,13377.46,Yes
Primary,65451.35,Yes,416690.57,21883.52,No
Vocational,76458.31,No,459545.85,28180.33,No
College,90023.34,No,471795.70,42874.09,No
College,152576.11,Yes,322013.52,25818.08,Yes
College,169386.14,Yes,22160.74,29759.03,Yes
College,40816.66,No,251083.03,6578.02,No
Primary,160065.01,Yes,92712.02,18848.32,Yes
College,121711.81,No,58749.80,36725.56,Yes
College,140309.53,No,211660.52,4769.65,Yes
College,38365.21,Yes,116970.72,38928.83,Yes
Primary,42443.28,No,96915.16,43092.89,Yes
Primary,136866.57,Yes,291548.22,18296.09,Yes
Primary,156771.15,Yes,127863.05,24705.09,Yes
College,68605.55,Yes,301790.52,4799.49,Yes
Vocational,133626.09,Yes,431632.84,6712.13,Yes
Vocational,42598.99,No,459886.56,25003.77,Yes
Primary,133654.29,No,65494.96,18691.11,Yes
Vocational,70547.91,Yes,314169.98,29812.79,No
Vocational,104459.01,Yes,411367.82,27390.79,Yes
College,160139.05,No,83076.33,39176.59,Yes
Primary,116723.14,No,82897.98,34751.10,Yes
Primary,136744.43,Yes,140665.74,24545.49,Yes
Primary,66817.89,Yes,342912.65,37613.17,Yes
College,36906.80,Yes,159837.86,7251.32,Yes
Vocational,158586.57,Yes,450647.78,45048.90,Yes
Vocational,75637.10,Yes,231934.38,30845.90,Yes
Primary,98207.07,No,18632.45,7604.49,No
College,75246.43,No,339685.99,23025.61,No
Vocational,115977.41,No,227353.88,41870.73,Yes
Vocational,41285.64,No,416286.78,37313.31,Yes
Vocational,168940.12,Yes,16609.11,28568.31,Yes
Vocational,100009.44,Yes,251935.94,39401.13,Yes
Primary,114935.65,Yes,455325.70,8684.43,Yes
College,56815.42,Yes,420206.89,39029.15,No
Vocational,106286.05,No,428705.89,47282.93,Yes
Vocational,112916.15,No,335068.96,3593.29,Yes
College,67618.59,No,191360.52,32379.80,No
Vocational,143313.76,Yes,301939.73,13245.85,Yes
Vocational,143827.02,Yes,342239.39,4540.61,Yes
College,129794.97,Yes,397761.31,15541.13,Yes
Vocational,94524.18,No,240508.71,33656.09,No
College,163476.30,No,220179.94,6038.44,Yes
College,84304.48,No,121336.44,4087.04,No
Primary,173630.43,Yes,495295.85,1013.83,Yes
Primary,109029.09,No,60297.95,9504.02,Yes
Primary,94363.46,Yes,233939.55,15967.96,No
College,136038.08,No,420273.18,48799.31,Yes
Vocational,35562.21,Yes,484880.80,1810.25,Yes
College,38330.59,Yes,123235.59,31281.22,Yes
Vocational,32604.78,Yes,404910.55,41466.06,Yes
Primary,63060.03,Yes,134381.08,29818.66,Yes
Vocational,120621.87,Yes,310944.45,5923.27,Yes
Vocational,73806.60,No,285612.29,45459.53,No
Vocational,56455.88,No,85325.06,20860.65,Yes
College,74222.84,No,495805.57,10402.44,No
Primary,81327.71,No,145585.76,29186.65,No
Primary,156142.42,Yes,208649.14,32989.89,Yes
College,103244.74,No,341588.76,14912.73,Yes
College,118103.80,No,85495.49,15082.15,Yes
Vocational,89089.15,No,275604.73,37599.61,No
Vocational,47999.43,No,432919.29,39355.23,No
Vocational,65378.05,No,200906.51,20024.26,No
College,140915.21,Yes,115363.87,22452.95,Yes
College,30026.50,No,326462.53,28019.20,Yes
Vocational,96215.10,Yes,419397.69,15313.02,No
Primary,122090.75,No,496937.56,1506.93,Yes
Primary,60534.07,No,244768.72,2664.21,No
Vocational,110573.72,No,431365.43,41644.29,Yes
College,98203.51,Yes,436507.85,28029.65,No
College,181815.35,No,99970.71,43726.60,Yes
Vocational,107225.18,Yes,321081.15,6272.53,Yes
Vocational,165202.76,No,262880.36,11490.76,Yes
Vocational,136386.58,No,260220.33,42661.52,Yes
College,187366.55,Yes,425106.12,1822.19,Yes
College,199613.64,No,90154.41,5374.96,Yes
Vocational,176397.73,Yes,96357.57,31860.93,Yes
Vocational,62879.21,No,425402.77,25496.93,No
Vocational,41605.90,No,38737.82,34512.42,No
Vocational,63687.00,No,35305.08,45951.31,No
College,183803.34,Yes,81519.60,43379.80,Yes
College,75860.41,No,477290.77,15132.16,No
Primary,124758.78,Yes,126576.89,43149.09,Yes
Vocational,47349.73,No,480385.21,47643.47,Yes
Vocational,143168.18,No,86508.24,35702.69,Yes
Primary,65355.38,No,420743.78,46117.86,No
Vocational,126430.67,No,323391.96,34280.75,Yes
Primary,160409.51,Yes,62825.89,36024.58,Yes
Vocational,40133.53,No,468098.07,35890.17,Yes
College,93309.21,No,111056.84,29653.49,No
College,52105.51,No,344485.91,22036.20,No
College,75753.82,Yes,24289.26,26761.90,Yes
College,144321.03,Yes,41959.80,30596.36,Yes
Primary,36242.50,Yes,264367.09,23693.46,No
Primary,99739.93,Yes,291180.61,41481.32,Yes
College,132005.77,Yes,493668.98,3472.83,Yes
College,70802.84,Yes,71287.06,39750.25,Yes
College,191273.86,No,313633.00,47252.74,Yes
College,33890.73,No,67980.82,45873.32,Yes
Primary,53769.35,No,238815.18,15503.95,No
Vocational,116022.83,No,358982.65,18346.90,Yes
College,91678.41,Yes,310502.82,10760.79,No
College,194755.69,Yes,292708.19,19573.93,Yes
College,141439.59,No,377930.09,40121.24,Yes
College,143586.85,Yes,447029.90,30927.12,Yes
Primary,125033.42,Yes,406577.26,42863.94,Yes
Primary,173557.02,Yes,74936.49,6279.70,Yes
Primary,118343.28,Yes,385947.83,3458.35,Yes
Primary,61292.95,No,72324.32,7191.22,Yes
Primary,116113.04,Yes,109929.72,42477.00,Yes
College,147903.46,No,271525.48,31510.23,Yes
Vocational,42975.30,Yes,435616.59,9820.61,Yes
Vocational,138425.70,Yes,324485.07,23907.99,Yes
Vocational,101793.79,No,294251.09,16645.08,Yes
Primary,86791.56,No,483861.40,33825.49,No
Primary,80392.16,No,59738.67,37434.13,No
College,173564.79,Yes,150277.66,3817.17,Yes
Vocational,64865.60,No,456860.31,14381.41,No
Primary,62628.55,Yes,304208.93,40566.62,Yes
Primary,112604.85,No,96487.80,22910.75,Yes
Primary,195940.15,No,295316.46,16437.08,Yes
Primary,195962.48,Yes,473951.31,36970.54,Yes
Vocational,188039.99,No,483057.18,45631.79,Yes
Primary,55553.87,Yes,369813.37,49084.42,Yes
Vocational,154782.83,No,240048.32,26140.57,Yes
Primary,58604.89,No,249063.00,36313.25,No
Vocational,122999.96,Yes,103646.45,3645.81,Yes
College,120902.59,Yes,153402.32,1146.89,Yes
College,173297.82,No,126037.21,5705.47,No
College,151550.43,Yes,334204.40,2048.99,Yes
Primary,190110.07,Yes,152726.11,45662.84,Yes
College,69358.87,Yes,471049.05,44090.20,No
Vocational,55746.63,No,468219.47,49724.45,No
Vocational,166597.52,No,472723.52,11170.68,Yes
Primary,145324.87,No,217834.67,13171.49,Yes
Primary,55106.18,No,162582.02,12616.11,No
Primary,149311.67,No,132612.36,28873.39,No
College,136248.33,Yes,403527.03,11273.76,Yes
Primary,134480.21,Yes,363622.45,33973.47,Yes
Vocational,146682.04,Yes,180035.86,12789.29,Yes
Primary,98405.80,No,374092.36,17771.90,No
Vocational,182239.41,Yes,4104.44,38325.58,Yes
Vocational,156531.93,No,160837.13,14368.15,Yes
College,78719.01,No,354346.54,284.33,No
Primary,146952.63,No,295184.35,49889.67,Yes
Primary,174286.29,No,257019.86,46952.56,Yes
Primary,89673.90,No,352608.98,38475.63,No
Vocational,190604.25,Yes,290009.21,16550.74,Yes
College,166977.22,Yes,312947.41,5729.25,Yes
Vocational,83628.69,No,368728.73,39884.95,No
Vocational,191422.54,Yes,124350.07,22294.45,Yes
Vocational,151804.99,No,123366.72,44602.46,No
College,33659.04,Yes,100164.73,12911.43,Yes
Primary,173616.24,Yes,335507.28,26279.65,Yes
Vocational,32256.86,Yes,433325.70,44589.06,Yes
College,49792.53,Yes,68995.50,7290.50,Yes
Primary,82393.86,No,30502.77,10331.54,No
College,185916.44,No,154930.50,22612.55,No
Primary,190813.83,Yes,445784.42,15533.58,Yes
Primary,89055.73,No,188327.37,38144.59,No
Vocational,129572.58,No,492720.76,40167.10,Yes
Primary,80805.17,No,251509.45,9366.10,No
Vocational,129024.94,Yes,294671.38,30605.46,Yes
Vocational,183845.59,No,160108.51,12746.87,No
College,136136.88,Yes,203962.24,45119.44,Yes
College,107346.16,No,73611.85,40120.88,Yes
Primary,105674.95,No,104417.72,11366.40,No
College,80377.73,Yes,285891.35,22562.84,No
Vocational,158420.73,No,318832.22,39776.25,Yes
Primary,76636.08,No,34331.08,7204.98,No
Primary,57137.42,Yes,115145.39,5374.28,Yes
College,119518.23,No,149742.13,12123.89,Yes
Primary,124907.21,Yes,111105.85,8364.56,Yes
Primary,117097.36,No,300911.94,27792.76,Yes
Vocational,121628.18,Yes,438241.39,17518.85,Yes
Primary,188232.90,No,411926.20,41410.66,Yes
Primary,68713.66,Yes,63.62,28599.37,No
College,89410.05,No,332311.30,11697.07,No
Vocational,154244.62,No,176539.20,28424.25,Yes
Primary,103319.59,No,70604.08,24584.41,Yes
Primary,186945.20,No,458854.49,6905.47,Yes
Vocational,72940.22,Yes,363663.97,30867.75,No
Vocational,162467.08,No,391959.00,5889.86,Yes
Vocational,106616.75,No,306367.46,2998.53,Yes
College,124514.38,No,250262.08,39119.40,Yes
Vocational,51689.87,No,16934.97,12617.81,No
Primary,185607.63,No,490677.29,37999.66,Yes
Primary,106257.52,Yes,313243.62,66.25,Yes
Primary,83388.06,No,230018.99,40310.29,No
College,65843.68,No,314954.94,17892.07,No
Primary,148809.69,Yes,89935.45,2639.86,Yes
Vocational,106293.53,Yes,267186.38,16643.76,Yes
Vocational,154091.24,Yes,310612.33,25797.56,Yes
Primary,40748.53,No,70624.23,32031.91,Yes
College,101824.79,Yes,227788.16,2760.95,Yes
College,88092.45,No,334110.74,30148.19,No
Vocational,162767.06,No,314808.48,43831.37,Yes
Vocational,84005.90,No,256139.29,4282.89,No
College,86853.36,No,340281.45,15205.75,No
Vocational,70562.52,No,247668.66,43204.30,No
Vocational,130892.20,Yes,405854.29,25147.90,Yes
College,194632.68,No,358572.59,27797.94,Yes
Vocational,180904.81,Yes,295824.05,47790.56,Yes
Vocational,181194.44,No,2600.09,39299.82,Yes
Vocational,42269.85,No,362619.88,46858.86,No
Primary,71723.00,Yes,321428.95,39377.28,Yes
Vocational,117474.85,No,350847.88,45944.25,Yes
College,81255.48,Yes,381369.17,27786.03,No
Primary,175984.67,Yes,393295.29,48356.10,Yes
Primary,38790.66,Yes,420109.91,21939.13,Yes
Primary,82675.75,No,438722.28,42754.63,No
Vocational,58490.62,No,322542.27,10521.99,No
Primary,114386.35,Yes,82053.15,26888.42,Yes
College,100144.78,No,366838.42,27041.46,Yes
Vocational,92001.36,No,54661.45,26079.63,No
Vocational,165333.57,No,456549.51,11217.71,Yes
Vocational,190659.87,Yes,29139.21,22760.54,Yes
College,104616.74,No,334274.97,43251.94,Yes
Primary,37876.66,No,41046.35,25601.70,Yes
Primary,45805.19,Yes,348862.39,2380.03,No
College,75820.26,No,165695.71,33188.51,No
Vocational,82591.38,Yes,74997.32,12570.77,No
Primary,36295.87,Yes,477371.27,34164.93,Yes
Primary,178774.61,No,102302.21,46084.30,No
College,192118.95,Yes,398865.01,20616.80,Yes
Vocational,141607.73,No,474370.06,45514.87,Yes
Primary,87918.67,No,432914.80,28431.40,No
Primary,174871.94,Yes,98967.70,17743.58,Yes
Vocational,144373.34,Yes,131625.71,9098.54,Yes
College,98796.55,No,243042.11,35309.47,No
Primary,124090.73,Yes,63560.89,15157.12,Yes
Primary,134920.10,Yes,479686.23,43428.36,Yes
College,144110.77,Yes,291482.94,3700.87,Yes
Vocational,171506.49,No,9770.05,16495.64,Yes
College,198812.50,No,385476.44,46849.22,Yes
Vocational,118884.26,Yes,449044.65,15470.48,Yes
College,57034.29,No,44465.12,46377.39,No
Primary,80170.03,No,298937.87,42143.18,No
Primary,173190.69,Yes,132873.29,39834.14,Yes
College,147899.81,No,230452.03,41905.51,Yes
College,130007.01,No,167379.33,35224.98,Yes
Vocational,114779.67,No,28606.93,11823.77,Yes
College,174834.32,Yes,80705.04,21885.44,Yes
Primary,166034.40,Yes,298670.84,48958.51,Yes
Vocational,166524.18,Yes,25244.82,20656.53,Yes
Vocational,48875.20,Yes,70454.44,49751.37,Yes
College,156033.12,Yes,412182.18,45962.26,Yes
College,125686.69,Yes,277930.03,13907.31,Yes
College,196759.10,Yes,168822.33,34553.96,Yes
Vocational,190914.52,No,105128.43,27477.21,No
Vocational,119378.14,No,222176.97,28718.75,Yes
Vocational,44007.24,No,358167.84,43165.25,No
College,113001.12,Yes,162630.62,244.20,Yes
Primary,41459.87,No,90734.29,7896.97,Yes
Primary,181733.12,Yes,120494.89,36167.00,Yes
Vocational,35284.11,No,472827.56,3510.77,Yes
College,62770.60,Yes,226687.33,43372.69,Yes
College,81951.59,No,417459.38,23620.06,No
Primary,112680.51,No,333296.50,41821.85,Yes
College,115977.36,Yes,466498.04,15607.50,Yes
College,112395.97,Yes,250986.50,2960.17,Yes
Vocational,179932.36,Yes,368207.48,38412.02,Yes
Primary,111946.16,No,487725.26,28687.00,Yes
College,95357.18,No,482364.32,37039.18,No
Primary,197834.79,No,260203.87,36877.92,Yes
Vocational,105468.59,No,45079.92,10347.66,Yes
Primary,102432.55,No,229986.05,36590.79,Yes
Primary,74767.94,Yes,499284.84,6000.73,Yes
Vocational,176345.47,No,55214.85,44918.23,Yes
Vocational,188984.41,No,318027.07,7110.77,Yes
College,166280.38,Yes,155688.21,649.62,Yes
Vocational,163018.14,Yes,89469.01,37448.02,Yes
Vocational,92042.93,No,189182.56,27953.80,No
College,66358.93,Yes,399388.24,5320.70,Yes
Vocational,146535.27,No,191194.00,7969.82,Yes
College,99587.06,No,446863.60,6456.89,No
Vocational,126447.54,Yes,56050.12,42303.52,Yes
College,159982.53,No,132621.83,45164.03,No
Vocational,35009.10,No,47929.08,4961.90,Yes
Primary,135061.56,Yes,211504.39,7972.11,Yes
Vocational,91087.07,Yes,27208.46,11934.23,No
Primary,120535.17,No,470047.94,27529.64,Yes
Vocational,118306.05,Yes,329581.88,24719.63,Yes
Vocational,135817.37,Yes,438659.44,40198.85,Yes
Vocational,118779.91,No,365784.85,977.16,Yes
College,140666.97,No,217132.04,40665.16,Yes
Vocational,55396.90,Yes,311901.44,4083.56,Yes
College,118108.62,No,358290.89,41790.02,Yes
Vocational,119929.70,Yes,200755.94,44301.51,Yes
Vocational,92892.71,No,422601.91,1651.84,No
Vocational,47048.28,Yes,402053.64,49857.35,Yes
Vocational,181097.38,Yes,42075.43,18252.77,Yes
College,193443.78,No,439977.52,24224.80,Yes
College,182928.02,No,457075.82,43047.83,Yes
College,174177.04,No,8248.58,27863.28,Yes
Vocational,180242.45,Yes,445397.46,32595.16,Yes
Vocational,87347.87,No,128007.81,29506.38,No
College,178224.92,No,82682.21,30627.41,Yes
Vocational,150048.02,No,319728.55,24123.81,Yes
Vocational,121412.69,Yes,251610.40,23336.73,Yes
College,85076.77,No,168776.03,27200.63,No
College,161453.34,Yes,71031.30,20781.45,Yes
College,115775.17,No,361096.61,45340.71,Yes
Vocational,121619.49,Yes,5362.91,48685.84,Yes
Vocational,190376.48,Yes,143133.79,40816.66,Yes
Vocational,177353.76,Yes,268650.08,37811.33,Yes
Vocational,40129.38,No,147470.10,49741.65,No
College,95766.94,No,462399.13,48184.24,No
Primary,185529.23,No,442530.85,36332.43,Yes
Vocational,30229.89,Yes,80330.15,28916.63,Yes
College,120264.60,No,62005.72,47578.11,Yes
