GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ISTP,ESFP,74116.96,91378.8,Failure
ISTJ,ENFP,81861.35,57837.48,Success
ISFP,INFJ,86888.61,83008.13,Success
ESFP,ESFP,94516.67,49656.88,Success
ENTP,INFJ,61851.3,93124.34,Success
ENFJ,ISFP,43962.15,79125.75,Success
ISFJ,ESFP,93631.17,71623.97,Success
INTJ,ESFP,36611.17,43014.98,Failure
ISFJ,ENFP,58160.32,32446.26,Failure
ENFJ,ESFJ,89158.85,70351.41,Failure
ISTP,INTP,96034.77,30006.59,Success
INFP,ENTP,90112.63,65673,Success
ENTP,ESFJ,41056.95,91682.99,Success
INTJ,ESTP,63646.33,34487.15,Success
ENTP,INFP,64398.03,38500.65,Failure
INTJ,INFJ,94151.41,40064.39,Failure
ENTP,ESFJ,54247.04,40926.36,Failure
ENTJ,ENTJ,87035.23,68876.9,Failure
INTP,ESTP,95722.87,71694.98,Failure
ESFJ,ENTJ,31572.42,84117.2,Failure
INFP,ENTP,78024.24,63041.33,Failure
ESFJ,ESTP,31249.91,58573.7,Failure
INTP,INFJ,34878.67,42278.76,Success
ENFP,ESFP,62832.29,62277.32,Failure
ESFJ,ISFP,55263.79,81941.16,Success
ISTP,ISTP,62830.09,72616.98,Failure
ENTJ,ENFP,39439.91,58071.54,Success
ESTP,ENTJ,37043.51,43508.49,Success
ESTP,ESFJ,68612.28,46942.19,Success
ISTP,INTP,66505.82,52726.92,Success
ESFJ,ENTP,59333.39,72899.39,Failure
ISTJ,ESTP,42510.81,44809.39,Success
ISFJ,ESTP,62829.77,64703.49,Failure
ESFJ,ENFJ,72790.05,60259.08,Failure
ISTJ,INTP,46793.39,56701.36,Success
INTJ,ENFJ,95299.41,68028.21,Success
ESTP,ISFJ,42244.86,95745.57,Failure
ENFJ,ISFJ,61048,69516.37,Success
INFP,ESFJ,48241.49,32239.8,Success
ISFP,ISFP,87606.94,49350.55,Success
ENFJ,ENFJ,32313.93,36914.14,Failure
ENTP,ISFJ,81177.28,79142.77,Success
ISTP,ENTJ,75648.02,68531.26,Success
ESTJ,ENTJ,66196.53,76417.43,Failure
ENTP,INFP,96013.55,72657.85,Failure
ISTP,ISTJ,59923.57,76335.3,Failure
ESTJ,ENFJ,74631.62,56520.88,Success
INTJ,ENTJ,33006.2,34635.8,Success
INFP,ISTP,55740.32,45295.42,Success
ISTJ,INTP,55423.36,97568.79,Success
ESTP,INTP,68930.29,89123.51,Success
ESTP,INFJ,97190.13,53004.79,Success
INTJ,INTJ,72757.37,49346.87,Failure
ENTJ,INTJ,59183.54,87245.08,Success
INTP,ENFJ,55144.51,34056.83,Failure
ESTJ,ISTP,96748.68,86504.32,Failure
ENTP,INFJ,39536.91,33494.73,Failure
ENTJ,ESFP,31249.25,71072.14,Failure
ESFJ,ISFP,40967.87,51554.91,Failure
ESFP,ENTP,91812.2,90415.9,Failure
ISFP,INFJ,87145.91,89369.37,Failure
ISFJ,ESFP,55416.03,98580,Failure
INFJ,ESTP,87849.12,58473.23,Failure
INTJ,ESTP,66536.77,92051.54,Success
ESFJ,ENTJ,59438.83,84861.01,Success
ESTJ,ISFJ,36359.4,63953.42,Success
ENTP,ESTJ,31124.94,88333.01,Failure
ESFJ,ESTP,48535.64,85158.06,Failure
ESTP,ISFP,77978.11,76708.23,Failure
ESFJ,INTP,84070.13,60833.4,Failure
ISTP,ENFP,30562.71,32743.82,Success
ISTP,INFJ,77680.94,48356.5,Success
ENFJ,ENTJ,87502.16,76659.8,Success
ENTP,ESFP,39220.04,95606.53,Failure
ESTP,ESFJ,56655.59,60008.24,Failure
INFJ,ENTJ,35376.54,44582.85,Success
ISFP,ISFJ,38410.97,79363.4,Failure
ESFJ,INFP,41804,53604.39,Failure
INFJ,INTJ,56734.53,70615.4,Failure
ISTP,ISTP,51746.98,72909.97,Failure
INTP,ISTJ,85685.62,87696.09,Failure
ISFJ,ISFP,47683.93,81660.63,Success
INTP,ISTJ,78254.12,42237.44,Failure
ESFP,ISTJ,42822.53,93975.99,Failure
INFP,ENTP,47402.15,45634.97,Failure
INTP,ENFJ,78636.92,37196.67,Failure
ENFP,ESTP,53809.02,58820.97,Success
ENTP,INTJ,94028.79,51655.71,Failure
ESTJ,ESTP,85066.36,89908.31,Failure
ISFP,INTP,81479.61,42664.76,Failure
INTP,ISFJ,52783.16,98145.71,Failure
ISFP,ISFP,85525.85,96735.45,Failure
ESTP,INTJ,37250.32,47555.29,Success
ESFP,ESTJ,72995.77,69444.7,Success
INTP,INFJ,36700.1,85065.5,Success
INFP,ENFP,47340.41,49604.34,Failure
ENTP,ISTJ,66596.83,40752.79,Failure
ISFJ,ESFJ,36260.52,74427.39,Success
ENFJ,ESTP,38384.29,69951.16,Failure
INFP,ENFP,80346.84,42550.91,Failure
ENTP,ENTP,38885.41,32865.97,Success
ESTJ,ESFJ,76554.69,48794.66,Failure
INFJ,INFJ,89275.06,88857.77,Failure
ISFJ,INFJ,62160.64,72715.79,Success
INFP,INTP,89962.02,70630.35,Failure
INTJ,ENFJ,58530.7,58790.56,Failure
ESTP,ISFP,48718.98,65214.01,Success
ESFP,ESFP,81695.15,30736.8,Failure
ESTJ,INFP,72516.84,74474.39,Failure
INFP,INTJ,76968.8,32217.98,Success
ENTJ,ISFP,67558.15,77825.64,Failure
ESTP,INFJ,49907.96,33712.69,Success
ISTJ,ESFJ,72813.84,79297.31,Failure
INTP,ENFJ,48660.77,49683.64,Failure
ESFJ,ESFJ,80417.63,61934.98,Success
ENTJ,ENFJ,43057.73,30806.63,Success
ESTJ,ESFJ,92207.54,52947.5,Success
ISTP,ESTJ,51383.11,94289.87,Failure
INTP,INTJ,93045.4,51281.39,Failure
ISFP,INFP,32740.85,67655.22,Success
ISFJ,INTJ,67215.48,82436.16,Failure
ISTP,INTP,41786.62,96294.09,Success
ISFJ,ENFJ,63923.48,31315.42,Success
ESTJ,ESFJ,71357.91,79956.49,Failure
INTJ,ENTJ,61558.32,88778.17,Failure
ENFJ,INFJ,76719.69,66242.44,Success
INTP,INFJ,54065.52,95491.64,Success
ISFP,ESFJ,55028.84,70748.58,Success
ISFJ,ENTP,56689.03,60898.4,Failure
ENFP,ESFP,70170.95,79574.73,Success
INTP,INTP,30303.99,99099.15,Failure
ISTP,ISFP,42778.91,36419.9,Success
INTP,INFP,32990.51,78180.86,Success
ENFJ,ISTJ,65365.84,75246.46,Success
ISTJ,ESTJ,68876.1,42219.86,Failure
ISTJ,ENFP,60208.25,53815.71,Failure
ESTP,ENTP,80433.49,96034.54,Success
INFP,ISFP,32265.58,84175.49,Failure
INFP,INTP,48522.85,89877.54,Failure
ESFJ,ESFP,76688.57,69666.64,Failure
INTP,ISTJ,71466.6,70061.42,Success
ENTJ,INTP,75123.57,34664.84,Success
INTP,ENTJ,97078.01,79327.66,Failure
ISFJ,ISFP,63583.3,78949.74,Success
ESFJ,INFP,54834.23,49409.99,Success
ISFJ,INFP,65066.03,34276.71,Success
ISTP,ESFP,76348.29,31158.93,Success
ENTJ,ESFP,30205.13,49375.6,Failure
ENTJ,ISTP,42561.63,83546.16,Success
ISFJ,ISTP,47468.49,48784.37,Failure
ENTP,ENFP,44704.49,50775.1,Success
INTP,ISFJ,54778.5,81164.86,Failure
ENTJ,ENFJ,47609.22,72781.67,Success
ISTJ,ENTJ,60655.1,30435.68,Failure
INTP,ENTP,69333.74,76417.85,Success
ISTP,ISTP,88323.35,49488.11,Success
ISFJ,ESTP,45722.73,95248.25,Failure
ISTJ,ISFJ,68881.24,63047.72,Success
ESTP,ESFP,47213.49,75229.8,Success
ISFP,ESTJ,47108.7,99268.27,Failure
INTP,ISTJ,98753.38,78412.35,Failure
ENFP,ENFP,65135.09,91124.54,Success
INFP,INTP,48743.02,65449.33,Success
INFJ,ISTP,63355.65,61858.86,Failure
INFJ,ESFJ,30638.8,60518.19,Success
ENTJ,ESFP,66965.87,97631.29,Failure
ESFJ,INFP,76221.5,84835.83,Success
INFP,ESTJ,88182.05,67080.5,Success
ISTJ,ENTJ,92406.68,53738,Success
ESTJ,INTJ,33866.25,78169.03,Failure
ISFJ,ENTJ,71393.92,83520.24,Success
INFP,ISFP,32350.74,95406.88,Success
ENFJ,ISTP,36598.85,69265.71,Success
ISFP,ISFJ,77771.62,66456.9,Failure
ISFP,INTJ,82055.24,66535.49,Failure
ISTP,ISTP,58390.83,89755.81,Success
INTJ,ISTP,97929.51,79413.86,Success
INTP,INFJ,80676.55,41431.61,Failure
ENTJ,ESFP,40273.51,66822.73,Failure
ENFP,ENFJ,42069.23,51839.18,Success
ENTP,ESTJ,78751.66,40423.8,Failure
ENFJ,INFP,84184.99,84824.05,Success
ESFP,INTJ,89674.41,86607.4,Failure
ISFJ,ISTJ,33341.74,36974.7,Failure
ISFP,ISTP,50862.36,44759.09,Success
ESFP,ISFP,39389.35,37853.71,Failure
ESFP,ENFJ,91088.39,74543.2,Failure
INTJ,ISFP,63018.82,95108.77,Success
ENTJ,INFJ,37477.63,54500.59,Success
ISTP,ISTP,59789.12,50525.84,Success
INTJ,INFJ,61445.99,93901.2,Failure
ISFJ,ENFJ,67127.75,75723.26,Success
ENFP,ESTJ,46323.22,54856.67,Failure
ENFJ,ESTP,55206.07,49350.31,Success
ESTJ,ESFP,62773.07,63199.12,Success
ESFP,INTJ,96532.92,60536.53,Success
ENTJ,ISFP,86222.06,43189.1,Failure
ISTJ,INTP,65802.33,96788.36,Failure
INTP,INTJ,91754.36,60763.95,Success
ISTJ,ISFJ,48176.62,95714.2,Failure
ENTJ,ENFP,95913.57,69572.56,Failure
ISFP,ESTJ,66412.48,89336.38,Failure
ISTP,ENFP,62853.32,38956.81,Success
ESFP,INTP,79643.53,51341.21,Failure
INTJ,ENTJ,78218.9,45639.56,Failure
INTP,ISFJ,53827.87,48402.63,Success
ENFJ,ESFJ,76443.66,33598.37,Failure
ESTP,ISTJ,65133.19,62995.17,Success
ESFP,ESFJ,47701.42,30513.92,Success
INFP,ESFP,96348.32,58809.56,Success
ISTP,ENFJ,69904.1,73785.48,Failure
ISFP,ENTJ,56564.86,50702.21,Success
ENTP,INFP,75249.35,75797.73,Failure
INTJ,ESFP,84503.16,30536.85,Success
INFP,INTP,69780.46,73187.32,Failure
ENFJ,INTP,56742.67,85427.29,Success
ESTP,ESFJ,51430.52,59438.6,Success
INFJ,ESFP,50436.19,57620.27,Success
ISTP,ESFP,84180.35,50761.37,Success
ESFP,ENTJ,62149.89,57236.23,Success
ISTP,ESFP,43336.04,93114.02,Success
ISFJ,INFJ,78993.8,51214.03,Failure
ENFJ,INFP,76987.77,91892.89,Failure
ISTJ,ENTJ,34312.96,35218.36,Success
INFJ,ENFP,35045.06,71268.04,Success
ENFP,ISFP,68736.4,64478.35,Success
ENTP,ESTJ,36010.67,64188.43,Failure
INFP,ISFP,41359.44,92398.39,Failure
ENFP,ISTP,38335.54,66730.63,Failure
INFJ,INTJ,34050.66,55297.96,Success
ENTJ,INFP,74917.43,68668.93,Success
ENFP,ISTP,45748.21,43020.56,Failure
INTP,ISFJ,92108.33,51945.12,Success
ISTP,INFP,41038.08,66893.79,Failure
INFJ,ESTJ,42460.51,96039.61,Success
ISFJ,ISTP,49918.13,94695.07,Success
ISTJ,INFP,52018.89,38350.93,Failure
INFJ,ISTP,70508.9,59664.09,Failure
ENFJ,INTJ,54380.45,70345.4,Failure
ENFJ,ENTP,97008.99,50725.87,Failure
INTJ,ESFP,64027.96,75451.97,Failure
ENTJ,ENTP,34687.9,38475.94,Success
ISFP,INTJ,75691.6,68699.16,Success
ESFP,ISFP,72702.63,39756.58,Failure
INTJ,INTJ,52106.52,73302.77,Success
ISFJ,ENFP,37387.63,64395.56,Failure
ESFJ,ISFJ,51726.03,42264.41,Failure
INTJ,ESTJ,95428.68,58358.12,Success
ESTP,ESFP,67498.97,38637.18,Success
ENTJ,ESTP,54681.05,65270.1,Failure
ESTP,ESTJ,77286.89,58244.7,Success
INFP,INFP,69357.01,39111.95,Success
ISTP,ISTJ,94222.71,65091.11,Failure
ISFP,INTP,37604.16,37005.16,Success
ISFJ,ESTP,69576.42,98491.7,Failure
ENTJ,ISTJ,72373.99,76323.18,Success
ENTJ,INFP,52031.45,38035.68,Failure
ISTP,ISFJ,62742.17,47889.2,Failure
INTP,ESTJ,53124.39,35397.91,Failure
ISTP,ESTJ,64813.27,60827.14,Failure
INFP,INTP,34505.95,60690.61,Failure
ENFP,ESTP,54378.2,32145.77,Success
ENTP,ESFP,62868.33,85484.06,Failure
ESFP,ESTJ,95163.68,36448.22,Success
ENTP,ENFP,57306.11,43917.01,Failure
ENTP,ENFJ,57966.25,67816.84,Success
INFP,INFJ,73491.3,52030.3,Success
ENTJ,ENFP,42534.07,76397.5,Success
ENFJ,ENTP,79158.5,37959.64,Failure
ESFP,ENFP,72535,74874.62,Failure
ENTJ,ENTJ,60080.67,86841.75,Failure
ESFP,ESFJ,52531.37,91865.35,Failure
ESFJ,INFJ,39754.87,93039.62,Success
INTP,ENTJ,94936.96,50183.53,Failure
ISTP,ESTP,47271.78,65058.84,Success
ISTJ,INTP,63825.17,30751.26,Failure
INTJ,ISFJ,90451.42,79575.05,Success
INTJ,ISTP,60137.17,39103.97,Success
ESFP,ESTJ,55627.98,52047.53,Failure
ENTP,ISFP,84249.79,32036.79,Failure
ISTJ,ISTP,46665.95,35546.1,Success
ESFP,INFP,72935.1,64521.91,Failure
ESFJ,ISFJ,44584.93,98399.54,Success
INTJ,INFP,98124.05,38250.72,Success
ENTJ,ESTJ,43922.11,68280.68,Failure
ISFJ,ENTP,71630.11,68722.09,Failure
ESTJ,INTJ,32428.02,37549.53,Success
ENTP,ISTP,84642.94,94715.38,Success
INTP,ESTJ,34338.8,66736.28,Success
ISFP,INTJ,62176.78,31501.86,Failure
ISTJ,INFJ,76959.81,80245.26,Failure
ESFJ,ENTJ,87223.66,62670.62,Success
INFP,ISTJ,89894.71,75863.09,Success
ESFJ,ESFJ,32775.96,97666.62,Failure
ENFP,INTP,31209.09,51002.8,Failure
ESFP,INFJ,37534.11,92724.78,Success
INTP,ISTJ,66801.76,37175.28,Failure
ISTJ,ISTJ,95372.16,53462.93,Success
ESTP,ISFJ,70755.57,99898.64,Success
INTJ,ISTP,45751.69,36939.29,Failure
ISFJ,ISFP,84420.22,35254.94,Success
ESTJ,ISFJ,69075.77,37744.08,Success
ISTJ,INTP,46770.81,61933.97,Failure
ISTP,ENFJ,43732.16,97245.37,Failure
ENTP,ESTP,55480.32,59313.71,Failure
ENTP,ESTJ,38626.75,40976.38,Failure
ISTJ,INTP,97621.7,60142.29,Failure
ISFP,ISFP,60587.85,68802.16,Failure
INTJ,ESFP,42889.17,46117.89,Success
INTP,ENFP,58849.47,77714.27,Failure
ENTP,ESTP,86868.8,78909.56,Failure
ISFP,ENTJ,87688.69,79297.96,Success
INTP,ENFJ,59861.75,99016.94,Success
INFP,ESTP,53205.79,32157.78,Success
ISFJ,ESFJ,84251.14,48535.9,Success
INTP,ENTJ,53288.11,99053.99,Failure
ESFP,ENFP,96490.01,33110.96,Success
INFJ,ENFJ,82554,92539.8,Success
ISTP,ESFJ,82989.23,30725.71,Success
INTP,ENFJ,82565.38,33033.43,Failure
ESFJ,INFP,40402.81,46540.16,Failure
ESFP,ESTJ,35492.03,92362.54,Failure
INFP,INTP,73838.83,79442.77,Failure
ENFJ,ESFJ,47717.42,55914.23,Failure
ENTP,ENTJ,43005.74,54420.09,Failure
ESTP,ISFP,47977.36,70334.76,Failure
INTP,ISFJ,83078.46,79570.25,Success
INFP,INFJ,64197.58,71571.85,Success
ESFJ,INTJ,44327.05,57128.68,Failure
ISFP,ESFJ,91116.4,71263.32,Success
ISFJ,ISTJ,74767.51,35115.94,Success
ESFJ,INFP,66950.91,61404,Success
ISTJ,ENFP,71913.27,60282.06,Success
ESTP,ESTJ,51037.66,46226.37,Success
ENTJ,ESFJ,79262.14,49686.86,Failure
ISTJ,ENTJ,43918.32,75159.94,Success
ESTP,ISTJ,47189.43,85784.28,Failure
INTJ,ISTP,46775.48,85454.48,Failure
ISFJ,INTJ,38501.5,79195.35,Failure
ENTP,ESTP,50940.76,64537.57,Success
ESTJ,ESTJ,51209.17,89808.46,Success
INFJ,INTP,76796.66,64886.13,Success
ESFJ,ESFP,97614.31,33786.82,Success
ISFP,ISTJ,56669.61,78677.42,Failure
ISFP,ESTP,48340.01,78151.69,Failure
ESFJ,ISTJ,63006.93,30291.61,Success
ISTP,ESFP,88787.2,39351.88,Failure
ISTP,ISFJ,61622.22,87026.29,Success
ESTP,INFJ,36363.87,32667.46,Success
ISTJ,ESFJ,75754.47,69481.57,Failure
ISFP,INFP,77703.03,75612.8,Failure
INFP,ESFJ,74946.66,74553.35,Failure
ISFP,ISFP,90800.6,44592.82,Failure
ENTP,ISFJ,30917.54,71597.23,Success
ESTP,ENTJ,63487.8,36614.86,Success
ENFJ,ISTP,76624.84,65468.02,Success
ENFJ,ENTP,42929.76,66996.48,Success
ISFP,ENTJ,69329.12,85447.97,Success
ENTP,ESTP,88360.75,59671.59,Failure
ESTP,INTP,51097.63,52102.6,Failure
ENFJ,ESTP,60784.38,42104.22,Success
ISTP,INTP,52795.65,78394.7,Success
ENTJ,ENFJ,68669.35,51809.94,Failure
ISFP,ISFJ,31647.58,99171.85,Failure
ISTP,ENFP,99449.53,40239.3,Success
ISFJ,ISFP,85135.12,85283.68,Failure
INTP,INTP,59758.08,30854.18,Failure
INFP,INTJ,74722.07,76854.5,Success
ESTJ,INTJ,63498.08,92247.91,Failure
INTP,ISFP,92197.08,30261.32,Success
ESFJ,ESTJ,98521.28,67836.27,Failure
INFP,ENTP,91635.68,56608.57,Failure
INFJ,ISFJ,37453.79,64392.28,Failure
ISFJ,ISTP,55333.11,71075.1,Success
ISFJ,INTP,77389.08,80213.1,Success
ISTP,ENFJ,77843.08,90300.98,Success
ENFP,ISTP,64641.29,85087.78,Success
ENTP,ESFP,78901.35,40547.89,Failure
ESTP,ISFP,38478.73,83620.42,Failure
ESTP,ISTP,79568.67,64959.2,Failure
ENFP,ENTP,77328.92,39183.15,Success
ISFJ,ESFJ,53887.58,40156.48,Failure
ENFJ,ENTJ,72362.88,39387.2,Failure
ENFP,INTP,61681.01,56738.62,Failure
ESFJ,ISFP,80919.25,57053.59,Success
INTP,INFJ,59954.69,74752.3,Failure
ESTP,INTJ,61613.66,33684.26,Failure
ESTP,ENFJ,35233.24,92633.71,Failure
ISTJ,ISFP,39962.8,75294.15,Failure
ENFP,ENFP,56505.03,41292.02,Success
INTJ,INFP,92110,93345.34,Failure
ENTP,ISTJ,46846.86,57453.74,Success
INTJ,ISFJ,90143.72,55812.87,Success
ISFJ,INFJ,55342.31,88526.43,Failure
INFP,INFP,63717.4,84267.44,Success
ENFP,ESFJ,92994.58,39057.05,Failure
ESTP,ISTJ,90706.36,38197.28,Failure
INFJ,ESFJ,65981.59,86449.61,Success
INFJ,ISFJ,62792.59,56294.67,Failure
ISTP,ESFJ,77544.4,90777.42,Failure
INFJ,ESFJ,88343.84,66298.77,Success
ISFJ,ISTJ,49975.13,37227.57,Failure
ENTJ,ESTJ,50069.64,73443.66,Success
ENTJ,ESTJ,70902.32,68955.9,Failure
INTP,INTJ,55526.19,68478.17,Success
ISTJ,ENFJ,36203.09,78635.68,Failure
ISTP,INFJ,70462.71,52592.84,Success
INFJ,ESFP,49649.83,44020.59,Failure
ENTP,ISFJ,97286.21,92288.64,Failure
ENTP,ENFP,42757.84,94810.3,Failure
ISFP,ENFP,76755.39,58006.92,Failure
INTJ,ESFP,71405.75,79326.24,Failure
ESTJ,INFP,87492.16,30792.36,Success
INTJ,ENTP,73488.39,91014.3,Success
ISTJ,ENFP,73769,31677.48,Success
ESFP,ISTP,60379.67,41048.6,Success
ISTJ,ENFJ,96488.58,30207.96,Success
INTP,ESTJ,37240.1,71271.88,Success
ENFP,ENFJ,97756.72,61084.36,Failure
ENFJ,ENFJ,30839.39,45837.43,Failure
ISTJ,INFP,80196.82,50779.11,Failure
ESFP,ESTJ,68256.14,70045.86,Failure
INFP,INTJ,63184.22,85782.21,Success
ESTJ,ESFP,97751.02,33295.77,Success
ISTP,ENTP,99055.46,99667.6,Success
ISTJ,INTP,76799.24,74235.78,Failure
INTP,ESFP,81867.5,95221.23,Success
INTJ,ISTP,31830.66,60662.67,Success
ISFJ,ESFP,57859.16,80574.42,Failure
ISFP,ISTP,80188.86,63771.92,Failure
ENTP,ESTP,37780.96,42271.59,Success
ENFJ,ISFP,93455.01,52272.18,Success
ISFP,ISTJ,74560.82,41260.75,Failure
INTP,ENFP,33613.16,82878.04,Success
ISTP,ISFP,57527.63,30263.65,Success
INTJ,INTP,32044.82,91370.02,Failure
ESFJ,INFP,74317.6,38647.08,Success
ESTJ,ESFP,56192.17,36920.56,Failure
ESTP,ENFJ,73520.94,96319.93,Failure
ENTJ,INTJ,87336.14,68336.43,Failure
ESTP,INFJ,78136.76,47297.6,Success
ENTJ,ENTP,76327.88,92085.87,Success
ENTJ,INTP,79624.94,51685.65,Success
ESFJ,ISFJ,59346.71,61412.89,Failure
ESTP,ESTP,56918.61,48911.81,Failure
ISFP,INTJ,37645.61,63371.75,Success
ENFJ,ISFJ,90878.46,89543.47,Failure
ENTP,ENFJ,92169.54,42809.43,Success
ESFJ,INTJ,91618.82,52757.38,Success
ESTP,INTJ,39321.86,83534.93,Failure
ENTJ,ENFJ,31635.33,95054.52,Success
ENFJ,INTP,57927.05,31233.79,Success
ISFP,INFJ,56784.2,30396.36,Success
INTP,ISFP,99642.02,81360.09,Failure
ESFP,INTJ,73896.64,65426.91,Failure
ESTP,ISTJ,51401.86,84321.52,Failure
ENTP,ISFP,80508.6,54269.15,Success
ISTJ,ISTJ,73991.72,61513.77,Failure
ISFP,ENFJ,66195.9,60451.53,Failure
ENFJ,ESTJ,85899.37,32476.83,Success
ISFJ,INFJ,92497.77,66184.16,Failure
ISFP,ESFP,93470.74,94488.78,Failure
ESTP,INTP,55404.34,65581.28,Success
ENFP,ESTP,66162.4,44275.44,Failure
ISFJ,ESTP,65729.75,61541.56,Success
INTJ,ENFP,76573.33,72404.14,Failure
ENFJ,ENFJ,93903.2,56820.08,Success
ISTJ,ESTP,99618.7,32664.53,Success
ESFJ,ISTP,78113.11,98179.24,Failure
ESTJ,ENFJ,81404.6,77609.84,Success
INTJ,ESFP,31871.52,95664.48,Failure
ENTP,ISFJ,64341.42,48761.75,Failure
INFJ,ISFP,89929.27,44251.73,Failure
INTJ,ENFJ,98331.43,53401.48,Failure
ISTJ,ISFJ,75502,62466.23,Failure
INTJ,ENTJ,81891.49,36493.55,Success
ENTP,INTP,54537.46,62475.19,Success
ESTJ,INTJ,42064.67,99333.69,Success
ISTJ,ISFJ,91961.43,66722.1,Failure
INTP,INFP,39489.7,64232.82,Success
ENTJ,INFP,83593.68,74480.93,Failure
INTJ,ISTJ,60817.21,33263.31,Failure
ISFP,ISTJ,86319.51,74873.56,Success
INTJ,ESFJ,55200.51,66393.57,Success
ESFP,ESFP,92027.25,55008.94,Success
ESFJ,ENTP,98621.18,53226.18,Success
ISTJ,ISFJ,57490.78,99297.46,Success
INFJ,ESTJ,47663.62,88203.65,Failure
ESTJ,ENTP,55979.7,80835.05,Failure
INFJ,ESTJ,67556.32,74610.11,Failure
ENFJ,ESTJ,61493.15,77239.56,Failure
ESFP,INFJ,84173.26,75399.65,Failure
INFP,ISTP,45401.99,69173.46,Success
ISTP,ENTP,48458.11,35728.91,Failure
ESTJ,ESFP,62713.08,35613.65,Success
ENTP,INFJ,39188.19,73770.4,Failure
INFJ,INTJ,79697.22,86576.83,Failure
ISTJ,ENFP,68883.22,76508.32,Failure
ESFP,INFJ,97206.24,42725.8,Success
ISTP,ESFP,36007.29,78207.26,Failure
INFP,INFP,72060.73,65958.68,Success
ENTP,ENTJ,46797.89,73984.62,Success
INFJ,ENFJ,89587.97,88095.74,Failure
ESFP,ESFP,49038.03,74964.2,Failure
ESFP,ESTP,57160.54,91460.48,Failure
ESFJ,ESFP,83812.8,62498.12,Failure
ESFJ,ENTP,99966.06,31997.63,Success
ESTP,ESTP,93157.73,34798.65,Success
ESFJ,ESFP,43077.44,66810.51,Success
INTP,INFP,49465.8,49935.66,Failure
INTJ,INFJ,56114.83,37790.56,Success
ENFJ,ESFP,40270.31,85031.09,Success
INTP,ESFP,30698.21,60114.34,Failure
ENFP,ENTP,84725.65,70527.84,Success
ENFJ,ESTP,42351.71,55231.74,Failure
INTP,ENFJ,45153.59,44923.09,Failure
ISFJ,INFJ,41505.77,59429.54,Failure
ISTP,ENTP,98189.71,37667.38,Failure
ENTJ,ESFJ,38863.68,39926.69,Success
ENFJ,ESTJ,36953.16,85473.02,Failure
ENFJ,ENFP,41825.64,43628.51,Failure
INFJ,ENFJ,55132.72,93564.98,Failure
ISFJ,INTP,45720.48,89929.79,Failure
INTP,INTJ,36649.69,99815.35,Success
ISTP,ENTJ,90536.63,53761.48,Success
INTP,ENTP,47779.4,42690.69,Success
ISFJ,INFP,51892.47,51040.41,Success
ESFP,ESFJ,39929.51,64568.4,Success
ESTP,INFP,58334.1,87257.34,Failure
INFJ,INFJ,70394.77,88222.38,Success
INFP,ESTP,91164.64,67850.33,Failure
INFJ,ESFP,74041.91,78285.26,Success
ESFJ,ENFJ,39044.52,73874.19,Failure
ISTP,INFJ,52616.17,42135.59,Failure
ISTP,ISFJ,50969.52,66744.92,Success
ENFJ,ENTJ,96650.13,63664.71,Success
ESFJ,ESFJ,91738.33,62533.08,Success
ENFJ,ESTJ,30015.54,99837.69,Success
ESFJ,ISFP,95077.39,67434.65,Failure
ISFJ,INFP,55255.67,30666.03,Failure
ENFJ,INFJ,83064.53,90731.09,Failure
INTP,ENTP,52634.71,49068.41,Success
ENTJ,INTJ,81476.62,31202.81,Failure
ENTP,ENTP,94695.21,77086.96,Failure
ENFP,INTP,89407.62,93823.52,Success
INTP,INTJ,64684.85,50321.49,Failure
ISTJ,ENTP,59219.77,62036.66,Failure
ISFJ,ENTP,94209.79,95198.06,Success
ESTP,INTP,94274.75,99367.49,Failure
ISFP,INTJ,56143.11,86325.07,Failure
INFP,INFP,43338.26,80383.34,Success
ESTJ,ENFJ,49382.87,89508.85,Success
INTP,INTP,50532.37,57036.42,Failure
ENFJ,ESTJ,79154.45,76021.82,Success
ENTJ,ESFP,73308.17,68683.3,Failure
ESFP,ESTJ,31660.89,76563.6,Success
INFJ,ESFJ,92766.47,90756.28,Failure
ENTJ,ISFJ,69955.86,98853.53,Success
ENFP,ENTP,97358.82,30437.58,Success
ESTJ,ESTP,30858.9,74650.92,Success
ISFP,ISFJ,81114.23,92183.83,Success
ESFP,ESTP,74029.27,45417.38,Failure
INTP,ESTJ,50273.83,96981.74,Failure
ENFP,ESTP,71918.56,96171.37,Failure
ESTJ,ENTJ,36957.67,70163.92,Success
ENFP,INTJ,39899.01,90799.07,Success
ESFJ,INTP,86788.72,34447.27,Success
ENFJ,INTJ,90985.28,60985.25,Success
ENFP,ESTJ,97493.74,55320.88,Failure
ESFP,ESTP,97868.6,67467.34,Success
ENFP,INTJ,83338.78,81619.56,Failure
ESFJ,ESTJ,79285.04,39825.08,Failure
INFP,ESFP,88320.11,68797.93,Failure
INTP,ESFP,41109.94,77820.26,Success
ENFJ,ENTP,88699.35,60159.34,Failure
ISFJ,ISFJ,75657.53,87438.97,Success
ESTP,ISTP,88154.65,37538.11,Failure
ISTJ,ENTP,58826.15,56810,Failure
ESTJ,ENTJ,75292.04,74506.13,Failure
ESTP,ESTP,43799.22,87524.19,Failure
ISFJ,ESFJ,67607.91,34462.83,Success
INTJ,ENTP,37161.63,47616.91,Success
INFP,INTJ,68646.33,51845.22,Failure
