"NetWorth","Age","Education","Location","Party"
"Low",22.73,"HighSchool","WestCoast","Democrat"
"High",18.41,"PrimarySchool","EastCoast","Republican"
"High",81.2,"HighSchool","WestCoast","Republican"
"Low",22.82,"PrimarySchool","WestCoast","Republican"
"High",47.44,"College","WestCoast","Republican"
"Low",89.08,"PrimarySchool","Central","Republican"
"High",30,"College","Central","Republican"
"Low",62.65,"HighSchool","EastCoast","Democrat"
"High",74.72,"College","EastCoast","Republican"
"High",22.72,"College","EastCoast","Republican"
"High",41.55,"College","WestCoast","Republican"
"Low",67.61,"College","WestCoast","Republican"
"Low",52.52,"HighSchool","WestCoast","Republican"
"Medium",70.56,"PrimarySchool","EastCoast","Republican"
"Low",49.55,"College","Central","Democrat"
"Low",92.54,"PrimarySchool","Central","Republican"
"High",31.61,"PrimarySchool","EastCoast","Republican"
"Low",47.97,"College","EastCoast","Democrat"
"High",32.67,"College","WestCoast","Republican"
"Medium",24.54,"PrimarySchool","WestCoast","Democrat"
"Low",82.19,"HighSchool","WestCoast","Democrat"
"Medium",50.15,"HighSchool","Central","Republican"
"Low",84.43,"HighSchool","EastCoast","Democrat"
"Medium",89.07,"College","EastCoast","Democrat"
"High",21.68,"HighSchool","Central","Republican"
"High",34.01,"PrimarySchool","Central","Republican"
"Low",54.8,"PrimarySchool","EastCoast","Republican"
"High",83.9,"PrimarySchool","EastCoast","Republican"
"Low",20.63,"HighSchool","EastCoast","Democrat"
"Medium",64.32,"College","Central","Republican"
"Medium",20.15,"HighSchool","WestCoast","Republican"
"High",85.06,"HighSchool","WestCoast","Republican"
"Medium",67.66,"HighSchool","Central","Republican"
"Medium",75.8,"HighSchool","EastCoast","Republican"
"Medium",86.21,"HighSchool","WestCoast","Republican"
"Medium",87.68,"HighSchool","WestCoast","Democrat"
"Low",39.15,"College","EastCoast","Democrat"
"Medium",94.11,"HighSchool","Central","Democrat"
"High",56.04,"College","EastCoast","Republican"
"High",83.99,"College","EastCoast","Republican"
"High",24.13,"College","Central","Republican"
"Medium",45.66,"College","WestCoast","Democrat"
"High",74.93,"PrimarySchool","Central","Republican"
"Medium",57.75,"HighSchool","EastCoast","Democrat"
"Low",94.02,"HighSchool","EastCoast","Democrat"
"Medium",19.25,"HighSchool","Central","Democrat"
"Low",37.08,"College","EastCoast","Democrat"
"Medium",99.87,"HighSchool","WestCoast","Republican"
"Low",67.34,"College","WestCoast","Republican"
"High",76.13,"College","EastCoast","Republican"
"Low",88.86,"HighSchool","Central","Republican"
"High",27.73,"College","EastCoast","Republican"
"High",37.49,"PrimarySchool","EastCoast","Republican"
"High",92.86,"College","EastCoast","Republican"
"High",18.24,"PrimarySchool","WestCoast","Republican"
"Medium",36.69,"College","Central","Democrat"
"Medium",54.93,"HighSchool","EastCoast","Republican"
"High",86.3,"PrimarySchool","EastCoast","Republican"
"Low",72.83,"College","EastCoast","Republican"
"Low",68.5,"College","Central","Democrat"
"Low",37.88,"PrimarySchool","Central","Republican"
"Low",66.44,"HighSchool","WestCoast","Republican"
"Low",38.38,"College","EastCoast","Democrat"
"Medium",89.13,"PrimarySchool","Central","Republican"
"Low",83.47,"HighSchool","Central","Republican"
"Low",47.88,"College","WestCoast","Democrat"
"Low",55.13,"HighSchool","EastCoast","Democrat"
"Low",76.25,"PrimarySchool","Central","Republican"
"Low",63.04,"HighSchool","WestCoast","Democrat"
"Medium",84.14,"HighSchool","WestCoast","Democrat"
"Low",21.7,"HighSchool","WestCoast","Democrat"
"High",45.02,"HighSchool","EastCoast","Republican"
"Medium",99.61,"College","WestCoast","Republican"
"Low",30.9,"HighSchool","Central","Republican"
"High",23.13,"HighSchool","EastCoast","Republican"
"Medium",72.02,"College","Central","Democrat"
"Low",54.51,"College","Central","Democrat"
"High",25.88,"HighSchool","EastCoast","Republican"
"Low",97.37,"HighSchool","WestCoast","Democrat"
"Medium",54.88,"HighSchool","Central","Republican"
"High",54.3,"HighSchool","WestCoast","Republican"
"Low",40.75,"HighSchool","EastCoast","Democrat"
"Low",34.98,"College","WestCoast","Democrat"
"Medium",56.67,"PrimarySchool","EastCoast","Republican"
"Medium",56.49,"HighSchool","WestCoast","Republican"
"Low",86.43,"College","Central","Democrat"
"Low",57.51,"HighSchool","WestCoast","Democrat"
"Low",49.44,"HighSchool","EastCoast","Republican"
"High",81.01,"PrimarySchool","EastCoast","Republican"
"Medium",35.05,"College","WestCoast","Democrat"
"Low",31.84,"College","Central","Democrat"
"Medium",93.14,"PrimarySchool","EastCoast","Republican"
"High",37.01,"PrimarySchool","WestCoast","Republican"
"Low",92.2,"HighSchool","WestCoast","Republican"
"Low",99.48,"PrimarySchool","EastCoast","Republican"
"High",99.46,"PrimarySchool","EastCoast","Republican"
"Low",74.96,"HighSchool","WestCoast","Republican"
"High",82.73,"College","WestCoast","Republican"
"Medium",22.01,"PrimarySchool","EastCoast","Democrat"
"Medium",34.64,"College","Central","Democrat"
"Low",95.69,"College","Central","Republican"
"Low",82.35,"PrimarySchool","WestCoast","Republican"
"High",28.96,"PrimarySchool","EastCoast","Republican"
"Low",60.93,"College","EastCoast","Republican"
"Medium",38.94,"PrimarySchool","EastCoast","Democrat"
"Low",91.52,"HighSchool","WestCoast","Democrat"
"Medium",93.33,"PrimarySchool","WestCoast","Republican"
"Medium",52.85,"PrimarySchool","WestCoast","Republican"
"Low",48.18,"College","EastCoast","Democrat"
"Low",60.03,"HighSchool","Central","Democrat"
"Medium",82.72,"HighSchool","WestCoast","Republican"
"Medium",79.52,"HighSchool","WestCoast","Republican"
"High",20.75,"College","Central","Republican"
"Medium",93.42,"College","WestCoast","Republican"
"Low",38.5,"PrimarySchool","EastCoast","Republican"
"Medium",75.72,"College","WestCoast","Democrat"
"High",85.77,"PrimarySchool","EastCoast","Republican"
"Low",64.64,"PrimarySchool","WestCoast","Republican"
"High",46.32,"HighSchool","WestCoast","Republican"
"Medium",51.27,"PrimarySchool","WestCoast","Republican"
"Medium",70.36,"PrimarySchool","EastCoast","Republican"
"High",38.3,"College","WestCoast","Republican"
"High",50.47,"College","Central","Republican"
"Medium",31.93,"PrimarySchool","EastCoast","Republican"
"High",67.22,"College","WestCoast","Republican"
"High",74.75,"HighSchool","WestCoast","Republican"
"Low",80.03,"PrimarySchool","Central","Republican"
"High",35.63,"College","WestCoast","Republican"
"High",27.48,"PrimarySchool","Central","Republican"
"Low",42.69,"HighSchool","Central","Republican"
"High",73.52,"College","Central","Republican"
"Medium",86.29,"PrimarySchool","Central","Republican"
"Medium",53.46,"PrimarySchool","EastCoast","Republican"
"Medium",69.39,"College","Central","Democrat"
"Medium",90.6,"PrimarySchool","EastCoast","Republican"
"High",54.89,"College","Central","Republican"
"Medium",95.93,"HighSchool","Central","Democrat"
"Medium",21.54,"College","EastCoast","Democrat"
"Medium",35.16,"College","EastCoast","Democrat"
"Low",74,"College","WestCoast","Republican"
"Medium",84.48,"College","Central","Democrat"
"High",74.73,"HighSchool","EastCoast","Republican"
"Medium",97.77,"College","Central","Democrat"
"High",99.79,"College","WestCoast","Republican"
"Medium",47.54,"HighSchool","EastCoast","Democrat"
"High",85.23,"College","EastCoast","Republican"
"High",92.42,"HighSchool","Central","Republican"
"Low",20.9,"PrimarySchool","Central","Republican"
"Medium",57.25,"HighSchool","EastCoast","Republican"
"Low",57.42,"PrimarySchool","Central","Republican"
"Medium",94.15,"PrimarySchool","EastCoast","Republican"
"High",20.82,"HighSchool","EastCoast","Republican"
"Low",64.89,"PrimarySchool","EastCoast","Republican"
"Low",96.97,"PrimarySchool","Central","Republican"
"Medium",37.5,"College","EastCoast","Democrat"
"Medium",66.19,"PrimarySchool","Central","Republican"
"High",68.22,"College","EastCoast","Republican"
"Medium",37.07,"HighSchool","WestCoast","Democrat"
"High",90.49,"HighSchool","Central","Republican"
"Medium",70.8,"College","EastCoast","Democrat"
"Low",88.36,"HighSchool","EastCoast","Republican"
"Low",36.58,"HighSchool","EastCoast","Democrat"
"High",71.4,"PrimarySchool","Central","Republican"
"Low",22.38,"HighSchool","Central","Democrat"
"Low",84.2,"PrimarySchool","EastCoast","Republican"
"High",78.02,"HighSchool","EastCoast","Republican"
"High",78.24,"PrimarySchool","EastCoast","Republican"
"Medium",59.64,"HighSchool","WestCoast","Democrat"
"High",54.01,"College","WestCoast","Republican"
"High",55.67,"HighSchool","WestCoast","Republican"
"Medium",87.13,"College","WestCoast","Democrat"
"Low",72.78,"College","EastCoast","Democrat"
"High",18.41,"PrimarySchool","EastCoast","Republican"
"High",94.24,"PrimarySchool","Central","Republican"
"Medium",43.49,"College","Central","Republican"
"Medium",70.73,"College","EastCoast","Republican"
"Medium",22.29,"HighSchool","Central","Democrat"
"Low",50.29,"PrimarySchool","Central","Republican"
"Medium",23.83,"PrimarySchool","WestCoast","Republican"
"Low",73.02,"HighSchool","Central","Democrat"
"Low",33.98,"PrimarySchool","WestCoast","Democrat"
"Low",34.26,"HighSchool","EastCoast","Democrat"
"Low",95.75,"PrimarySchool","Central","Republican"
"Low",93.19,"PrimarySchool","EastCoast","Republican"
"Low",25.09,"PrimarySchool","EastCoast","Democrat"
"Medium",65.21,"HighSchool","Central","Democrat"
"High",66.89,"PrimarySchool","WestCoast","Republican"
"High",73.36,"College","EastCoast","Republican"
"Low",93.76,"College","WestCoast","Republican"
"Low",44.23,"College","Central","Republican"
"High",26.5,"PrimarySchool","EastCoast","Republican"
"Medium",19.04,"PrimarySchool","Central","Democrat"
"Low",69.18,"PrimarySchool","Central","Republican"
"High",38.89,"PrimarySchool","WestCoast","Republican"
"Low",92.31,"HighSchool","Central","Republican"
"Low",42.45,"HighSchool","EastCoast","Republican"
"High",42.7,"HighSchool","Central","Republican"
"High",93.78,"PrimarySchool","WestCoast","Republican"
"Low",60.18,"HighSchool","Central","Republican"
"Medium",47.62,"PrimarySchool","WestCoast","Republican"
"Medium",77.33,"College","EastCoast","Republican"
"High",88.7,"PrimarySchool","Central","Republican"
"Low",53.29,"HighSchool","EastCoast","Democrat"
"Low",85.54,"College","Central","Republican"
"Medium",76.63,"College","Central","Democrat"
"High",35.53,"PrimarySchool","WestCoast","Republican"
"Low",91.75,"PrimarySchool","EastCoast","Republican"
"Low",57.11,"PrimarySchool","EastCoast","Republican"
"Low",55.99,"PrimarySchool","EastCoast","Republican"
"Medium",67.22,"College","WestCoast","Democrat"
"Low",40.26,"HighSchool","WestCoast","Democrat"
"Medium",40.11,"HighSchool","Central","Democrat"
"Medium",70.78,"College","WestCoast","Republican"
"Medium",25.86,"College","EastCoast","Democrat"
"High",19.97,"PrimarySchool","Central","Republican"
"High",63.04,"College","EastCoast","Republican"
"High",64.84,"PrimarySchool","EastCoast","Republican"
"Low",99.14,"PrimarySchool","Central","Republican"
"Low",92.01,"HighSchool","WestCoast","Democrat"
"Medium",28.24,"HighSchool","EastCoast","Republican"
"High",50.65,"HighSchool","WestCoast","Republican"
"High",72.08,"PrimarySchool","EastCoast","Republican"
"Low",35.62,"College","WestCoast","Democrat"
"High",20.61,"PrimarySchool","EastCoast","Republican"
"High",24.25,"PrimarySchool","EastCoast","Republican"
"Medium",22.18,"HighSchool","Central","Democrat"
"High",31.16,"PrimarySchool","WestCoast","Republican"
"Low",63.62,"HighSchool","WestCoast","Republican"
"High",45.5,"HighSchool","EastCoast","Republican"
"Low",46.08,"HighSchool","Central","Republican"
"High",44.75,"HighSchool","Central","Republican"
"Low",31.49,"HighSchool","EastCoast","Republican"
"Low",35.9,"HighSchool","EastCoast","Republican"
"High",77.77,"College","EastCoast","Republican"
"Low",80.97,"College","Central","Democrat"
"Medium",21.64,"PrimarySchool","EastCoast","Republican"
"Medium",94.47,"College","Central","Republican"
"High",79.12,"College","EastCoast","Republican"
"High",83.72,"PrimarySchool","EastCoast","Republican"
"Low",46.99,"College","EastCoast","Republican"
"High",99.54,"College","WestCoast","Republican"
"Medium",25.53,"HighSchool","EastCoast","Republican"
"Low",78.61,"PrimarySchool","WestCoast","Republican"
"Low",67.51,"PrimarySchool","Central","Republican"
"High",54.75,"College","WestCoast","Republican"
"Low",87.4,"HighSchool","EastCoast","Republican"
"Medium",81.56,"HighSchool","Central","Republican"
"Medium",77.72,"PrimarySchool","EastCoast","Republican"
"Low",29.79,"PrimarySchool","WestCoast","Democrat"
"Low",37.7,"College","WestCoast","Democrat"
"Medium",79.01,"PrimarySchool","WestCoast","Republican"
"Low",88.48,"College","EastCoast","Republican"
"Low",73.4,"HighSchool","EastCoast","Democrat"
"High",92.93,"HighSchool","EastCoast","Republican"
"High",62.3,"PrimarySchool","Central","Republican"
"High",86.56,"HighSchool","WestCoast","Republican"
"Medium",31.14,"HighSchool","EastCoast","Democrat"
"Low",77.14,"PrimarySchool","EastCoast","Republican"
"Low",47.41,"PrimarySchool","EastCoast","Republican"
"High",91.39,"HighSchool","WestCoast","Republican"
"Medium",20.75,"PrimarySchool","EastCoast","Democrat"
"Medium",89.2,"HighSchool","Central","Democrat"
"Medium",44.73,"College","WestCoast","Republican"
"Low",92.02,"PrimarySchool","Central","Republican"
"Medium",31.13,"PrimarySchool","WestCoast","Democrat"
"High",34.28,"PrimarySchool","EastCoast","Republican"
"Medium",83.73,"HighSchool","Central","Republican"
"High",53.5,"HighSchool","EastCoast","Republican"
"Medium",76.71,"PrimarySchool","WestCoast","Republican"
"High",29.21,"PrimarySchool","EastCoast","Republican"
"Low",37.65,"College","Central","Democrat"
"High",58.58,"HighSchool","EastCoast","Republican"
"High",37.05,"College","Central","Republican"
"Low",70.26,"PrimarySchool","Central","Republican"
"Medium",75.19,"HighSchool","EastCoast","Democrat"
"High",35.11,"College","Central","Republican"
"Medium",91.01,"HighSchool","WestCoast","Republican"
"High",57.4,"PrimarySchool","EastCoast","Republican"
"Low",52.44,"College","WestCoast","Republican"
"Medium",50.21,"HighSchool","Central","Democrat"
"Medium",46.45,"HighSchool","Central","Democrat"
"Medium",70.83,"HighSchool","Central","Republican"
"High",87.5,"HighSchool","EastCoast","Republican"
"Low",60.23,"PrimarySchool","WestCoast","Republican"
"Low",83.7,"PrimarySchool","Central","Republican"
"High",47.23,"HighSchool","Central","Republican"
"High",50.99,"College","EastCoast","Republican"
"High",44.46,"College","Central","Republican"
"Medium",21.42,"PrimarySchool","Central","Democrat"
"Medium",29.32,"College","EastCoast","Democrat"
"High",80.67,"HighSchool","EastCoast","Republican"
"Medium",64.52,"PrimarySchool","Central","Republican"
"High",77.51,"HighSchool","WestCoast","Republican"
"Low",97.83,"PrimarySchool","Central","Republican"
"Low",35.74,"PrimarySchool","Central","Democrat"
