GrromMB,BrideMB,GroomInc,BrideInc,Outcome
ISFP,ISTP,93457.81,97932.23,Failure
ESTP,INTJ,98963.36,63644.35,Failure
ENFJ,ENTP,88508.29,80967.98,Success
INTJ,ESTP,59769.09,37284.11,Success
INFP,ISTP,31575.95,46385.74,Failure
ISFJ,ENFP,69773.92,33673.99,Failure
ESFJ,ESFJ,40413.29,87015.55,Success
ENTP,ENTP,55032.33,90094.71,Failure
ESFJ,ISTP,86425.28,45558.25,Failure
ISTJ,ESTP,43561.3,63789.87,Failure
ENFJ,INTP,86402.73,79932.83,Failure
INFP,ISFP,51714.4,48165,Success
ISTP,ENTJ,93666.29,96113.81,Success
ISFJ,ESTP,33259.48,40065.35,Success
INTP,ESFP,94735.65,44882.59,Success
ESFP,ESFJ,65891.2,43813.07,Success
ENFP,INFJ,47987.7,70424.42,Success
ENTP,ENFP,64858.42,48620.21,Success
ESFJ,ENFJ,99020.84,47332.15,Success
INFP,ISFP,54453.8,64166.38,Failure
ENFP,ENTP,95533.37,66128.15,Success
ESTJ,ENFJ,37358.44,47764.93,Success
ENTP,ENTP,69746.33,68792.88,Failure
ENFJ,ESFJ,36769.19,72849.89,Success
ESFP,INFP,35417.12,45728.5,Success
ENTP,ESTP,37405.01,55572.49,Success
ISFJ,ESTJ,30365.87,71274.21,Success
INFP,ISFJ,54537.71,75670.13,Success
ISTP,ENFP,61608.76,91046.76,Success
ISTP,ENFJ,38251.32,86631.39,Success
ESFP,ESFJ,99173.09,98661.41,Success
ISFJ,ISFP,70296.4,59780.51,Success
ESTJ,INTJ,46510.71,55561.25,Failure
INTJ,ESFP,90851.54,34834.84,Failure
ESTJ,ISFJ,65722.9,89108.17,Failure
ISTP,ESFJ,34940.46,89566.65,Success
ESFJ,ISTP,72245.54,70190.67,Failure
ESFJ,ENFP,78266.88,86933.57,Failure
ESFJ,INTJ,73897.66,48272.6,Failure
INTJ,ENTP,99200.8,39655.35,Success
ENFJ,INFJ,78389.53,47258.7,Success
ESFP,ENFJ,47416.11,37288.64,Success
ISTP,ISFJ,49183.43,48465.49,Success
ESFP,ENTP,59196.45,63670.3,Failure
ESFJ,INFJ,42905.42,66694.82,Failure
ISTJ,INFP,98176.52,53064.32,Failure
ISFP,INFP,38521.71,71931.47,Failure
ESTP,ISFJ,71612.3,79186.67,Success
ESFP,ENFP,48295.58,92460.41,Success
INTJ,ISFP,90252.82,40296.09,Failure
ISTJ,ESTJ,64820.78,73277.88,Success
ESTP,ENTJ,75416.78,92582.6,Success
INFP,ISFJ,89374.56,84855.56,Success
INTP,ISTJ,82341.14,69337.49,Success
ENTJ,ENTP,44541.06,37616.89,Failure
ENFP,ESFJ,37180.36,48735.84,Success
INFJ,ESFJ,70727.71,69351.57,Failure
ENTP,INTP,59066.26,73451.3,Failure
ESTJ,ENFJ,78378.32,81426.98,Success
INTJ,INFJ,48540.41,32867.81,Failure
INTP,ISFP,97248.17,40156.8,Success
ESFJ,ISFJ,81651.38,32826.63,Failure
ISTP,ISTP,66787.14,98354.3,Failure
ESFP,INTJ,58752.16,53645.25,Failure
ENFP,ESTP,44859.48,90593.58,Failure
INFP,INFP,96153.68,51007.91,Failure
ESTJ,INTP,75814.3,79324.86,Failure
ISTJ,ESFJ,60024.73,96440.09,Success
ENTJ,ISTP,47918.23,41536.37,Success
INFP,ENFP,85553.55,48419.08,Success
ISTP,ISFP,78181.67,87448.33,Failure
ENFP,ISFJ,59271.44,73574.31,Success
ISFJ,INTJ,87074.18,94467.55,Success
INTP,ESTJ,79221.94,81949.81,Failure
ENFP,ISTJ,43611.8,43399.15,Success
INTJ,ENTP,47980,52827.54,Success
ESFJ,ESTP,68233.48,93881.08,Success
ISFJ,ESFP,40940.36,35066.9,Failure
ENFP,INFP,96486.61,44518.39,Success
ESFJ,INFJ,35951.77,99707.52,Success
INFJ,ENFJ,73845.04,99522.37,Failure
ESTJ,ENFP,70680.18,95140.12,Success
ISFP,ISFJ,51740.1,56250.77,Success
INTJ,ESTP,45911.43,64489.49,Failure
ESTJ,ESTJ,80857.06,80309.3,Success
ISFP,ESTP,78417.85,40474.41,Success
ISTJ,INTP,60400.28,93900.4,Success
INTJ,ENFP,98613.33,73240.96,Success
ESTP,ENTJ,43080.79,90308.88,Failure
ESTJ,ESTP,49180.36,68669.92,Failure
INTP,ENFP,46902.91,79408.6,Success
ENTJ,ISTP,43421.58,98379.5,Failure
ENFJ,INTP,86552.76,93300.17,Failure
ISTJ,INTJ,69428.85,97095.62,Success
ISTP,ISTP,71385.85,91312.26,Failure
ENFP,INFJ,96461.04,76100.25,Success
ISFP,ISFJ,71675.08,85970.91,Failure
INTP,ENFJ,92471.63,32830.68,Failure
ESFP,ESTJ,51890.82,79252.42,Success
ENFJ,ISFJ,62080.81,40473.05,Failure
INTJ,ESTJ,30966.2,49921.62,Failure
ESTP,ESTJ,33241.25,63745.97,Failure
ESTJ,INFP,31776.64,38716.88,Success
ISFJ,ISTP,34362.25,80820.14,Failure
ESFP,ESTP,44411.1,86084.27,Failure
ENFP,ESFP,57747.24,66355.27,Failure
ESFJ,INFJ,73490.81,71884.78,Failure
ISTJ,INFP,96780.48,51906.13,Failure
INTJ,INFJ,32678.89,69120.85,Success
ESTJ,ISTP,80167.48,48469.76,Success
ESFP,ISFJ,60603.34,88200.46,Success
ENFJ,ISFP,59914.58,65309.9,Failure
ESTJ,ENTP,49013.39,70921.91,Failure
ESTP,ENFJ,95694.62,74930.03,Success
ENFP,ENTJ,97119.62,61652.08,Failure
INFJ,INTP,96500.16,67508.02,Failure
ISFP,INFJ,92740.89,91376.99,Failure
INTP,INTP,61890.72,63452.7,Success
ESTP,INFJ,59683.08,49695.13,Failure
ENFJ,ENFP,91471.87,93815.14,Failure
INFP,INFP,57857.22,33221.33,Success
ISTP,ISTP,69461.61,52585.75,Failure
ENFJ,ESFP,80583.03,90884.74,Failure
ISFP,ISTP,84929.27,63003.22,Success
ENTP,ESTJ,99665.47,45824.52,Success
ESTP,ENFP,41312.21,69212.53,Failure
INFP,ENFJ,37471.66,57981.2,Success
ESFJ,ESTP,54886.5,33707.16,Failure
ISTJ,ISFJ,50907.23,99715.3,Failure
ENFP,INFJ,73310.04,45937.46,Failure
INTP,ENTP,41975.02,80554.78,Failure
ESTP,INFJ,45979.86,75391.13,Success
ISTP,ESTJ,62739.95,40529.93,Success
INTP,INFP,78293.59,76643.97,Failure
ENFJ,ENFJ,61537.24,90489.73,Success
ISTP,ENTJ,58647.45,79637.52,Failure
ESFJ,ISTJ,86384.79,58375.52,Failure
ISFJ,ENFP,87019.33,89019.57,Failure
ESFJ,ENFP,45315.83,52622.48,Success
ENFP,ENFJ,37920.08,56171.91,Success
ENTJ,ESFP,96460.53,47319.97,Failure
ENFP,ISFP,40577.67,87067.13,Failure
INTJ,ESFP,59882.22,50342.6,Success
INFP,INFJ,61394.76,31717.71,Success
ESTJ,ESTP,92415.35,63680.08,Failure
ISTJ,ESTP,57754.05,35567.63,Success
ENFP,INTJ,40242.72,91326.14,Success
ESTP,ISTP,90462.5,97238.07,Success
ISFJ,INFP,95719.4,79221.9,Success
ESTP,INFJ,73003.71,75983.37,Failure
INTJ,ENTP,57901.67,60184.9,Success
ISTP,ENTJ,61753.56,41494.62,Success
ISFP,INTJ,57329.53,59242.18,Failure
ESTJ,ESFJ,44730.21,55011.29,Failure
ESTP,ISTJ,75799.99,62083.07,Failure
INFP,ENTP,52679.37,79734.77,Failure
INTJ,ENFJ,93278.55,45438.59,Success
ISFJ,INTJ,74941.13,71542.1,Success
ISFJ,ENTP,44851.57,99828.31,Failure
ENFJ,ISTJ,62159.17,44628.14,Success
ESFP,ESFJ,50219.99,58926.68,Failure
ESFP,ESFP,57205.49,92815.61,Failure
INTJ,ENFP,61819.15,89309.64,Failure
ISFJ,ESFJ,94025.54,71375.33,Failure
INFJ,ESFP,80686.68,44304.53,Failure
INFP,ENTP,41370.78,92071.18,Failure
ENFJ,ISFP,55397.23,67147.82,Failure
ENFJ,INTJ,47268.39,40984.57,Failure
INTJ,ENTJ,56518.31,92122.13,Success
ISTJ,ENFJ,71151.39,43451.1,Failure
ESTP,ENTJ,81341.9,75330.85,Failure
INTP,ESTP,85990.87,98059.82,Success
ENFP,ENFJ,38350.78,47012.72,Failure
ENTP,ENTJ,36131.22,44359.5,Success
ISFP,ENTP,54146.28,62907.72,Success
ISTP,INFJ,57177.77,58472.86,Failure
ISFP,ESFP,40930.09,63859.99,Failure
ISFP,ENFP,91489.08,34196.8,Failure
INFP,ISTJ,51823.06,96634.78,Success
ESTP,ESTP,67074.48,39988.34,Failure
ESTP,INTJ,77920.35,46119.56,Success
ENFP,INFJ,42360.48,43355.17,Success
ENFP,INTP,52407.27,99564.11,Success
ENTP,INFJ,70256.81,97582.27,Failure
ESTP,ESTJ,92940.51,73902.77,Success
ISTP,ISTJ,63754.64,30207.07,Success
ESFJ,ENTP,81285.78,30875.72,Success
ESTP,ESFJ,37150.32,42630.39,Failure
ESFP,ENFJ,60318.17,97824.39,Failure
ISFJ,ENFP,78584.46,41585.28,Success
ISFP,ENTP,34517.34,64561.14,Success
ESTJ,ESTP,77401.12,72381.27,Success
ENFP,ENTJ,56439.9,89122.98,Failure
ISFJ,INFP,52655.83,90207.89,Failure
INFP,ENFP,69355.56,76886.14,Success
INTP,INFJ,73364.36,40812.01,Success
ENTJ,ESTJ,89460.02,63633.88,Success
INFJ,INTP,55403.34,42523.86,Failure
ISFJ,ENTJ,30644.39,82207.87,Success
ISFJ,ISFP,34393.98,65099.67,Success
ISTJ,INTJ,51667.5,63304.15,Success
ESTP,ISFJ,81917.31,62030.81,Failure
ESTJ,ESTP,75605.46,85225.12,Success
ISTJ,ISTP,89564.29,90628.86,Failure
INTP,ISFP,30967.86,82685.32,Success
ENFP,INFJ,37406.87,31711.79,Failure
INFP,ESTP,38053.38,69794.86,Failure
ESFP,ENFJ,65856.04,99110.89,Success
ESTJ,ISTJ,36275.32,79981.26,Success
ENFP,ESTP,42674.2,46499.67,Success
ESTJ,ISTP,39558.5,99541.94,Success
ESTP,INFP,38536.54,46809.83,Failure
ESTP,INFP,74243.01,94268.87,Failure
ESFJ,ESFP,84084.04,76839.07,Success
ENFP,INTP,86624.07,86318.63,Failure
ESTP,ISTP,69752.82,64046.56,Success
ISTJ,ENFP,57480.32,52319.99,Success
ESFP,ENFP,65906.87,65014.61,Success
INFJ,ENFJ,61370.33,61053.36,Failure
ENTJ,ENFJ,78400.77,79014.95,Success
ISFP,ESTP,35773.7,63988.48,Success
INTJ,INTJ,97985.17,56912.03,Success
INFP,ISTP,42945.18,79442.98,Failure
ENFP,ENTJ,99896.81,49786.29,Success
ENFJ,INFJ,65674.37,84768.52,Failure
INFP,ESFJ,51384.4,69790.7,Failure
ENFP,ENFP,82315.2,99819.54,Success
ENFJ,ENFJ,35133,76921.97,Success
INTJ,ENFJ,53469.03,79182.3,Failure
ENFJ,ISFJ,92517.56,84717.65,Failure
ISFP,INTJ,73225.69,62391.55,Failure
ENFP,ESFP,60947.07,99387.64,Failure
ESTP,ESFJ,34087.06,62185.76,Failure
ENTJ,INTJ,74988.31,33281.42,Failure
ENTP,INFJ,57292.2,32350.81,Failure
ESTP,ESFJ,33154.5,32402.6,Success
ESFP,ESTP,92355.24,56078.41,Failure
ENTP,INFP,36451.49,89884.61,Failure
ESTP,ENFP,76888.45,86311.72,Failure
INFJ,ESTP,41275.3,71674.69,Failure
ESTP,ENTP,90129.3,79245.22,Success
ESFP,ISFJ,79035.53,96255.23,Failure
ESTJ,ESFJ,33865.44,46679.78,Success
ISFP,INFP,44934.52,35298.22,Failure
ESFP,ISFP,47486.56,88365.65,Failure
INTP,ISFJ,33214.35,32918.96,Failure
ISFJ,INTP,81514.95,38902.81,Failure
ENFP,ENTJ,80684,60256.79,Failure
ESFJ,INTJ,52504.02,97275.63,Success
ISTJ,ENFP,92292.88,45252.81,Failure
ESFP,INTJ,78057.83,35181.7,Success
ENFJ,ENFP,96209.49,45847.85,Success
ESTP,ESFP,48748.8,55839.36,Success
ISTP,ISTJ,76649.44,84232.92,Failure
ENFP,ISTP,63593.27,64588.78,Failure
ENTJ,INTP,69086.92,52713.98,Failure
INTP,ESFJ,74810.63,63005.94,Success
ISTJ,ENTJ,98363.56,81354.88,Success
INTP,ESTJ,48689.53,82494.5,Failure
ESFJ,ISFJ,61778.76,66983.75,Failure
ISTJ,INTP,34121.49,59620.42,Failure
ENFP,ENTP,70319.8,59658.22,Success
ESFJ,ISTP,65853.11,50592.98,Failure
ESFP,ISFJ,45653.54,97153.63,Success
ISTP,ISTJ,33629.74,64274.23,Success
ENTJ,ESTP,86350.53,69560.27,Success
ENTP,ESFP,34217.36,98274.26,Failure
ENFJ,ESFJ,92780.25,86009.89,Success
INFP,INFJ,88241.96,53451.53,Success
ESFP,ISTP,75029.48,97776.12,Success
ENFJ,ENTJ,49433.2,97917.42,Failure
ISFJ,ENFJ,64025.17,35334.17,Success
ENFJ,ENFJ,65233.55,50095.02,Success
INTJ,ISFP,36179.87,61855.05,Success
INTP,ENFP,37979.37,43547.14,Success
ISTP,ENTP,50731.81,59757.84,Failure
ESTJ,INFJ,98418.85,37123.34,Failure
ENTJ,INFP,93549.35,64455.28,Failure
INFP,ENTJ,53156.25,91486.32,Failure
ESTJ,ISTJ,97905,50461.34,Failure
ENTJ,INFP,79446.16,75870.43,Success
INFP,INTP,97855.81,67116.36,Success
ESTJ,ESTJ,68402.57,83313.45,Success
INTP,ENTP,74512.79,94034.2,Failure
ISTJ,ENFP,38834.45,68980.88,Success
ISTJ,ENTJ,62770.88,85009.11,Success
ESTP,ESTJ,54091.73,53216.94,Success
INFP,ENFP,69328.2,69373.9,Success
ISTP,ESTJ,95179.37,62771.97,Success
ENTJ,ESTP,79080.54,77900.19,Success
ESTP,INFP,50643.34,64304.56,Failure
ENTP,ENTJ,81584.27,74068.97,Success
ENFJ,ISFJ,63753.88,47625,Failure
ESTJ,INTJ,78582.96,92278.84,Success
ENFJ,ESFJ,70974.74,52996.82,Failure
INFP,ENFJ,47826.26,82993.29,Success
INTJ,ISTP,76100.34,36273.36,Success
ESTJ,INFP,71950.09,69806.88,Failure
ESFP,ESTP,84802.88,51484.68,Success
ENFJ,ENFJ,39105.33,54955.4,Failure
ISFJ,ESTP,34087.36,83020.37,Success
ISFP,INFP,58309.72,98921.87,Success
INTJ,ESTJ,37754.51,89541.86,Failure
ISFP,ESTP,99462.82,99469.23,Success
ISFJ,ISTP,32769.75,61088.73,Failure
ESTJ,INFP,67569.98,97260.69,Success
INTJ,ENFP,69628.17,90629.75,Failure
INTP,ENTP,69916.94,67433.55,Success
ISTJ,ISTP,73206.11,44090.94,Failure
ISFJ,ESFP,44819.72,63407.98,Success
INTP,INTJ,69983.18,89925.23,Failure
INFP,INFP,31969.31,93566.58,Failure
INTJ,ENTJ,74031.77,77758.03,Success
ESFP,ENFP,58100.56,55093.43,Success
ESTP,ISFJ,61163.03,73301.78,Success
ESTJ,ISFP,49254.43,36877.1,Success
ENTJ,ISTP,89651.43,90356.11,Success
INFP,ISTP,47244.47,67979.54,Success
ENTJ,ISFJ,70395.49,66831.49,Failure
ESFP,INTJ,56255.8,71207.44,Success
INTJ,ESTJ,46825.21,84460.7,Success
ESFJ,ISFP,30685.63,46145.02,Success
ENTP,ENTP,84639.65,62244,Failure
INTP,ESTJ,89938.06,88165.07,Failure
ISTJ,ENFP,48871.56,83222.06,Success
ESTJ,INFJ,93566.99,89097.75,Success
ESFP,ISTJ,71396.93,54055.88,Success
INTJ,ENTP,73475.81,79214.76,Failure
ESFP,INFJ,45402.53,37352.14,Success
INFJ,ESFP,34525.11,88747.92,Success
ISTJ,ENTJ,45719.98,72065.27,Failure
ENFP,ISTJ,59524.58,34250.41,Failure
INFP,INFP,36839.08,55008.6,Success
ENTP,INFJ,36055.73,74289.87,Failure
INTJ,ENFJ,77655.83,91874.23,Failure
ISTP,ESFP,93376.81,88087.77,Failure
INTP,ISFJ,89410.53,56958.04,Success
ESTP,ESFP,41801.35,62672.33,Success
ESFP,ENTJ,90200.04,46477.83,Failure
ENFJ,ENTP,35921.95,43006.1,Success
INFP,ESTP,52613.61,55742.11,Failure
ENTJ,ISTP,76061.26,57255.63,Success
ISFJ,ENTJ,80125.07,82056.29,Failure
ESFJ,ENFJ,89819.36,98261.09,Success
ESFJ,ISTJ,32625.55,38139.77,Failure
ISTJ,ESFP,34214.05,36287.1,Success
ISTJ,ESFP,65954.76,78222.83,Failure
ISTJ,ISFJ,94492.66,84851.4,Failure
ENTJ,INTJ,99744.14,37635.83,Success
INFJ,ISFJ,89934.43,36137.76,Failure
ENTJ,ISFP,94395.62,53574.26,Success
ESTJ,ESFJ,54218.71,44585.09,Failure
ENFP,ESFJ,95312.86,33785.33,Success
ESFJ,INFP,51718.07,92268.36,Success
INTP,ESFJ,39317.06,44387.08,Failure
ENTJ,ISFJ,60802.06,38357.83,Success
ESFP,ENFP,83954.37,91575.04,Failure
ENTP,INTJ,84530.59,47923.57,Failure
INTJ,ENFP,86400.62,50608.03,Failure
ESTP,ISFJ,63002.95,34965.07,Failure
ISFJ,ISFJ,48269.44,99677.22,Success
ESFP,INFJ,31775.26,96485.26,Success
ISTP,ISTP,84870.88,78294.78,Failure
ISFJ,ESTP,81222.48,81813.58,Failure
INFP,ESFJ,44095.23,67064.68,Success
ISFP,ESFP,38031.91,68174.85,Failure
ISFP,INFJ,56534.07,46621.59,Success
ENTP,ENFJ,73131.29,45256.95,Success
ESFP,ESFP,60587.12,98218.98,Success
ISFJ,ESTJ,52432.63,44148.62,Failure
ISTP,ENFJ,42894.85,88630.28,Failure
ISTP,INTJ,44690.47,90661.32,Failure
ENFJ,INTJ,55271.56,47102.54,Failure
ISFP,ESFP,47184.89,34976.89,Success
ENTP,ISFJ,79002.53,42810.54,Failure
INFP,ISFP,98754.75,97227.73,Success
INTP,ENFJ,72502.24,88621.14,Success
ENTP,ISTJ,53780.21,34283.27,Failure
ENTJ,ISTP,41052.57,67599.6,Failure
ISTJ,ESFJ,39669.14,89528.79,Failure
ISFP,INFJ,79568.73,48426.01,Success
INTP,INTP,55771.57,67976.81,Success
ENTJ,ESFP,39022.51,53201.94,Failure
ISTJ,ISFJ,70261.74,73110.23,Success
ISTP,ESFP,95092.32,40019.47,Failure
INFP,ESFP,32645.29,53125.05,Success
INTJ,ISTP,67118.02,87999.63,Failure
ESFP,ISTJ,58569.49,31880.97,Failure
ENTP,ISFP,97970.44,85486.27,Failure
ESTP,ESTJ,36363.09,98248.09,Success
INFJ,INTJ,59827.87,66403.53,Success
ESFP,ISFP,52106.88,96984.62,Success
INFJ,ESTJ,31137.17,47799.86,Success
ENTJ,ENTJ,89819.66,46719.71,Failure
INTJ,ESTJ,59891.71,47893.09,Success
ISFP,ISTJ,75255.49,64319.93,Success
ENFP,ESTJ,34228.94,64425.19,Success
INTP,ISFJ,55041.08,93312.16,Success
INTJ,ENTP,35716.76,33102.67,Failure
ESTJ,ESFP,53718.72,83667.59,Success
ISFJ,ENFP,67390.15,35353.33,Success
ENFJ,ESTJ,63232.52,83745.6,Failure
ISTJ,ISFP,93210.45,83192.38,Success
ISTP,ISFP,88445,91797.48,Failure
ISFP,ISFP,73114.63,95097.93,Failure
INTJ,ENFJ,88907.35,74663.81,Success
ENTJ,ENTJ,75184.53,79721.36,Success
ISTJ,INFJ,57427.01,46173.79,Success
ISFJ,ISFJ,65948.69,45915.2,Success
ISFP,ISFJ,80790.7,46556.36,Success
ESFP,ISTJ,41113.07,34677.24,Failure
ENFP,INFP,37053.74,82334.58,Failure
ISTP,ESTP,70341.84,58244.07,Failure
ISFJ,ESFJ,82519.98,76935.99,Success
ESFJ,ESTP,51955.77,61237.34,Success
ISTJ,ESFP,89620.94,76439.36,Success
ISFJ,ENTP,90762.66,92124.27,Failure
INFJ,ESFJ,48220.52,94457.53,Success
ESTJ,INTJ,38398.03,64646.05,Success
ESTJ,ESFP,76556.31,72848.93,Failure
ENTP,INTJ,67396.2,42598.19,Failure
ESTP,INTJ,60680.23,59930.12,Success
ENFP,ENFP,77689.72,44624.85,Success
ISFJ,ESFJ,46699.13,74212.82,Failure
ESFJ,ENTJ,95176.21,57914.44,Failure
INTJ,ENTP,86426.14,82270.2,Failure
ENFJ,ESTJ,37991.49,32666.94,Failure
ENFJ,ISTJ,87567.47,43547.24,Failure
ISTJ,ENFJ,62191.96,81309.6,Failure
ISFP,INTP,65698.14,32922.12,Success
ENFJ,ESFJ,83006.27,54259.49,Success
ENFP,ISTJ,39407.23,77171.93,Success
ESFP,ISFJ,52427.09,80685.38,Failure
ESTP,ENFP,30147.26,83740.15,Success
ISTJ,ESTP,47641.93,30838.32,Failure
INTP,ESTP,92075.37,94866.17,Failure
ESTJ,ISTP,92259.83,60482.8,Success
ENTP,ISTP,95109.19,60562.13,Failure
INTP,ESTJ,50579.36,70345.76,Success
ISFP,ESTJ,40681.45,60861.63,Failure
INTP,ENTJ,39288.61,55313.38,Failure
ESTJ,ISTP,99452.12,80748.02,Failure
ENTP,ENFP,74310.53,32551.51,Failure
INTP,ENFJ,60647.25,90162.97,Success
ENFJ,ENFP,67241.36,42566.49,Failure
INTJ,INTP,90732.15,93072.18,Failure
ISTJ,ISFJ,94321.42,98350.73,Success
ISFP,ENFP,78100.44,74404.8,Failure
INFJ,ESTJ,90929.77,52409.96,Failure
ENFJ,INFP,82557.49,34976.38,Success
INTJ,ESFJ,89573.22,77837.13,Success
INFP,ESFJ,79852.57,95859.65,Success
ISTP,ENTP,73749.06,94842.71,Failure
ISTJ,ENFP,76527.61,44148.46,Success
ESTP,ENTJ,31597.8,61177.88,Failure
INTP,INTJ,33876.57,69283.29,Success
ESFJ,ENFJ,60126.13,30798.97,Failure
ENFJ,ISTP,58183.04,85253.28,Success
ENTP,ESTP,34510.59,43857.93,Failure
ISTJ,INTJ,43841,79693.26,Success
ESFP,INFP,44376.7,97680.09,Success
ENFJ,ISFJ,45674.29,57863.88,Failure
ISTJ,INFJ,44406.34,84155.71,Failure
ISTJ,INTP,60263.83,33974.88,Success
INTP,ENFP,32362.13,96747.43,Failure
ENFP,ISTJ,50470.17,75600.88,Success
ENFJ,ESTJ,99907.91,84822.41,Success
ENTJ,ENFJ,67387.42,68917.09,Failure
ESTJ,ENTJ,65106.6,50085.12,Failure
ISTP,INFJ,81853.23,35006.46,Failure
ENFP,ISFP,56185.43,52817.11,Failure
INFP,INFJ,90511.21,78154.53,Failure
ENFP,ENTP,85094.63,60292.3,Failure
INTJ,ESTJ,40545.63,58744.92,Failure
ENFJ,INFP,62375.11,34728.86,Success
ISTJ,ISFJ,68403.15,55515.7,Failure
INTP,ISTP,45207.89,77899.04,Success
ENFJ,ESFJ,77995.11,96397.14,Success
ISTP,ESFP,76658.65,51610.11,Failure
ENTJ,INFP,75817.7,63974.73,Success
ISFP,ENFJ,39721.71,57908.52,Success
ENFJ,ESTP,82370,71906.73,Failure
ISTJ,INFP,60218.98,45549.28,Success
ENTP,INTJ,95026.12,30122.11,Failure
INTP,ISTP,90522.11,78322.92,Failure
ISFJ,ISTJ,95841.08,61646.09,Success
INTJ,INTJ,85648.29,92039.66,Success
ENFJ,INTP,62084.35,48872.21,Failure
ESFJ,INTJ,41954.59,33135.61,Success
ESTP,INFJ,39091.54,79244.99,Success
ENFJ,ESTJ,46845.69,81326.85,Success
ISFJ,ESFJ,96934.18,73677.88,Failure
ESTJ,ISFJ,61733.71,31111.24,Failure
ISFP,ESTP,40278.8,93091,Failure
ISFJ,ESFJ,53334.79,93870.42,Success
ISFP,INTJ,62162.09,59430.52,Success
ESTP,INTJ,31763.41,57507,Failure
INFJ,INFJ,60448.2,83917.43,Failure
ISFJ,INTP,79046.22,42486.87,Failure
ESTJ,INFP,49309.5,38294.76,Success
INFJ,ESFJ,47307.19,68832.92,Success
ENTP,ESFP,91326.47,75880.37,Success
INTJ,ESFJ,61412.68,55362.2,Failure
INTJ,INFJ,32658.33,62952.22,Success
INFP,ISFP,83488.08,98783.84,Success
ISFJ,ENFP,73577.85,81137.2,Success
ESFJ,INTP,40669.49,89845,Failure
INTP,ISFP,77223.13,71371.22,Failure
ESTP,ENTP,75616.62,30651.48,Success
ESTP,ESFJ,53331.71,93486.61,Success
ISTJ,ISFJ,97303.97,67333.2,Success
ISTJ,ISFJ,45608.44,52214.86,Failure
ENFJ,ISFP,63154.04,39697.95,Failure
ISFP,ENFP,71543.74,58147.15,Success
ISTJ,INFP,52208.79,65315.12,Success
INTP,ENFJ,79402.32,71869.41,Success
ESFP,ISFP,96635.24,68767.92,Success
ESTP,INFJ,96881.02,81054.56,Success
ESFP,ESTP,53929.42,81911.33,Success
ESTP,ISTJ,72846.62,77325.3,Failure
ENTJ,ENTP,85745.39,58811.93,Success
ESFJ,ENFJ,94013.82,53899.9,Failure
ISTJ,ENFP,86081.36,50005.34,Success
ISTJ,ISTJ,38833.44,31390.25,Failure
ESTJ,INTP,43278.21,64422.89,Failure
INFP,ESFJ,38590.48,96326.94,Success
ISTJ,ISFJ,70860.44,44679.24,Failure
ESFJ,INFP,62990.63,90171.13,Failure
INTJ,ISTJ,45233.06,34731.78,Success
INTP,ESTP,49722.35,41037.57,Failure
ISFP,ESFJ,39618.43,88785.15,Success
ISFJ,ISTP,33075.78,98375.83,Failure
INTP,ISFP,75619.32,76732.17,Success
INFP,ENTJ,60381.4,33244.91,Failure
ESFJ,ENTP,55580.13,70881.16,Success
ENFJ,INTJ,62919.61,62784.88,Success
ESTJ,INTJ,97746.58,70811.83,Success
ESFP,INFJ,30569.97,91566.86,Failure
ISFP,ENFJ,44805.16,43934.23,Failure
ESFP,ESTP,97995.87,48175.55,Failure
ESTJ,INFJ,30807.45,57056.6,Success
ESTJ,ENFJ,96458.19,89223.59,Success
ESFJ,INFP,30181.59,47822.99,Failure
ISFP,ISFJ,30723.19,73037.17,Failure
INTP,ENFP,39901.51,66338.01,Failure
ESFJ,INFJ,54886.61,80901.68,Failure
INFJ,INTP,72392.34,42595.09,Success
ISFJ,ESTP,47963.04,97474.39,Failure
ESTP,ESFP,52578.07,61215.26,Success
INFP,INTP,51793.35,92707.55,Success
ISTP,INFJ,44592.49,82612.17,Success
ENFP,INTP,76308.74,72366.38,Failure
ESFJ,ESFP,34465.21,48101.85,Failure
ESTJ,ENFP,43326.31,31607.01,Failure
ISFJ,ISFJ,75261.32,63717.25,Success
ISFP,ESFP,34289.02,67866.02,Success
ENFJ,INFP,91883.54,90763,Failure
ESFP,INTJ,76568.72,97350.04,Failure
INTP,ENFJ,47150.76,92276.48,Failure
ENFJ,INTJ,62573.74,31424.72,Success
ENTP,ISFJ,94207.17,47425.21,Failure
ESTP,INFP,47889.7,98696.39,Failure
ISTJ,ISFP,72942.73,76414.51,Success
ISFP,ENTJ,54251.42,61422.95,Failure
INFP,ESFP,34856.63,58152.14,Success
ESTJ,ESFP,98703.94,33407.89,Failure
ESTJ,INFP,94579.45,46020.28,Failure
ISTJ,ISFP,77018.64,53194.47,Success
INTJ,ENFJ,36471.29,66612.62,Success
INFJ,ESFJ,75099.96,95568.7,Success
ESFJ,ENFP,85701.88,84998.84,Success
ENTJ,ESTJ,75271.89,65674.56,Failure
INTJ,INFP,75816.1,87031.14,Success
ISFP,ENTJ,83566.12,43347.74,Success
ISFP,ESTP,98972.61,92867.22,Success
ENTP,INFP,74797.76,37178.97,Success
ISTP,ESFJ,34125.09,66123.92,Success
ISTJ,ENFJ,69551.9,94491.03,Failure
ENTP,ENTP,76137.32,96774.52,Success
ISTP,ENFP,97135.1,72635.96,Failure
INFJ,ISFJ,41513.66,72238.42,Success
ENFP,ENTP,69538.99,92849.67,Failure
