"DJ","Music","Day","Attendance","Rating"
"Monique","Rock","Friday",90,3.6
"Brejcha","Techno","Friday",160,4.1
"Mski","Rock","Thursday",83,1.2
"Brejcha","HipHop","Saturday",198,4.5
"Blue","Jazz","Friday",87,3
"Ania","Jazz","Friday",39,1.5
"Ania","Jazz","Saturday",144,3.3
"Ania","Jazz","Saturday",97,4.8
"Mski","Techno","Saturday",85,4.9
"Brejcha","Jazz","Thursday",199,4.1
"Ania","Jazz","Thursday",181,4.4
"Blue","Techno","Friday",184,4.6
"Monique","Jazz","Thursday",173,2.4
"Mski","Jazz","Saturday",109,3.9
"Monique","HipHop","Friday",200,4.9
"Monique","HipHop","Friday",84,2.9
"Ania","Jazz","Saturday",35,1.4
"Monique","Rock","Saturday",111,4.5
"Brejcha","Jazz","Friday",179,3.6
"Monique","Rock","Thursday",27,2.8
"Ania","Rock","Thursday",91,3.5
"Monique","HipHop","Saturday",160,4
"Brejcha","Rock","Friday",20,4.4
"Mski","Rock","Thursday",34,2.9
"Blue","Techno","Thursday",152,3.8
"Monique","Jazz","Friday",21,4.8
"Monique","Rock","Friday",115,2.9
"Ania","Rock","Friday",195,2.5
"Brejcha","Techno","Thursday",26,2.3
"Blue","Rock","Friday",154,2.1
"Mski","Jazz","Friday",186,1.4
"Ania","Rock","Friday",160,3.5
"Mski","HipHop","Saturday",60,4.5
"Ania","Techno","Thursday",113,4.1
"Brejcha","Rock","Saturday",112,3
"Mski","Rock","Friday",32,3.1
"Ania","HipHop","Saturday",163,2.1
"Brejcha","HipHop","Friday",192,4.5
"Mski","Techno","Friday",46,4.3
"Brejcha","Techno","Saturday",107,1.4
"Mski","HipHop","Thursday",154,4.2
"Monique","Techno","Friday",96,3.4
"Blue","HipHop","Thursday",170,3.4
"Ania","Jazz","Friday",137,2.1
"Ania","Techno","Thursday",128,1.2
"Brejcha","Jazz","Friday",193,2.1
"Monique","Jazz","Saturday",24,3.7
"Brejcha","Techno","Saturday",156,1.2
"Mski","Jazz","Friday",141,5
"Brejcha","Jazz","Thursday",54,2.7
"Brejcha","HipHop","Saturday",178,1.3
"Mski","Jazz","Thursday",35,2.4
"Monique","Rock","Friday",130,2.1
"Mski","Jazz","Saturday",69,3.9
"Brejcha","HipHop","Saturday",20,4.5
"Monique","Techno","Friday",114,4.2
"Mski","Techno","Saturday",166,3.3
"Ania","Techno","Saturday",155,4.9
"Blue","Jazz","Thursday",96,3.7
"Mski","Jazz","Thursday",137,3.4
"Mski","HipHop","Saturday",35,3.5
"Monique","Jazz","Friday",121,3.4
"Blue","HipHop","Saturday",193,2.4
"Mski","Jazz","Saturday",157,4.6
"Ania","Jazz","Saturday",191,3.9
"Brejcha","Techno","Thursday",179,2.5
"Mski","Jazz","Thursday",189,3.4
"Mski","Rock","Saturday",53,1.9
"Blue","Rock","Thursday",155,1.6
"Blue","Rock","Thursday",115,4.5
"Ania","Techno","Friday",198,1.2
"Brejcha","Techno","Thursday",34,3.5
"Brejcha","Techno","Saturday",142,3
"Brejcha","HipHop","Friday",126,1.2
"Blue","Techno","Saturday",44,1.1
"Brejcha","HipHop","Thursday",26,4
"Blue","Jazz","Friday",74,2.2
"Blue","Jazz","Saturday",91,3.3
"Ania","Rock","Friday",108,2.8
"Mski","Jazz","Thursday",113,1.6
"Blue","HipHop","Thursday",49,5
"Blue","Techno","Saturday",144,3.6
"Mski","Jazz","Thursday",171,1
"Monique","HipHop","Saturday",22,1.5
"Blue","Jazz","Friday",105,4.4
"Monique","Techno","Friday",147,1.1
"Monique","Jazz","Thursday",47,2
"Monique","Rock","Friday",151,1.3
"Monique","Rock","Saturday",29,1.1
"Ania","Techno","Thursday",101,4.9
"Blue","Rock","Friday",192,1.4
"Mski","Techno","Thursday",31,3.7
"Ania","HipHop","Friday",64,3.9
"Brejcha","HipHop","Thursday",165,1.5
"Brejcha","Jazz","Friday",76,2.7
"Mski","HipHop","Saturday",141,1.5
"Blue","Techno","Thursday",124,3.1
"Mski","Techno","Thursday",133,2.9
"Blue","Techno","Saturday",96,2.4
"Blue","Jazz","Saturday",111,4.9
"Ania","Techno","Thursday",44,2.8
"Brejcha","HipHop","Thursday",36,4.1
"Blue","Techno","Thursday",52,1.3
"Blue","Jazz","Thursday",97,3.8
"Ania","Rock","Saturday",58,4.2
"Ania","HipHop","Thursday",51,2.5
"Blue","HipHop","Friday",51,4.5
"Mski","HipHop","Friday",197,1.8
"Brejcha","HipHop","Thursday",200,4
"Monique","Rock","Saturday",107,2.9
"Brejcha","Techno","Friday",88,1.4
"Monique","Jazz","Friday",178,4.7
"Brejcha","HipHop","Thursday",108,2.5
"Mski","Jazz","Saturday",47,3.5
"Monique","HipHop","Friday",152,3.9
"Mski","Rock","Thursday",83,1.2
"Blue","HipHop","Thursday",49,3.8
"Monique","Rock","Friday",187,2.1
"Ania","Techno","Thursday",32,1
"Ania","Jazz","Friday",67,3.2
"Mski","Jazz","Thursday",33,1.3
"Brejcha","HipHop","Saturday",121,2
"Brejcha","Techno","Friday",145,1.9
"Brejcha","HipHop","Thursday",179,1.3
"Blue","Techno","Saturday",44,1.1
"Mski","HipHop","Friday",118,4.2
"Brejcha","Jazz","Friday",58,4.2
"Mski","Rock","Friday",29,3.5
"Mski","Techno","Thursday",92,2.4
"Monique","Jazz","Friday",186,2.1
"Ania","Jazz","Saturday",120,4.3
"Mski","HipHop","Thursday",191,4.8
"Brejcha","Jazz","Thursday",54,2.7
"Brejcha","HipHop","Saturday",126,2.5
"Monique","Rock","Friday",152,4.6
"Monique","HipHop","Saturday",44,2.1
"Mski","HipHop","Friday",53,1
"Blue","Techno","Thursday",44,1.1
"Monique","Techno","Thursday",192,1.9
"Ania","Rock","Saturday",151,2.6
"Monique","HipHop","Saturday",185,4.3
"Ania","HipHop","Thursday",152,3
"Mski","Rock","Friday",29,3.5
"Ania","Rock","Friday",94,1.3
"Blue","Rock","Saturday",190,2.6
"Brejcha","Rock","Thursday",27,2.3
"Mski","Techno","Friday",44,4.7
"Ania","Techno","Thursday",188,4.7
"Brejcha","Jazz","Saturday",143,2.4
"Mski","HipHop","Saturday",158,4.8
"Brejcha","HipHop","Thursday",129,5
"Blue","Jazz","Saturday",88,3.1
"Monique","Rock","Friday",105,3
"Mski","Rock","Saturday",20,4.9
"Brejcha","Rock","Friday",186,1.8
"Mski","Rock","Friday",33,3
"Mski","Jazz","Thursday",188,2.7
"Blue","Rock","Saturday",171,4.3
"Blue","HipHop","Saturday",175,4
"Ania","Rock","Thursday",118,4.7
"Brejcha","Techno","Thursday",97,4.6
"Ania","Techno","Saturday",113,1.2
"Mski","HipHop","Friday",137,4.3
"Brejcha","Rock","Thursday",27,1.4
"Ania","Techno","Thursday",195,1.7
"Blue","HipHop","Friday",132,2.4
"Ania","Rock","Saturday",56,1.1
"Brejcha","HipHop","Saturday",46,1.9
"Blue","Rock","Thursday",90,3.8
"Ania","Techno","Thursday",200,3.7
"Mski","HipHop","Friday",165,3.2
"Mski","Techno","Saturday",109,4.3
"Brejcha","Rock","Thursday",184,4.8
"Monique","Rock","Thursday",50,1.2
"Monique","Techno","Saturday",158,3.5
"Monique","Jazz","Friday",148,3.9
"Monique","HipHop","Saturday",200,4.7
"Brejcha","HipHop","Thursday",47,4.8
"Brejcha","Techno","Friday",150,2.6
"Monique","Rock","Friday",122,4.8
"Brejcha","HipHop","Friday",136,2.9
"Blue","HipHop","Thursday",37,4.1
"Blue","Rock","Friday",135,2.7
"Mski","Rock","Thursday",23,4.4
"Brejcha","Techno","Friday",177,4.8
"Mski","Rock","Thursday",22,4.6
"Brejcha","Techno","Saturday",62,4.1
"Monique","HipHop","Saturday",144,3.8
"Monique","Techno","Thursday",45,2
"Ania","Techno","Thursday",45,1.9
"Mski","Rock","Friday",31,3.2
"Mski","Rock","Friday",45,2.2
"Monique","HipHop","Thursday",32,1.8
"Blue","Rock","Saturday",145,3.3
"Mski","Rock","Saturday",100,1
"Mski","Jazz","Saturday",22,2.5
"Ania","Rock","Saturday",54,2
"Blue","Rock","Friday",124,2.7
"Monique","HipHop","Thursday",53,2.3
"Mski","Jazz","Thursday",33,1.2
"Monique","Jazz","Friday",34,2.1
"Mski","Jazz","Thursday",166,2.4
"Brejcha","HipHop","Saturday",111,4.2
"Ania","Techno","Friday",180,3.7
"Monique","Techno","Saturday",55,1.2
"Brejcha","Jazz","Friday",151,3.7
"Mski","Techno","Thursday",154,2.5
"Blue","HipHop","Saturday",77,1.2
"Ania","HipHop","Thursday",96,3.5
"Brejcha","Techno","Saturday",65,1.8
"Mski","Jazz","Thursday",199,3.2
"Ania","Jazz","Saturday",51,2
"Monique","Rock","Thursday",70,2.1
"Blue","Rock","Saturday",183,2.4
"Brejcha","Jazz","Friday",120,4.6
"Mski","Techno","Saturday",110,4.1
"Ania","Techno","Saturday",93,5
"Mski","Rock","Thursday",22,4.5
"Mski","Jazz","Thursday",134,3
"Blue","Jazz","Friday",55,1.2
"Mski","Jazz","Thursday",153,3.2
"Monique","Rock","Friday",141,2.9
"Ania","HipHop","Saturday",27,4.7
"Monique","HipHop","Saturday",36,1.9
"Blue","Techno","Thursday",164,4.1
"Blue","Rock","Saturday",72,4.8
"Mski","Rock","Saturday",26,3.8
"Monique","Jazz","Thursday",63,4.2
"Brejcha","Techno","Saturday",117,1.4
"Mski","HipHop","Saturday",199,1.2
"Brejcha","HipHop","Saturday",41,2.3
"Brejcha","Techno","Saturday",86,4.7
"Brejcha","HipHop","Thursday",143,1.4
"Blue","Rock","Friday",194,3.9
"Ania","HipHop","Saturday",24,1.7
"Mski","Jazz","Friday",64,1.2
"Brejcha","Rock","Thursday",106,1.6
"Blue","Rock","Saturday",156,4.6
"Ania","Jazz","Saturday",144,4.3
"Mski","Techno","Friday",33,3.9
"Monique","Jazz","Thursday",106,1.2
"Mski","Jazz","Saturday",105,4.5
"Mski","Rock","Thursday",29,3.4
"Monique","Rock","Friday",22,1.5
"Brejcha","Rock","Saturday",94,2.4
"Monique","HipHop","Saturday",109,3.3
"Ania","HipHop","Friday",134,3.4
"Brejcha","Jazz","Thursday",159,3.4
"Monique","HipHop","Saturday",20,1.4
"Ania","HipHop","Friday",119,4.4
"Ania","Techno","Saturday",32,4.1
"Mski","Rock","Friday",23,4.3
"Brejcha","Techno","Thursday",86,3.5
"Mski","Rock","Saturday",28,3.6
"Brejcha","HipHop","Thursday",128,4
"Blue","HipHop","Saturday",103,3.6
"Ania","Jazz","Saturday",130,1.9
"Mski","Rock","Saturday",40,2.5
"Ania","Rock","Saturday",94,1.6
"Brejcha","Jazz","Thursday",75,4.6
"Brejcha","HipHop","Friday",44,1.2
"Mski","Jazz","Friday",193,3.8
"Monique","Jazz","Thursday",184,2.1
"Mski","Jazz","Friday",38,5
"Brejcha","Jazz","Saturday",182,1.8
"Monique","Jazz","Saturday",99,3.6
"Ania","Rock","Saturday",173,3.2
"Mski","HipHop","Friday",130,2.9
"Monique","HipHop","Thursday",73,2.7
"Monique","Jazz","Friday",88,3.7
"Ania","Rock","Saturday",177,3.8
"Blue","Techno","Thursday",48,1.2
"Monique","HipHop","Friday",152,3.9
"Brejcha","Techno","Saturday",119,4.2
"Ania","Rock","Thursday",84,3
"Ania","Rock","Thursday",98,3.2
"Monique","HipHop","Thursday",168,4.1
"Mski","HipHop","Saturday",179,1.1
"Blue","HipHop","Saturday",97,4.6
"Monique","Techno","Saturday",31,2.4
"Ania","HipHop","Saturday",188,3.9
"Monique","Techno","Friday",134,3.6
"Ania","Rock","Friday",99,4.4
"Ania","Rock","Friday",28,4.1
"Mski","Techno","Thursday",178,4.7
"Brejcha","Jazz","Thursday",29,4.1
"Blue","Jazz","Thursday",94,3.5
"Mski","Jazz","Friday",56,1.3
"Brejcha","Rock","Thursday",183,2.9
"Brejcha","Rock","Saturday",156,2.5
"Mski","Techno","Thursday",122,3.8
"Ania","HipHop","Friday",89,4.5
"Brejcha","Jazz","Thursday",79,3.7
"Monique","Jazz","Thursday",163,1.6
"Ania","Rock","Saturday",134,3.2
"Brejcha","Techno","Thursday",33,4
"Brejcha","Rock","Thursday",28,2.1
"Monique","Techno","Saturday",125,2.3
"Ania","Jazz","Friday",148,3.9
"Monique","Jazz","Thursday",23,2.5
"Monique","Jazz","Friday",64,1.8
"Mski","Rock","Thursday",25,4
"Mski","Rock","Thursday",48,2.1
"Brejcha","Rock","Thursday",33,3.6
"Ania","Rock","Saturday",105,2.6
"Blue","Techno","Thursday",84,2.1
"Mski","Rock","Friday",53,1.9
"Ania","Techno","Thursday",140,3.8
"Monique","Rock","Friday",48,2.6
"Mski","Jazz","Friday",148,4.6
"Blue","Rock","Friday",107,5
"Monique","Jazz","Thursday",118,3.4
"Ania","Techno","Thursday",48,4.3
"Monique","HipHop","Thursday",200,5
"Mski","Jazz","Thursday",97,1.9
"Mski","Jazz","Saturday",107,4.4
"Brejcha","Rock","Friday",187,5
"Monique","HipHop","Friday",130,3.6
"Blue","HipHop","Saturday",188,2.1
"Monique","Jazz","Thursday",174,1.2
"Ania","Rock","Saturday",163,3.3
"Blue","Techno","Friday",80,2
"Brejcha","HipHop","Friday",184,4.6
"Blue","Rock","Thursday",96,3.9
"Blue","Techno","Saturday",180,4.5
"Mski","Rock","Saturday",37,2.7
"Ania","Techno","Thursday",140,4.4
"Ania","Jazz","Saturday",70,3.3
"Brejcha","Rock","Saturday",187,1.8
"Ania","HipHop","Thursday",150,2.6
"Brejcha","Techno","Saturday",50,1.4
"Blue","HipHop","Saturday",193,1.5
"Ania","Jazz","Thursday",190,4.7
"Monique","Rock","Thursday",97,4.5
"Ania","HipHop","Thursday",86,2.9
"Mski","Jazz","Friday",120,3.7
"Mski","Techno","Saturday",39,3.4
"Mski","Techno","Friday",25,1.7
"Monique","Jazz","Friday",76,3.7
"Monique","Jazz","Saturday",166,3.2
"Blue","Rock","Thursday",182,1.2
"Ania","HipHop","Saturday",94,1.2
"Monique","HipHop","Friday",78,2.8
"Mski","Techno","Thursday",109,3.3
"Ania","Rock","Thursday",105,4.3
"Blue","Techno","Friday",156,3.9
"Brejcha","Rock","Saturday",113,3.8
"Monique","Jazz","Thursday",110,3.8
"Brejcha","HipHop","Thursday",145,4.6
"Blue","HipHop","Thursday",83,2.1
"Blue","Techno","Saturday",92,2.3
"Mski","HipHop","Saturday",119,1.3
"Mski","Jazz","Thursday",32,2.9
"Brejcha","Jazz","Saturday",144,4.8
"Ania","HipHop","Friday",54,3.1
"Monique","Rock","Saturday",178,2.3
"Mski","HipHop","Thursday",37,2.6
"Brejcha","Techno","Saturday",53,4.6
"Brejcha","Rock","Friday",182,2.3
"Ania","Techno","Friday",106,3.8
"Mski","Jazz","Thursday",175,1.7
"Brejcha","Jazz","Friday",145,4.6
"Ania","Rock","Thursday",99,2.6
"Monique","Techno","Friday",68,4.5
"Ania","Jazz","Friday",183,1.4
"Monique","HipHop","Saturday",36,1.9
"Brejcha","Rock","Saturday",143,1.3
"Mski","Rock","Friday",38,2.6
"Monique","Rock","Friday",25,2.2
"Ania","HipHop","Friday",117,1.7
"Ania","HipHop","Saturday",86,1.4
"Blue","Techno","Friday",56,1.4
"Ania","Jazz","Friday",130,5
"Ania","HipHop","Friday",125,2.2
"Monique","Jazz","Saturday",177,3.5
"Mski","Jazz","Friday",151,1.7
"Mski","Techno","Thursday",44,4.3
"Monique","Techno","Thursday",149,4.3
"Ania","Jazz","Saturday",81,2.2
"Monique","HipHop","Saturday",144,3.8
"Ania","HipHop","Friday",116,1.3
"Monique","Jazz","Saturday",89,4.3
"Ania","Techno","Saturday",128,2.3
"Brejcha","Techno","Saturday",175,4.1
"Brejcha","Techno","Saturday",106,4.5
"Ania","Rock","Friday",120,3.2
"Blue","Techno","Thursday",176,4.4
"Brejcha","HipHop","Saturday",141,2.2
"Blue","Techno","Saturday",72,1.8
"Ania","Rock","Saturday",197,1.4
"Monique","Jazz","Friday",182,1.1
"Ania","Jazz","Thursday",56,2.1
"Brejcha","Techno","Saturday",178,2.4
"Ania","Techno","Friday",135,3.4
"Blue","Jazz","Thursday",79,2.5
"Brejcha","Rock","Friday",171,1.9
"Blue","Jazz","Saturday",102,4.2
"Mski","Jazz","Friday",151,2
"Mski","HipHop","Thursday",172,2.1
"Ania","Techno","Friday",170,1.8
"Blue","Techno","Thursday",48,1.2
"Ania","HipHop","Saturday",35,2.3
"Brejcha","Rock","Saturday",148,4
"Blue","Techno","Thursday",164,4.1
"Ania","Techno","Thursday",82,1.9
"Brejcha","Techno","Friday",20,1.8
"Mski","Jazz","Friday",66,3.5
"Mski","Jazz","Friday",160,1.7
"Ania","HipHop","Saturday",61,2.7
"Brejcha","HipHop","Saturday",85,3
"Brejcha","Rock","Friday",68,2.3
"Ania","Techno","Friday",118,4.3
"Blue","Techno","Thursday",140,3.5
"Brejcha","HipHop","Thursday",64,2.2
"Monique","Rock","Friday",119,3.8
"Mski","Rock","Thursday",26,3.9
"Ania","Jazz","Thursday",82,1.7
"Ania","Rock","Friday",134,4.7
"Mski","Jazz","Thursday",75,2.5
"Monique","HipHop","Saturday",36,1.9
"Mski","Jazz","Thursday",159,4.4
"Brejcha","HipHop","Thursday",40,3.3
"Mski","Rock","Friday",38,2.6
"Monique","Techno","Thursday",87,3.8
"Monique","Techno","Saturday",171,1.3
"Mski","Jazz","Saturday",50,2.7
"Mski","HipHop","Saturday",96,1.5
"Mski","HipHop","Thursday",33,2.1
"Monique","Jazz","Friday",22,4.1
"Ania","Techno","Saturday",175,1.7
"Blue","HipHop","Friday",106,2.3
"Monique","Techno","Friday",140,4.4
"Blue","Rock","Friday",21,3.3
"Blue","HipHop","Saturday",57,4.2
"Blue","Techno","Friday",188,4.7
"Mski","Rock","Friday",22,4.6
"Ania","HipHop","Friday",168,4.5
"Monique","Techno","Thursday",32,4.1
"Brejcha","Rock","Saturday",186,3.2
"Mski","Jazz","Friday",183,4.6
"Brejcha","Techno","Friday",120,2.5
"Monique","HipHop","Friday",36,1.9
"Blue","Jazz","Saturday",94,3.5
"Ania","Rock","Thursday",104,4.6
"Monique","HipHop","Friday",44,2.1
"Blue","Rock","Thursday",132,2.7
"Brejcha","Techno","Friday",30,3.3
"Ania","HipHop","Friday",88,2.7
"Monique","Rock","Friday",195,4.4
"Monique","Techno","Saturday",194,3.6
"Ania","Rock","Friday",187,2.1
"Blue","Jazz","Thursday",59,1.4
"Ania","Techno","Friday",149,4.3
"Mski","HipHop","Thursday",124,1.9
"Ania","HipHop","Thursday",187,4.2
"Monique","Jazz","Thursday",52,4.3
"Monique","HipHop","Thursday",168,4.1
"Mski","Techno","Friday",37,1.1
"Mski","Techno","Friday",110,4
"Mski","Rock","Friday",43,2.3
"Blue","Rock","Thursday",194,2.3
"Ania","Jazz","Thursday",77,3.7
"Monique","Techno","Saturday",88,4.3
"Ania","Rock","Saturday",147,1.4
"Mski","Rock","Thursday",26,3.8
"Brejcha","Techno","Friday",29,2.4
"Mski","HipHop","Thursday",200,1
"Brejcha","Techno","Thursday",180,4.6
"Monique","Techno","Saturday",189,3.5
"Blue","HipHop","Saturday",139,1.1
"Ania","Techno","Thursday",103,3.8
"Monique","Jazz","Saturday",72,2.5
"Mski","Jazz","Thursday",66,3.5
"Blue","HipHop","Friday",152,3.4
"Ania","HipHop","Thursday",75,2.9
"Monique","Rock","Thursday",157,4.2
"Mski","Jazz","Thursday",60,3.9
"Ania","Jazz","Saturday",195,4.1
"Blue","Rock","Saturday",186,2.2
"Blue","Techno","Friday",128,3.2
"Mski","HipHop","Thursday",86,4.6
"Mski","Jazz","Saturday",33,2.6
"Blue","Jazz","Thursday",96,3.7
"Ania","HipHop","Friday",105,4.4
"Mski","Jazz","Thursday",194,2.3
"Ania","Rock","Friday",23,2.7
"Blue","Rock","Thursday",136,4.2
"Mski","Techno","Saturday",174,4.7
"Ania","Techno","Thursday",117,4.6
"Ania","Techno","Friday",131,4.9
"Mski","Rock","Friday",53,1.9
"Mski","Jazz","Friday",54,2.3
"Monique","HipHop","Thursday",29,1.7
"Ania","Techno","Thursday",149,2.3
"Monique","Techno","Friday",29,1.9
"Blue","HipHop","Friday",36,3
"Mski","HipHop","Thursday",46,1.1
"Mski","Jazz","Thursday",40,1
"Blue","Jazz","Friday",81,2.6
"Blue","Rock","Friday",149,3.2
"Ania","Techno","Friday",40,1.2
"Brejcha","Jazz","Thursday",129,1.9
"Blue","HipHop","Friday",125,4.5
"Blue","Techno","Thursday",112,2.8
"Monique","Techno","Friday",60,3.7
"Mski","Techno","Thursday",178,3.9
"Mski","Rock","Thursday",40,2.5
"Mski","Rock","Saturday",26,3.9
"Monique","Jazz","Thursday",183,1.6
"Monique","HipHop","Thursday",40,2
"Brejcha","Jazz","Saturday",163,4
"Blue","HipHop","Thursday",120,4.5
"Brejcha","Jazz","Thursday",26,3.8
"Monique","HipHop","Saturday",194,4.4
"Blue","Jazz","Friday",81,2.6
"Blue","Rock","Saturday",126,4.2
"Ania","HipHop","Thursday",162,4.8
"Ania","Techno","Friday",35,4.9
"Ania","Jazz","Saturday",158,1.2
"Mski","Techno","Friday",83,2.8
"Brejcha","Jazz","Thursday",172,3
"Ania","Techno","Thursday",38,3.9
"Mski","Jazz","Friday",200,3.3
"Monique","HipHop","Thursday",160,4
"Mski","Rock","Saturday",26,3.9
"Ania","Jazz","Friday",63,2.5
"Blue","Rock","Saturday",137,1.6
"Monique","HipHop","Thursday",144,3.8
"Ania","Techno","Thursday",114,4.3
"Blue","HipHop","Thursday",51,3
"Brejcha","Techno","Thursday",178,2.3
"Brejcha","Jazz","Thursday",72,3.7
"Monique","Rock","Friday",100,4.1
"Brejcha","Rock","Thursday",21,2.4
"Mski","Rock","Saturday",43,2.3
"Mski","Jazz","Thursday",28,2.2
"Blue","Rock","Saturday",187,1.5
"Brejcha","Rock","Friday",150,4.8
"Blue","Rock","Friday",37,1.4
"Mski","Techno","Saturday",163,1.5
"Mski","Rock","Saturday",22,4.5
"Mski","Jazz","Saturday",81,2.1
"Mski","Jazz","Friday",170,3.1
"Blue","Rock","Thursday",189,1.6
"Mski","Techno","Friday",26,1.4
"Mski","Rock","Friday",59,1.7
"Monique","Rock","Saturday",156,2.8
"Mski","Rock","Friday",53,1.9
"Ania","Rock","Friday",190,1.9
"Monique","Rock","Thursday",182,2.6
"Mski","HipHop","Thursday",89,1.4
"Brejcha","Rock","Saturday",66,1.8
"Monique","Techno","Thursday",108,3.5
"Brejcha","Jazz","Friday",177,2.7
"Blue","Techno","Friday",84,2.1
"Mski","Techno","Friday",132,4.2
"Mski","Jazz","Friday",78,1.8
"Brejcha","Techno","Thursday",91,2.9
"Brejcha","Jazz","Thursday",181,4.5
"Monique","Jazz","Saturday",146,4.1
"Blue","Rock","Thursday",101,3.3
"Mski","Rock","Friday",38,2.6
"Ania","Rock","Thursday",57,3.6
"Mski","Techno","Thursday",75,1
"Monique","Techno","Saturday",31,4.8
"Mski","HipHop","Thursday",197,1.7
"Blue","HipHop","Thursday",129,3.3
"Monique","Techno","Thursday",119,1.7
"Monique","Jazz","Thursday",100,1.3
"Brejcha","Jazz","Thursday",105,1.1
"Brejcha","Jazz","Friday",67,3.7
"Brejcha","HipHop","Thursday",100,4
"Brejcha","Techno","Friday",129,4.7
"Blue","Techno","Friday",156,3.9
"Brejcha","Techno","Friday",56,2.2
"Monique","Techno","Saturday",69,5
"Brejcha","Rock","Saturday",136,5
"Monique","HipHop","Thursday",20,1.2
"Ania","Jazz","Saturday",157,3.4
"Mski","Jazz","Friday",67,4.8
"Brejcha","Jazz","Saturday",44,3.4
"Brejcha","HipHop","Saturday",69,4.4
"Ania","Rock","Saturday",159,3.7
"Mski","Techno","Thursday",116,3.8
"Ania","Rock","Thursday",55,4.4
"Ania","Rock","Saturday",179,1.8
"Monique","Jazz","Saturday",199,1.6
"Monique","HipHop","Saturday",44,2.1
"Brejcha","Rock","Thursday",109,4.7
"Mski","HipHop","Thursday",49,2.3
"Mski","Rock","Thursday",21,4.8
"Ania","Rock","Friday",193,1.1
"Monique","Techno","Thursday",115,4.7
"Mski","Techno","Friday",91,4
"Mski","Jazz","Thursday",98,3.6
"Mski","HipHop","Saturday",161,1.7
"Mski","HipHop","Thursday",190,1
"Mski","Techno","Friday",157,1.9
"Blue","Rock","Friday",53,3
"Mski","Jazz","Saturday",81,4.6
"Blue","HipHop","Saturday",113,3.9
"Brejcha","Jazz","Friday",168,1.5
"Blue","HipHop","Thursday",95,4.2
"Monique","Rock","Friday",115,4.6
"Blue","Jazz","Thursday",92,3.4
"Monique","Jazz","Friday",148,4.6
"Brejcha","Techno","Saturday",197,4.7
"Blue","Jazz","Saturday",108,4.7
"Blue","Rock","Saturday",188,4.2
"Mski","HipHop","Saturday",184,4.1
"Brejcha","Jazz","Friday",190,3
"Blue","HipHop","Saturday",123,2.8
"Blue","Rock","Friday",173,2.1
"Ania","Rock","Saturday",126,4.1
"Mski","Rock","Friday",56,1.8
"Blue","Rock","Saturday",105,4
"Mski","Techno","Friday",98,4.7
"Blue","Techno","Friday",64,1.6
"Brejcha","HipHop","Friday",153,3.4
"Mski","Jazz","Friday",22,2
"Mski","HipHop","Saturday",89,4.6
"Mski","Techno","Friday",164,3.3
"Mski","HipHop","Thursday",142,1.1
"Monique","Rock","Saturday",124,2.4
"Mski","HipHop","Saturday",133,2
"Mski","HipHop","Friday",124,3.7
"Brejcha","Rock","Friday",96,1.1
"Brejcha","HipHop","Friday",128,2.8
"Brejcha","Rock","Friday",112,3.9
"Monique","HipHop","Saturday",29,1.7
"Mski","Jazz","Friday",103,4.2
"Brejcha","Jazz","Friday",99,4.8
"Monique","Techno","Thursday",54,1.8
"Mski","Techno","Saturday",135,4.7
"Mski","Rock","Thursday",23,4.3
"Brejcha","Jazz","Saturday",174,1.9
"Brejcha","Techno","Thursday",154,4.5
"Blue","Jazz","Saturday",67,1.8
"Blue","Techno","Thursday",180,4.5
"Mski","Jazz","Thursday",180,3.6
"Blue","Rock","Friday",64,1.8
"Blue","HipHop","Saturday",46,2.7
"Mski","Rock","Friday",38,2.6
"Mski","Techno","Saturday",21,1
"Mski","Rock","Thursday",22,4.6
"Ania","Jazz","Saturday",69,3.9
"Ania","Rock","Thursday",198,3.1
"Brejcha","Techno","Thursday",167,1.7
"Ania","HipHop","Friday",194,4.8
"Brejcha","Jazz","Saturday",176,2.7
"Mski","Rock","Friday",22,4.6
"Ania","Techno","Friday",41,2
"Monique","Rock","Saturday",131,4.4
"Mski","Techno","Saturday",106,3.6
"Blue","Techno","Friday",64,1.6
"Mski","HipHop","Thursday",42,1.4
"Blue","Techno","Friday",168,4.2
"Ania","HipHop","Saturday",22,3.7
"Brejcha","HipHop","Thursday",41,3.1
"Mski","Rock","Thursday",91,1.1
"Ania","Techno","Friday",51,4.7
"Monique","Jazz","Thursday",34,2.9
"Brejcha","Jazz","Thursday",25,1.7
"Brejcha","Techno","Thursday",168,4.2
"Blue","Rock","Thursday",105,3.1
"Mski","Jazz","Friday",73,1.2
"Monique","HipHop","Saturday",130,3.6
"Ania","Techno","Friday",91,4.1
"Monique","Jazz","Saturday",197,3.8
"Brejcha","Techno","Thursday",33,3.6
"Monique","Jazz","Saturday",140,2.5
"Brejcha","Jazz","Thursday",187,1.2
"Blue","HipHop","Thursday",58,4.9
"Ania","Techno","Thursday",114,1.2
"Ania","HipHop","Friday",88,3.7
"Brejcha","Rock","Friday",34,1.5
"Blue","Rock","Friday",127,1.5
"Brejcha","Techno","Saturday",100,3.6
"Blue","HipHop","Friday",47,1
"Blue","Jazz","Saturday",89,3.2
"Monique","Jazz","Saturday",160,3.2
"Mski","Jazz","Friday",191,3
"Ania","Techno","Saturday",155,4.1
"Ania","HipHop","Saturday",79,3.8
"Blue","Techno","Thursday",160,4
"Brejcha","Jazz","Friday",130,2.2
