"ZIQ","Piv","Target","Zyrc","Xelco","Yulos","Pilms","WAC"
2.88,16,10299.47,"Solario",1967,8,5534,"FB"
3.29,5,9663.8,"Quilante",2008,27,4512.88888888889,"ET"
2.98,9,5061.99,"Ardent",2018,13,9072.33333333333,"FC"
3.06,31,10308.76,"Solario",1965,83,5642.47058823529,"FB"
2.83,19,9724.18,"Quilante",1980,98,4746.42857142857,"ET"
2.78,52,7704.92,"Ardent",1997,18,11137.1111111111,"FB"
2.6,46,13267.37,"Vibranto",2012,24,5443,"ET"
2.92,24,10300.04,"Solario",1981,51,4650.15384615385,"FC"
1.73,6,9845.36,"Quilante",1993,30,6216.15151515152,"EM"
2.44,65,9220.07,"Ardent",1970,11,2057.53731343284,"ET"
2.18,31,11770.78,"Esplen",2010,3,3116.0243902439,"EM"
3.49,10,9666.23,"Quilante",1983,88,8203.82608695652,"EM"
2.22,37,13218.38,"Vibranto",2013,41,5157.30158730159,"EM"
2.28,23,11761.86,"Esplen",2003,23,7632.7027027027,"EM"
2.15,17,10202.32,"Solario",1986,95,3639.8064516129,"EM"
2.11,16,11784.13,"Esplen",2011,23,5656,"EM"
2.18,2,10210.31,"Solario",1968,60,6103.59550561798,"ET"
2.13,7,9787,"Brillante",1993,90,11258.9090909091,"EM"
2.35,4,10244.78,"Solario",2013,83,11034,"ET"
2.18,57,13219.75,"Vibranto",1989,46,2306.33333333333,"ET"
1.71,78,9828.57,"Quilante",2012,70,5532.13793103448,"ET"
2.22,28,10225.55,"Solario",2016,80,5417.15384615385,"FC"
2.18,12,13235.8,"Vibranto",2019,91,8371.27586206897,"FB"
3.24,3,11653.17,"Esplen",2012,22,9874.90909090909,"FC"
2.46,34,9747.39,"Quilante",1995,86,2160.53731343284,"ET"
2.67,2,13283.76,"Vibranto",2013,12,2131.79245283019,"ET"
1.96,49,13201.33,"Vibranto",2012,4,5776.38596491228,"ET"
3.02,20,11687.76,"Esplen",2018,18,4951.92783505155,"EM"
2.11,22,9779.45,"Quilante",1997,43,4221.65957446809,"FB"
2.39,2,10227.75,"Solario",1969,61,6144.58823529412,"ET"
2.43,4,13244.35,"Vibranto",1974,9,6585.7037037037,"FB"
2.83,75,11713.41,"Esplen",1966,50,36298.3333333333,"EM"
2.19,10,11780.84,"Esplen",1988,21,4299.63157894737,"EM"
2.78,52,13288.81,"Vibranto",1975,84,2687.88888888889,"ET"
2.29,3,11774.2,"Esplen",1982,21,19881.6666666667,"FC"
2.07,45,9800.85,"Quilante",1969,35,7016.33333333333,"FC"
2.74,6,11731.68,"Esplen",1991,28,6319.34426229508,"EM"
1.77,83,10187.2,"Solario",1977,14,8146,"ET"
2.78,37,13277.08,"Vibranto",1993,14,1971,"FC"
2.16,72,10220.2,"Solario",1989,6,53071,"ET"
1.94,3,11803.36,"Esplen",1971,75,11013,"FC"
2.72,28,13263.73,"Vibranto",1978,36,3532.07692307692,"ET"
3.38,1,11662.53,"Esplen",1989,38,4816.51219512195,"ET"
3.3,60,11664.24,"Esplen",1997,1,4835.53731343284,"FB"
2.78,10,10278,"Brillante",1978,40,2111,"FC"
2.54,45,10257.2,"Solario",2004,35,5572.17647058824,"ET"
2.26,10,9761.22,"Quilante",2014,74,3464.07692307692,"FC"
2.82,37,10282,"Brillante",2002,55,11528.3333333333,"FC"
2.74,10,9726,"Brillante",2005,1,8540.30769230769,"EM"
2.86,9,11716.15,"Esplen",2016,30,2385.58823529412,"FC"
2.28,56,10224.29,"Solario",1982,96,8774,"ET"
2.52,31,13243.62,"Vibranto",1972,54,5113.10256410256,"EM"
1.68,9,13166.27,"Vibranto",1980,6,3847.63157894737,"FB"
2.33,5,9776.63,"Quilante",2002,44,5084.45454545455,"ET"
3.14,18,10308.35,"Solario",1981,90,5339.15151515152,"FB"
2.06,9,13215.94,"Vibranto",2006,98,4120.81632653061,"FC"
2.16,24,10220.03,"Solario",2010,47,2578.11111111111,"EM"
1.72,31,10178.69,"Solario",1986,48,13899,"EM"
3.01,62,11706.38,"Esplen",2015,88,2590.81927710843,"FC"
2.84,0,11717.3,"Esplen",1994,87,3440.58139534884,"EM"
2.73,10,5091.4,"Ardent",1994,9,2484.72727272727,"FC"
2.26,80,13220.61,"Vibranto",1975,9,6308.33333333333,"EM"
2.65,14,9735,"Brillante",1971,6,4998.47619047619,"FC"
2.17,36,10224.56,"Solario",1978,89,7276.33333333333,"EM"
2.35,36,13228.17,"Vibranto",1970,57,7988.8064516129,"FB"
2.44,7,13263.3,"Vibranto",2018,77,12415.1111111111,"FB"
2.24,28,13241.9,"Vibranto",2010,96,5905.15151515152,"ET"
2.28,69,10227.78,"Solario",1993,45,3218.33333333333,"ET"
2.23,4,9774.2,"Quilante",2001,25,2791.95652173913,"ET"
1.89,18,13184.05,"Vibranto",1975,99,12755.9090909091,"ET"
2.29,91,11762.53,"Esplen",1999,81,2155.11111111111,"FB"
2.46,22,10239.03,"Solario",1989,21,3059.10256410256,"ET"
2.03,14,9797,"Brillante",2015,39,4503.11111111111,"EM"
1.79,5,9799.06,"Quilante",1997,50,3776.71428571429,"ET"
2.24,27,13219.11,"Vibranto",2017,82,54448,"FB"
2.3,32,13234.37,"Vibranto",2017,71,9237,"EM"
1.96,5,5030.87,"Ardent",2000,30,5008.82978723404,"FB"
3.22,20,13318.98,"Vibranto",1991,44,5585.95652173913,"ET"
2.89,4,9711,"Brillante",1987,47,15323,"ET"
2.27,32,13236.18,"Vibranto",2012,23,8584.66666666667,"FB"
2.29,7,13211.02,"Vibranto",1973,65,1175.82978723404,"FC"
1.92,59,13203.17,"Vibranto",2006,85,15114.7142857143,"FB"
2.83,13,10279.31,"Solario",1996,84,10599,"EM"
2.43,12,10259.66,"Solario",1984,86,5048.34426229508,"FB"
3.42,32,10349.26,"Solario",2006,49,1977.88888888889,"FB"
2.42,6,13240.52,"Vibranto",1990,95,3878.58139534884,"EM"
2.58,3,9742,"Brillante",1979,75,28807,"ET"
2.48,9,11742.23,"Esplen",1982,11,2824.46153846154,"EM"
2.72,8,13272.93,"Vibranto",1975,18,6364.7037037037,"ET"
2.67,18,10260.54,"Solario",1972,27,7359.82608695652,"ET"
2.94,22,9706,"Brillante",1987,58,2413.66666666667,"EM"
1.97,7,13210.98,"Vibranto",1985,36,10023.8571428571,"FB"
3.28,50,11673.01,"Esplen",1971,33,6648.38596491228,"EM"
2.23,12,13235.22,"Vibranto",1973,58,5575.53731343284,"ET"
2.2,64,10230.09,"Solario",2012,72,6481.77777777778,"ET"
3.14,10,13324.78,"Vibranto",1978,10,1957.78947368421,"ET"
2.95,13,13281.56,"Vibranto",1983,78,5157,"EM"
2.6,27,11740,"Esplen",1973,19,4825,"FC"
3.04,1,4999.5,"Ardent",1971,13,3246.59550561798,"EM"
2.5,12,10250,"Brillante",2018,31,4142.07692307692,"EM"
2.53,1,11739.01,"Esplen",1992,66,6820.8064516129,"ET"
2.51,6,9749,"Brillante",1987,78,6079.77777777778,"FB"
2.86,21,9702.56,"Quilante",2012,47,5817.58139534884,"FB"
2.4,8,13238.29,"Vibranto",1980,25,5813.90322580645,"EM"
2.06,22,11794.63,"Esplen",1976,57,5919.90322580645,"ET"
2.57,3,10265.67,"Solario",1990,41,4833.56790123457,"ET"
2.33,12,13236.91,"Vibranto",2007,24,2651.71428571429,"EM"
2.34,3,9749.4,"Quilante",1981,59,29880,"EM"
2.56,9,10257.92,"Solario",1995,84,4313.78431372549,"EM"
2.49,2,9745.47,"Quilante",2007,74,3351.66666666667,"EM"
2.55,36,10246.22,"Solario",2007,96,3702.77777777778,"ET"
2.18,3,5014.12,"Ardent",1965,23,5736.85185185185,"EM"
2.73,20,13259.46,"Vibranto",2010,66,2477.10101010101,"EM"
3.44,26,11656.03,"Esplen",1994,6,9645.30769230769,"ET"
2.35,4,10224.43,"Solario",1970,51,5976.42528735632,"FC"
1.94,48,10194.91,"Solario",1998,8,3901,"ET"
2.07,6,10196.19,"Solario",1978,20,4225.86301369863,"FB"
2.25,12,10214.22,"Solario",1971,22,4598.90322580645,"ET"
2.67,0,9729.63,"Quilante",1993,1,1904.15151515152,"EM"
2.12,10,10212,"Brillante",1984,84,1627.63157894737,"FB"
2.74,86,10269.39,"Solario",1966,66,4132.66666666667,"FB"
2.77,18,11729.03,"Esplen",1971,43,3833.77777777778,"FC"
2.49,8,5062.36,"Ardent",1985,23,4327.30158730159,"FC"
2.48,10,11754.02,"Esplen",2015,75,4701.17647058824,"EM"
2.52,0,9737.15,"Quilante",1977,58,1687.92783505155,"FC"
3.13,31,10319.5,"Solario",2014,53,1828.78947368421,"ET"
3.08,12,10308,"Brillante",1982,63,5485.15151515152,"EM"
2.87,18,11702.48,"Esplen",2014,23,6196.95238095238,"EM"
2.27,13,13219.11,"Vibranto",1996,75,4291,"FC"
2.24,11,13225.57,"Vibranto",2003,27,8354.45454545455,"FC"
1.96,10,10206.18,"Solario",1975,67,5460,"FB"
3.05,28,11694.01,"Esplen",2017,67,4823.82608695652,"EM"
2.45,72,9731.85,"Quilante",1989,19,2273.11111111111,"ET"
2.04,35,10217.03,"Solario",2015,29,3935.66666666667,"ET"
3.07,43,9677.24,"Quilante",1965,27,2988.47058823529,"EM"
1.85,14,10180.5,"Solario",1966,72,5113.17647058824,"FC"
2.8,24,11726.04,"Esplen",1970,38,2007.45070422535,"FB"
2.34,20,9766,"Brillante",2011,39,6854.33333333333,"EM"
2.58,2,5016.06,"Ardent",1978,7,9074.66666666667,"EM"
2.06,6,11807.75,"Esplen",1999,12,2059.42528735632,"FC"
2.69,0,4993.79,"Ardent",1986,18,6410.33333333333,"ET"
1.81,47,11813.18,"Esplen",1997,33,1412.47058823529,"EM"
2.57,3,4998.03,"Ardent",1979,65,29164,"EM"
2.69,2,5019.41,"Ardent",1987,96,4352.66666666667,"FC"
2.57,27,13258.88,"Vibranto",1994,37,4013.47619047619,"ET"
2.29,35,9770.59,"Quilante",2000,27,1559.35135135135,"FB"
2.47,42,13252.71,"Vibranto",2014,12,4941.13793103448,"FC"
2.59,13,9737.09,"Quilante",1967,3,4105.90322580645,"ET"
2.75,41,9742.73,"Quilante",1996,6,6844.30303030303,"FC"
2.23,7,13225.16,"Vibranto",2018,4,35098.3333333333,"FC"
1.99,46,10189.01,"Solario",1994,93,7449.30303030303,"FC"
1.97,16,10199.21,"Solario",1999,87,11679.3333333333,"EM"
2.4,0,5017.49,"Ardent",1975,41,5854.5,"ET"
2.23,4,10233.97,"Solario",1967,85,5391,"FB"
3.54,2,13342.14,"Vibranto",1985,72,1955.79245283019,"FC"
1.96,27,13215.76,"Vibranto",1988,64,2671,"FC"
1.84,8,13182.23,"Vibranto",1982,54,2905.95652173913,"FB"
2.71,5,5041.81,"Ardent",1999,59,5059.14285714286,"FC"
1.75,2,11834.03,"Esplen",1970,94,4804.78947368421,"FB"
2.31,8,10258.33,"Solario",1996,88,5022.71428571429,"FC"
2.5,4,13264.51,"Vibranto",1990,77,7601.33333333333,"EM"
2.89,6,11700.47,"Esplen",1986,13,5614.40816326531,"FC"
2.45,16,5266.33,"Ardent",1976,35,10165.5555555556,"FB"
1.59,29,5854.24,"Ardent",2004,73,1929.45070422535,"EM"
2.21,4,10208.89,"Solario",1965,47,1873,"FB"
1.75,19,5354.06,"Ardent",1984,15,5652.51219512195,"EM"
2.88,54,9715.61,"Quilante",1983,29,2574.13793103448,"FB"
1.64,12,11830.86,"Esplen",2007,51,2581.45070422535,"FB"
2.42,7,11764.77,"Esplen",1991,62,3766.38596491228,"FB"
2.33,37,13209.48,"Vibranto",1970,96,8229.30769230769,"FC"
2.35,2,9774.3,"Quilante",2004,55,5489.81927710843,"ET"
2.46,84,9750.4,"Quilante",2009,79,3337.15151515152,"ET"
2.82,1,5002.44,"Ardent",2012,89,11514.6666666667,"FC"
2.51,44,13265.84,"Vibranto",1992,11,6240.53731343284,"FC"
2.94,15,11701.33,"Esplen",1982,10,2072.66666666667,"FB"
2.53,34,10267.01,"Solario",1987,77,4661,"EM"
2.09,7,9792.49,"Quilante",1990,17,2317.42528735632,"FC"
1.31,2,9853.74,"Quilante",2001,1,8036.33333333333,"ET"
2.31,3,9777.3,"Quilante",2006,85,9517.55555555555,"FC"
3.36,7,13341.69,"Vibranto",1976,83,3797.66666666667,"FB"
3.12,16,9710.2,"Quilante",2014,9,2943.81927710843,"FC"
2.4,32,13225.17,"Vibranto",2015,44,3969.17647058824,"FB"
2.62,12,5142.67,"Ardent",1966,54,5547.91304347826,"ET"
2.44,36,13237.56,"Vibranto",1981,70,3937.57894736842,"EM"
2.33,4,11772.73,"Esplen",2017,35,4076,"ET"
2.78,7,13271.46,"Vibranto",1997,85,2289.13793103448,"FB"
2.81,8,11713.54,"Esplen",2014,19,3995.82278481013,"ET"
2.41,14,9767.7,"Quilante",2012,23,2764.86301369863,"ET"
2.36,38,10218.16,"Solario",2003,74,27631,"EM"
2.52,23,13256.4,"Vibranto",1989,19,5989,"FC"
2.8,106,9722.72,"Quilante",2014,60,4803.79069767442,"FB"
2.25,7,13232.62,"Vibranto",2019,53,7547.77777777778,"ET"
2.84,14,10295.68,"Solario",2010,46,1776.95652173913,"ET"
2.01,16,10214.65,"Solario",2006,89,4181,"ET"
2.34,9,5086.96,"Ardent",1988,38,3716.77777777778,"ET"
2.17,13,5167.92,"Ardent",1991,78,6690.72727272727,"ET"
2.31,13,11781.14,"Esplen",1983,19,1785.51219512195,"FC"
2.26,12,11769.75,"Esplen",1978,45,5115.34426229508,"FC"
2.18,44,11781.29,"Esplen",2007,85,5141.95238095238,"ET"
2.57,40,13244.47,"Vibranto",2008,20,6690.72727272727,"ET"
2.98,38,6452.89,"Ardent",2005,41,34782.3333333333,"EM"
2.25,11,11755.7,"Esplen",1974,69,2529.91525423729,"FB"
2.11,23,10198.86,"Solario",1985,53,6703.65957446809,"FC"
2.71,39,10271,"Brillante",2012,21,3860.79245283019,"FC"
3.2,6,10325.54,"Solario",1981,85,26922,"ET"
2.82,21,5453.51,"Ardent",2002,63,4324.58139534884,"EM"
3.03,34,13316.57,"Vibranto",2002,80,6555.15384615385,"FB"
1.52,17,10152,"Brillante",1986,2,4499.5,"FB"
3.16,2,9673.05,"Quilante",1992,80,12288.1111111111,"FB"
2.26,8,13220.84,"Vibranto",2016,35,4194.65957446809,"ET"
2.87,5,10287,"Brillante",1964,60,2125.38596491228,"FB"
2.48,11,13244.15,"Vibranto",2004,59,6570.66666666667,"EM"
2.04,6,5030.52,"Ardent",1971,82,2409.82278481013,"ET"
2.21,18,9766.63,"Quilante",1966,48,5715.15789473684,"EM"
2.74,70,13285.61,"Vibranto",1973,55,2527.57142857143,"ET"
2.7,12,10260.46,"Solario",1998,4,7510.27586206897,"FC"
1.92,3,5000.33,"Ardent",1998,10,21052,"EM"
3.15,14,13315.51,"Vibranto",1976,98,11689.9090909091,"ET"
2.2,74,9783.29,"Quilante",2012,74,13196,"ET"
2.56,18,10242.65,"Solario",2010,38,2780.7012987013,"FB"
2.34,50,7505.57,"Ardent",1966,30,1912.66666666667,"FB"
2.67,45,13254.56,"Vibranto",1967,43,1234.47058823529,"FB"
3.06,25,9697.12,"Quilante",1979,31,52465,"FC"
2.92,6,5032.34,"Ardent",1979,12,5383.95238095238,"ET"
2.39,20,5398.19,"Ardent",1971,13,4530.51219512195,"FB"
2.83,14,13273.76,"Vibranto",2011,46,8035,"EM"
2.33,17,5282.07,"Ardent",2014,57,4523.7012987013,"ET"
3.16,16,9691.75,"Quilante",1995,20,7474.55555555556,"EM"
2.47,34,6151.32,"Ardent",1981,82,6921,"FB"
2.84,26,10296.64,"Solario",1999,75,1236.79069767442,"FC"
2.66,32,9731.28,"Quilante",2013,7,8465.90476190476,"FC"
2.74,20,9735.08,"Quilante",1974,88,6716.15384615385,"FB"
3.12,26,13320.02,"Vibranto",1979,2,7529.55555555556,"EM"
2.78,23,9713.9,"Quilante",1997,12,3761,"ET"
2.7,3,10258.73,"Solario",1969,5,5599.18181818182,"EM"
2.75,47,13262.67,"Vibranto",1976,69,2912.57142857143,"ET"
2.12,8,9797.51,"Quilante",1977,8,7493,"ET"
2.3,3,10227.69,"Solario",1998,59,6088.51219512195,"EM"
1.88,22,13177.57,"Vibranto",1969,51,4033.13793103448,"EM"
2.34,50,10229.07,"Solario",1991,69,6047.53731343284,"FC"
3.32,11,9670.2,"Quilante",1975,19,5848.66666666667,"FC"
3.08,15,11677.53,"Esplen",2005,43,9434.35294117647,"ET"
2.31,15,10225.86,"Solario",2000,31,4202,"ET"
2.12,3,11797.31,"Esplen",1984,86,4507.0243902439,"ET"
2.3,32,6023.07,"Ardent",1985,79,5358.81632653061,"FB"
2.35,150,11760.35,"Esplen",2014,35,3423.18181818182,"FB"
2.69,5,9736.7,"Quilante",1991,86,4679.22222222222,"EM"
2.6,15,9740,"Brillante",1977,77,4859.14285714286,"FC"
3.05,29,10310.81,"Solario",1977,95,5237.33333333333,"FC"
1.82,37,13164.64,"Vibranto",1988,87,5124,"FC"
2.59,24,11743.17,"Esplen",1976,24,1167.11111111111,"EM"
2.4,6,13248.93,"Vibranto",1999,5,8713.55555555555,"FC"
3.15,4,11685.02,"Esplen",1984,57,10794.6666666667,"EM"
2.13,1,9787,"Brillante",2005,82,7436.30303030303,"EM"
2.8,4,9720,"Brillante",2001,21,5721.42528735632,"FC"
3.27,1,5003.79,"Ardent",1984,65,4988,"FC"
3.1,39,13310.51,"Vibranto",2018,62,4101.22222222222,"EM"
1.51,6,10177.96,"Solario",2016,51,10558.3076923077,"FB"
2.33,37,10235.49,"Solario",2011,100,3521.71428571429,"FB"
2.19,14,9786.1,"Quilante",1998,55,2206.2688172043,"EM"
2.85,5,9712.52,"Quilante",2011,96,2055.27536231884,"ET"
1.77,21,5433.47,"Ardent",2010,46,6610.15384615385,"FB"
2.99,8,5056.91,"Ardent",1980,90,4067.91525423729,"FB"
3,1,4997.89,"Ardent",1970,84,3440.57142857143,"ET"
1.95,3,10195.97,"Solario",2016,97,5327.10256410256,"ET"
2.51,18,9745.75,"Quilante",1974,11,1566.53731343284,"FC"
2.37,2,9761.24,"Quilante",1985,66,2413.33333333333,"ET"
3.56,39,9648.94,"Quilante",1991,56,6706.79245283019,"FB"
2.78,12,5159.61,"Ardent",2013,32,4578.14285714286,"ET"
3.03,20,10303,"Brillante",1988,9,5357.34426229508,"FB"
2.51,13,10248.49,"Solario",2006,58,33916.3333333333,"FB"
3.1,0,9678.54,"Quilante",1995,2,4717.33333333333,"FB"
2.86,48,10280.15,"Solario",1976,3,3972.95652173913,"EM"
2.87,4,13296.56,"Vibranto",2012,69,9839,"FB"
1.82,35,13182.8,"Vibranto",1990,98,5476.7027027027,"FC"
2.47,9,11760.92,"Esplen",2008,11,4816.78947368421,"EM"
2.28,9,5075.45,"Ardent",2010,12,5559.88888888889,"ET"
3.55,13,10363.17,"Solario",1975,21,3451.66666666667,"FC"
2.66,22,10258.27,"Solario",2004,81,8727.33333333333,"EM"
3.14,41,9686,"Brillante",1999,17,51054,"EM"
2.93,8,9707,"Brillante",1987,90,4229.95652173913,"EM"
2.56,36,6305.29,"Ardent",2009,40,7203.30303030303,"EM"
2.55,8,11748.48,"Esplen",1992,48,4591.72727272727,"FC"
2.68,5,10249.38,"Solario",1987,6,1414.9010989011,"FB"
2.82,8,10291.17,"Solario",2016,4,22691,"EM"
1.97,33,10189.42,"Solario",2017,80,16755.7142857143,"FC"
2.55,6,9745,"Brillante",2005,42,3342.86301369863,"FB"
2.94,36,13288.63,"Vibranto",2018,82,3332,"FC"
1.86,54,10181.27,"Solario",1966,51,25105,"EM"
2.84,2,10303.65,"Solario",2017,37,6400,"FB"
2.55,19,10237.91,"Solario",2003,51,6549.34426229508,"FC"
2.72,37,13267.04,"Vibranto",1989,41,19962.6666666667,"FB"
2.31,127,13233.04,"Vibranto",2000,16,2818.65957446808,"ET"
2.51,18,10251,"Brillante",1992,32,5266.53731343284,"EM"
2.36,28,13235.13,"Vibranto",1976,59,7674,"FB"
2.98,19,11690.4,"Esplen",1978,98,2281.78947368421,"ET"
2.21,16,9779,"Brillante",2001,63,4760.65957446809,"EM"
3.16,7,10315.84,"Solario",1991,7,6154.72727272727,"FC"
2.51,10,9751.24,"Quilante",2017,13,8763.66666666667,"EM"
2.55,13,10255,"Brillante",2014,21,6886.91304347826,"ET"
2.4,20,13225.78,"Vibranto",2011,35,7047.95238095238,"ET"
3.42,32,11662.78,"Esplen",1994,65,17783.7142857143,"FC"
2.57,1,10257,"Brillante",1970,42,6315.58823529412,"ET"
1.97,1,9809.47,"Quilante",2010,44,3251.65957446808,"EM"
1.46,7,13147.88,"Vibranto",1999,9,5980.51219512195,"FC"
3.22,36,9660.52,"Quilante",1970,46,5382.30158730159,"ET"
2.64,36,10250.28,"Solario",1981,25,5733.86301369863,"FC"
2.57,31,11731.13,"Esplen",1983,36,8976,"FB"
2.13,5,11800.41,"Esplen",1991,31,3307.9010989011,"EM"
2.16,55,10225.12,"Solario",2010,72,101917,"ET"
2.08,10,9789.53,"Quilante",1978,74,5486,"FB"
2.92,32,10292,"Brillante",1992,54,1401.82278481013,"FB"
3.12,36,10312,"Brillante",2010,44,5602.07692307692,"FB"
2.92,4,13296.04,"Vibranto",1970,49,3711.22222222222,"ET"
3.22,27,13325.63,"Vibranto",1978,40,2169.7012987013,"ET"
2.49,20,9751.69,"Quilante",1983,94,4555.51219512195,"FC"
2.87,2,13292.88,"Vibranto",1995,48,1691.66666666667,"EM"
2.74,38,11732.08,"Esplen",1997,99,3576.27586206897,"EM"
2.4,28,13234.99,"Vibranto",1972,14,6389.82608695652,"ET"
2.62,26,11737.53,"Esplen",2008,15,6799.91304347826,"EM"
3.6,17,13349.42,"Vibranto",2002,10,4856.91525423729,"ET"
2.23,15,9763.64,"Quilante",1997,79,1649.15151515152,"EM"
2.46,3,13261.45,"Vibranto",2017,71,4008.79069767442,"ET"
2.48,0,13239.62,"Vibranto",2008,99,5648.18181818182,"FC"
2.78,4,5029.78,"Ardent",2005,34,2248.33333333333,"FB"
2.96,63,11723.25,"Esplen",1987,89,4562.30303030303,"EM"
3.09,61,9707.57,"Quilante",2013,52,10259,"ET"
2.36,12,10253.3,"Solario",2014,74,4794.86301369863,"ET"
2.74,17,11731.33,"Esplen",1984,72,2599.33333333333,"ET"
2.96,17,10296,"Brillante",1982,31,2564.91304347826,"FC"
2.22,2,5023.24,"Ardent",1992,72,3947.88888888889,"EM"
3.2,24,10320,"Brillante",2004,10,6217.30303030303,"EM"
2.09,6,9788.29,"Quilante",2004,77,5810.07692307692,"ET"
2.54,8,10251.19,"Solario",1965,58,7341.30303030303,"FC"
2.9,43,13293.22,"Vibranto",2006,75,4993.79245283019,"EM"
2.26,5,9781.06,"Quilante",1980,97,5252.56790123457,"EM"
1.58,29,5840,"Ardent",1992,3,3275.78431372549,"ET"
2.82,9,10282,"Brillante",2014,88,5569.85185185185,"FB"
2.62,6,9738,"Brillante",1999,47,14998,"ET"
2.31,30,11775.26,"Esplen",2019,44,50786,"EM"
2.16,26,5656.75,"Ardent",2005,85,6050.33333333333,"FB"
3.18,16,13328.08,"Vibranto",2019,20,35643.3333333333,"FC"
2.37,13,10237,"Brillante",1996,2,4045.79245283019,"ET"
3.15,39,9676.41,"Quilante",1970,92,8368.85714285714,"FB"
2.97,67,9704.37,"Quilante",2002,12,4628.35135135135,"FB"
1.62,8,10152.32,"Solario",1999,56,3720.38596491228,"FB"
2.04,2,13215.56,"Vibranto",1991,52,4244.2688172043,"ET"
2.23,56,10236.51,"Solario",1968,2,2089.13793103448,"ET"
2.42,55,11770.55,"Esplen",2011,100,5846.11111111111,"FC"
2.6,24,11752.42,"Esplen",2010,46,4493.9010989011,"ET"
1.7,0,9830,"Brillante",1991,62,2841.11111111111,"FB"
2.38,26,11759.52,"Esplen",1977,54,6586.66666666667,"ET"
2.22,7,10222,"Brillante",2014,4,21229.6666666667,"ET"
2.29,33,10223.54,"Solario",2011,73,3867.0243902439,"EM"
2.69,2,9722.66,"Quilante",1993,76,5855.55555555556,"FB"
1.9,26,13192.44,"Vibranto",1982,25,7760.17647058824,"ET"
2.77,24,9723.12,"Quilante",1967,40,3329.63157894737,"EM"
2.09,24,9791,"Brillante",1965,28,1946.92783505155,"EM"
2,24,10201.3,"Solario",1998,23,6813.79245283019,"ET"
3.19,2,13313.77,"Vibranto",1965,28,2305.35135135135,"EM"
2.1,3,10218.56,"Solario",1977,7,5114.14285714286,"EM"
2.65,18,5320.53,"Ardent",1966,73,3853.78947368421,"EM"
2.25,62,10225,"Brillante",1982,10,54583,"FB"
1.85,3,10196.78,"Solario",1968,83,2530.22222222222,"FB"
1.92,41,10202.34,"Solario",1980,77,2708.82278481013,"EM"
2.15,11,13211.58,"Vibranto",1966,85,7911.30303030303,"EM"
2.1,3,10213.76,"Solario",2001,85,7461.27586206897,"FB"
3.01,1,13283.45,"Vibranto",2008,12,4575.71428571429,"ET"
2.3,32,11774.39,"Esplen",1980,55,3873.38596491228,"FC"
2.35,6,9765,"Brillante",1999,75,4243.35135135135,"ET"
2.75,13,9718.26,"Quilante",1993,56,13427.9090909091,"FB"
2.31,0,9767.69,"Quilante",1992,79,6003.92783505155,"ET"
2.83,31,13279.05,"Vibranto",1968,42,5696.0243902439,"FB"
3.1,23,11703.76,"Esplen",1984,97,3894.7012987013,"FB"
3.39,1,4998.19,"Ardent",1974,77,1718.27536231884,"EM"
3.12,2,11692.18,"Esplen",2006,26,5802.10101010101,"FB"
2.29,7,11769.45,"Esplen",1966,55,6852.55555555556,"FC"
2.27,18,11762.79,"Esplen",1980,46,13955,"FB"
2.12,9,9800.41,"Quilante",2006,46,3320.65957446808,"FC"
2.51,11,13255.92,"Vibranto",1970,57,4184.36363636364,"FC"
2.44,12,9766.35,"Quilante",1971,91,4765.58823529412,"EM"
2.38,17,5277.83,"Ardent",2016,96,8038.7037037037,"FC"
2.55,16,11735.39,"Esplen",1990,21,3920.42857142857,"FC"
2.64,10,11716.19,"Esplen",1974,65,2038,"FB"
3.23,2,13328.58,"Vibranto",1982,41,3976.59550561798,"FC"
2.6,4,9732.44,"Quilante",2003,77,6701.07692307692,"FB"
2.6,5,13264.82,"Vibranto",1984,87,5381.47619047619,"EM"
2.38,38,10222.2,"Solario",2018,3,3055.11111111111,"EM"
2.21,4,9759.75,"Quilante",2010,3,23986,"FC"
3.06,8,9699.81,"Quilante",1984,85,6035.35135135135,"EM"
1.71,0,11841.78,"Esplen",2007,39,2704.72727272727,"ET"
2.22,25,10222,"Brillante",1974,90,4516.17647058824,"FB"
2.91,38,13296.84,"Vibranto",1974,34,11717.3076923077,"ET"
2.57,16,11718.35,"Esplen",2016,36,4564.88888888889,"EM"
3.26,19,5347.79,"Ardent",1965,16,17845.7142857143,"FB"
2.6,9,10260,"Brillante",1988,79,9095.90476190476,"FC"
2.05,17,13194.51,"Vibranto",1980,9,14577,"FB"
2.36,28,11760.1,"Esplen",1994,52,2472.10101010101,"FC"
2.28,6,10236.24,"Solario",1982,13,2656.27536231884,"EM"
2.55,15,13247.98,"Vibranto",1975,54,6078.36363636364,"FB"
2.49,54,9735.08,"Quilante",1966,11,20029.6666666667,"FC"
2.88,49,9712,"Brillante",2003,52,2055.47619047619,"FB"
2.52,7,9735,"Quilante",2013,23,5758.30303030303,"FC"
3.23,15,9677,"Brillante",2003,76,4681,"EM"
2.42,15,13237.03,"Vibranto",1984,67,6094.65957446809,"FB"
2.45,11,9744.09,"Quilante",1969,68,5932.91525423729,"FB"
2.24,9,11758.29,"Esplen",1989,77,6088.81632653061,"FB"
2.77,48,10277,"Brillante",1988,45,3761.81632653061,"FC"
2.27,25,10234.82,"Solario",1990,86,9122.55555555555,"FC"
3.11,2,9685.46,"Quilante",2011,17,24061,"ET"
