Genre,Content,Audience,Income,ID
Comedy,R,21382.11,7570.11,15097
Documentary,PG,38330.23,21690.45,15098
Comedy,R,4918.64,41026.54,15099
Action,PG,8310.84,48453.14,15100
Documentary,PG,36704.52,49161.13,15101
Documentary,PG13,18034.39,8504.65,15102
Drama,PG13,1554.58,20716.57,15103
Action,PG13,17710.57,16807,15104
Comedy,R,17999.67,17201.95,15105
Documentary,PG,19301.84,34618.76,15106
Comedy,R,36433.77,31338.46,15107
Documentary,R,32309.53,45308.24,15108
Drama,PG,1401.62,36311.75,15109
Comedy,PG13,15447.49,15583.5,15110
Action,R,561.3,29959.93,15111
Drama,R,14910.82,27536.27,15112
Action,R,26618.26,32700.75,15113
Documentary,R,4974.83,31322.78,15114
Documentary,PG,24926.52,365.06,15115
Comedy,PG,26639.41,42545.38,15116
Documentary,PG,32866.13,31167.74,15117
Action,R,18014.78,35292.66,15118
Drama,PG13,6481.23,24921,15119
Documentary,PG,18489.98,39978.66,15120
Comedy,R,4876.79,3175.91,15121
Comedy,PG13,8959,49803.35,15122
Documentary,PG,31941.66,35821.65,15123
Drama,PG13,39931.03,20297.7,15124
Action,R,9598.91,427,15125
Action,PG,27650.13,11706.27,15126
Action,PG13,23713.72,13540.67,15127
Comedy,PG13,29801.34,2235.63,15128
Action,PG,24754.58,20613.14,15129
Action,PG13,21244.75,37478.06,15130
Drama,PG13,647.75,5264.29,15131
Drama,R,10521.41,22265.97,15132
Documentary,PG13,21979.28,9142.15,15133
Action,PG,15197.89,25299.58,15134
Documentary,PG13,6877.63,213.47,15135
Action,PG13,22033.8,8879.99,15136
Documentary,R,37029.16,29141.59,15137
Comedy,PG13,38054.06,17892.86,15138
Comedy,R,18022.18,29296.29,15139
Documentary,PG,26935.06,25709.13,15140
Action,PG,36754.59,33412.88,15141
Drama,R,2826.85,39377.74,15142
Action,R,6872.36,19375.15,15143
Action,PG,6210.93,34719.34,15144
Documentary,R,34859.43,14152.72,15145
Comedy,PG13,33588.9,13284.09,15146
Drama,PG13,7940.6,44349.42,15147
Drama,PG13,26608.12,12856.2,15148
Documentary,PG,12271.15,5972.99,15149
Action,PG,5253.75,37445.21,15150
Drama,PG,30846.78,39129.86,15151
Comedy,R,30315.76,40098.79,15152
Documentary,R,31972.01,11384.48,15153
Comedy,PG13,34171.06,31439.75,15154
Documentary,PG,7420.5,20820.3,15155
Drama,PG13,30959.28,6825.01,15156
Action,PG13,31733.75,2796.38,15157
Comedy,PG,7913.79,13639.04,15158
Comedy,PG13,6823.06,18978.21,15159
Comedy,PG13,8879.03,21693.91,15160
Documentary,R,21275.34,22097.52,15161
Comedy,PG,21896.05,14400.63,15162
Comedy,R,3704.59,22136.13,15163
Drama,PG,12607.37,25950.58,15164
Documentary,PG,37799.5,42587.38,15165
Documentary,PG13,17649.93,34861.37,15166
Action,PG,36430.53,30883.08,15167
Documentary,PG13,258.76,26632.06,15168
Drama,PG13,12746.68,15096.29,15169
Comedy,PG13,24199.41,41784.58,15170
Documentary,PG,18074.9,22410.19,15171
Action,PG13,7293.26,45542.96,15172
Comedy,PG13,12580.92,24997.07,15173
Action,PG,19258.14,31727.12,15174
Drama,PG,15183.21,3078.22,15175
Documentary,PG13,19829.49,26124.15,15176
Drama,R,6432.01,28517.61,15177
Comedy,R,21691.83,5838.93,15178
Comedy,R,35859.14,1332.19,15179
Comedy,PG13,936.81,40814.13,15180
Documentary,PG,8889.71,27550.7,15181
Action,R,9875.96,39335.2,15182
Drama,R,25745.66,46162.92,15183
Action,PG13,29552.95,25755.44,15184
Documentary,R,24264.91,22985.39,15185
Action,R,39512.53,18350.53,15186
Drama,PG13,12953.01,34261.4,15187
Action,R,2149.35,41325.42,15188
Documentary,R,33485.89,17208.71,15189
Action,PG,32614.7,29710.03,15190
Comedy,PG13,38608.09,26502.04,15191
Comedy,PG,6408.74,15470.41,15192
Comedy,R,34015.92,29812.04,15193
Comedy,R,12648.33,16741.66,15194
Action,R,32646.28,20410.87,15195
Documentary,PG,24522,16206.4,15196
Drama,PG13,34449.66,34977.93,15197
Action,PG,17754.8,40995.4,15198
Documentary,R,23542.01,19988.75,15199
Comedy,PG13,36615.09,3092.62,15200
Drama,R,11956.92,30707.83,15201
Comedy,R,4073.65,46200.23,15202
Documentary,R,18170.13,35788.3,15203
Drama,PG,17733.62,10429.99,15204
Comedy,R,13253.77,36930.94,15205
Action,PG13,9926.75,42109.64,15206
Action,PG13,7793.73,31350.97,15207
Action,PG,10168.1,30662.75,15208
Comedy,PG13,35669.51,36311.32,15209
Documentary,R,6195.52,18562.16,15210
Action,R,8701.64,3649.4,15211
Comedy,PG,22175.12,16778.01,15212
Comedy,PG13,33190.15,38725.32,15213
Action,PG,5097.71,13707.16,15214
Documentary,PG13,27796.3,21399.56,15215
Action,PG,1348.59,26383.57,15216
Comedy,R,34450.12,25122.39,15217
Documentary,PG,11193.29,23016.58,15218
Drama,PG13,1857.75,45594.07,15219
Drama,PG,26251.29,1198.64,15220
Drama,PG,38622.72,15921.8,15221
Documentary,PG13,19754.39,45977.69,15222
Drama,PG,21981.09,7922.73,15223
Action,R,12571.32,41219.66,15224
Action,R,37261.17,31052.14,15225
Action,R,8248.38,30082.05,15226
Drama,R,15129.8,43455.47,15227
Comedy,PG13,12441.48,7597.05,15228
Documentary,PG13,26601.07,33475.73,15229
Drama,R,3923.01,25208.41,15230
Documentary,R,20703.8,10374.66,15231
Comedy,R,24011.76,35104.29,15232
Comedy,PG,35877.3,47292.02,15233
Documentary,R,6154.97,36890.49,15234
Comedy,R,30323.57,37768.28,15235
Drama,PG,22055.06,32269.98,15236
Comedy,R,24013.42,34306.94,15237
Comedy,R,23419.17,23506.03,15238
Action,PG13,23704.04,3259.81,15239
Comedy,PG13,37750.32,18022.67,15240
Drama,PG13,12548.08,821.76,15241
Drama,PG,35832.31,49926.82,15242
Drama,R,39789.92,4350.14,15243
Comedy,PG,33776.8,39889.59,15244
Drama,PG,25939.9,49166.25,15245
Comedy,R,19506.14,1009.47,15246
Action,PG,15553.68,40433.1,15247
Comedy,PG13,37503.56,2448.75,15248
Drama,PG13,35039.35,31379.5,15249
Documentary,PG13,2694.7,15143.81,15250
Comedy,PG13,25334.09,11626.6,15251
Comedy,PG13,10024.63,4358.64,15252
Drama,PG,22981.08,42953.68,15253
Drama,R,16420.29,13440.68,15254
Action,PG13,27213.85,45769.08,15255
Comedy,PG,8170.09,23777.24,15256
Comedy,PG,24887.58,45179.96,15257
Action,R,29292.03,18133.78,15258
Drama,PG,28184.74,19189.85,15259
Documentary,PG13,17923.58,14859.47,15260
Drama,R,29462.31,1104.31,15261
Action,PG,6567.25,33609.88,15262
Documentary,R,4922.9,19425.92,15263
Drama,R,24706.98,48258.77,15264
Documentary,PG,16188.86,43265.89,15265
Comedy,PG13,23819.65,6794.32,15266
Comedy,PG13,7892.59,20458.96,15267
Drama,PG,16021.36,49735.06,15268
Comedy,PG,17005.6,5502.35,15269
Drama,PG13,7723.9,37961.28,15270
Documentary,PG,6838.13,44689.65,15271
Comedy,PG,17366.5,32227.72,15272
Documentary,PG13,8618.1,30857.64,15273
Documentary,R,25141.15,23868.29,15274
Comedy,R,21782.36,45054.58,15275
Drama,R,10212.23,41444.86,15276
Comedy,PG,1901.28,36117.69,15277
Action,R,30228.69,22356.57,15278
Action,R,12983.56,34497.23,15279
Drama,PG,239.5,26972.97,15280
Comedy,PG,38146.41,31424.88,15281
Documentary,R,37140.57,29297.21,15282
Comedy,PG,14031.3,48880.42,15283
Documentary,PG,15014.93,2888.75,15284
Drama,R,8276.39,31652.54,15285
Action,PG,33682.81,3406.97,15286
Drama,PG,34756.26,25076.45,15287
Action,R,10105.34,4012.59,15288
Comedy,PG,36164.83,6993.81,15289
Comedy,PG13,32885.8,44258.46,15290
Drama,PG13,32579.93,36533.48,15291
Action,PG,17876.97,4470.13,15292
Documentary,PG,1518.34,19900.3,15293
Comedy,R,8298.67,29979.94,15294
Documentary,R,25214.03,8222.1,15295
Drama,R,27585.89,7910.57,15296
Documentary,R,25076.72,47075.67,15297
Drama,PG13,7045.99,25613.82,15298
Documentary,PG13,2653.82,12916.35,15299
Documentary,PG13,23301.9,6483.52,15300
Comedy,PG,29157.97,33397.46,15301
Action,PG13,34592.2,28916.44,15302
Documentary,PG13,4564.17,39370.08,15303
Comedy,R,38532.15,5096,15304
Drama,PG13,2073.85,10067.61,15305
Documentary,R,28690.56,908.06,15306
Comedy,PG,13739.42,43080.95,15307
Drama,PG13,551.06,7771.71,15308
Documentary,R,28170.06,8410.72,15309
Drama,PG13,37010.63,48556.43,15310
Drama,PG,26007.52,17183.36,15311
Documentary,PG13,1762.18,38267.94,15312
Comedy,R,5237.84,37566.01,15313
Action,R,24919.4,41884.5,15314
Documentary,PG13,3121.16,22758.08,15315
Comedy,PG,27537.11,43897.91,15316
Comedy,PG,16911.02,28004.44,15317
Comedy,R,9908.88,30605.04,15318
Comedy,R,5487.15,15194.8,15319
Action,R,9657.58,39440.67,15320
Comedy,PG,25944.64,20068.99,15321
Action,PG13,18895.6,46796.31,15322
Action,PG,30505.07,22802.62,15323
Action,PG,10324.26,9251,15324
Action,R,32422.5,46783.92,15325
Comedy,PG13,16935.33,28747.08,15326
Documentary,PG,24873.54,10192.54,15327
Action,PG,34793.94,24191.79,15328
Comedy,PG,39999.59,12265.36,15329
Comedy,PG,29046.78,32845.03,15330
Action,PG13,19240.18,13015.5,15331
Comedy,PG13,32056.14,33719.53,15332
Action,R,21762.68,2542.34,15333
Comedy,PG13,7495.89,37660.85,15334
Action,PG13,9318.11,45048.65,15335
Drama,PG,28017.78,20041.74,15336
Comedy,PG13,17252.79,38549.54,15337
Drama,PG,31849.65,44308.01,15338
Action,PG,28666.37,17051.73,15339
Action,R,5840.49,30720.8,15340
Comedy,R,3025.7,46239.82,15341
Action,PG,26443.15,36936.72,15342
Documentary,PG13,39157.02,9605.11,15343
Documentary,R,29370.8,42703.73,15344
Comedy,PG13,11589.32,46848.79,15345
Drama,R,15982.97,3849.56,15346
Comedy,R,12884.33,42565.15,15347
Comedy,R,29846.52,19303.68,15348
Documentary,PG13,39141.72,32560.5,15349
Drama,PG,28269.96,10023.78,15350
Comedy,R,21794.04,13907.26,15351
Documentary,R,7015.6,4102.64,15352
Action,R,6599.86,23884.62,15353
Action,PG,8863.02,3387.57,15354
Action,PG,16942.5,11293.53,15355
Documentary,PG,25821.93,11933.42,15356
Comedy,R,28848.44,27541.4,15357
Comedy,R,12624.22,27856.81,15358
Drama,R,15894.96,33329.27,15359
Action,PG13,214.7,19536.41,15360
Action,PG13,22853.28,31949.83,15361
Comedy,R,1458.31,3817.48,15362
Comedy,R,24748.4,770.74,15363
Drama,PG,36392.19,37178.19,15364
Comedy,R,18933.91,7356.79,15365
Documentary,PG,29323.77,790.4,15366
Comedy,R,22127.37,22763.94,15367
Documentary,PG13,25953.78,46136.01,15368
Documentary,PG13,34802.62,14526.93,15369
Action,PG,14863.46,3626.94,15370
Action,R,1587.87,11304.7,15371
Drama,PG,2064.91,28143.98,15372
Action,PG,8692.1,40028.44,15373
Documentary,R,4646.6,31410.2,15374
Documentary,PG13,23182.03,18482.71,15375
Documentary,PG13,2517.96,7389.57,15376
Action,PG,38039.94,37036.11,15377
Drama,PG13,9583.54,49403.59,15378
Documentary,R,23623.77,4543.15,15379
Drama,PG13,7231.92,38375.99,15380
Comedy,PG,28690.21,13361.43,15381
Comedy,PG,14385.04,34462.63,15382
Action,PG,33961.2,40570.19,15383
Drama,PG,14847.84,38990.18,15384
Drama,PG,4659.62,24374.9,15385
Documentary,PG,21251.03,35634.23,15386
Documentary,PG,14806.7,38824.83,15387
Action,PG,12970.39,4701.63,15388
Documentary,R,7713.65,40039.35,15389
Documentary,R,23401.36,43989.16,15390
Action,PG13,30116.73,34417,15391
Action,PG13,11914.22,42562.48,15392
Documentary,PG13,34143.78,29524.18,15393
Drama,PG13,32491.27,8102.59,15394
Documentary,R,31905.58,38131.03,15395
Action,R,18500.62,31447.74,15396
Action,PG,24529.14,8697.1,15397
Action,R,22803.87,14762.24,15398
Drama,PG,17989.18,17702.73,15399
Drama,R,1073.36,16731.67,15400
Documentary,R,32995.8,36069.22,15401
Drama,PG,36920.91,16254.19,15402
Action,PG,26495.68,19595.02,15403
Comedy,R,555.04,38482.34,15404
Drama,R,288.22,3336.28,15405
Comedy,R,35692.62,12371.81,15406
Action,R,29245.95,8170.14,15407
Documentary,R,1222.9,23930.08,15408
Drama,PG13,16316.66,11279.2,15409
Documentary,PG,4338.31,49278.08,15410
Documentary,R,23027.26,25638.76,15411
Action,R,30499.58,25363.85,15412
Action,PG,10878.42,25322.17,15413
Drama,PG13,15809.34,5895.05,15414
Documentary,R,29194.07,26517.78,15415
Documentary,PG,10582.25,25517.73,15416
Action,R,2263.11,16421.55,15417
Action,R,11226.23,16456.64,15418
Action,R,17600.19,8460.18,15419
Drama,PG13,30102.27,30792.85,15420
Action,R,38089.91,40286.03,15421
Drama,R,16566.24,2357.55,15422
Comedy,PG13,22752.35,42679.99,15423
Documentary,R,37175.02,39318.83,15424
Comedy,R,35772.43,7244.14,15425
Action,PG13,17534.99,22210.15,15426
Action,PG,3585.86,43580.89,15427
Comedy,PG13,4563.16,8064.16,15428
Comedy,R,4445.98,32638.64,15429
Action,PG13,19012.24,34163.39,15430
Documentary,PG,32072.86,12671.84,15431
Documentary,PG13,15467.75,24136.13,15432
Documentary,PG,10410.23,20287.92,15433
Documentary,PG,31641.26,833.5,15434
Comedy,PG,2479.05,19610,15435
Action,PG,36415.44,14022.95,15436
Documentary,PG,37949.3,13994.95,15437
Documentary,R,5030.86,8648.36,15438
Drama,R,15280.51,11743.97,15439
Comedy,PG,14635.73,409.5,15440
Documentary,PG13,33082.4,3885.45,15441
Action,PG,35144.22,19375.46,15442
Comedy,PG13,22436.65,29410.9,15443
Documentary,PG,37467.33,27577.35,15444
Comedy,PG,431.54,41096.93,15445
Action,PG13,28042.41,19713.64,15446
Comedy,PG,5894.62,24363.01,15447
Drama,PG13,31563.38,22780.99,15448
Action,PG13,2655.33,41594.72,15449
Drama,PG,39296.39,3112.78,15450
Drama,PG,19551.11,29147.1,15451
Comedy,PG13,2568.88,23582.16,15452
Documentary,PG,18435.15,34187.83,15453
Documentary,PG,33783.28,5973.68,15454
Comedy,PG,24878.46,17955.66,15455
Documentary,PG13,21958.21,7688.25,15456
Action,PG13,12378.44,24485.23,15457
Comedy,R,33215.04,32968.02,15458
Action,PG13,33368.26,5126.13,15459
Comedy,PG,28172.27,15293.01,15460
Comedy,PG,3310.24,16277.54,15461
Drama,R,14696.96,6201.51,15462
Drama,R,27922.14,21989.02,15463
Action,R,17083.2,19573.25,15464
Documentary,PG,20521.73,23792.01,15465
Action,R,37482.82,22671.73,15466
Drama,R,10027.56,6523.91,15467
Drama,R,35121.97,18980.74,15468
Documentary,R,39536.79,9867.79,15469
Drama,PG,34242.57,10696.36,15470
Documentary,R,25404.53,18113.09,15471
Action,PG,38126.26,26575.78,15472
Action,PG13,12545.98,42738.3,15473
Comedy,PG,31060.11,4308.56,15474
Action,R,10389.85,28734.13,15475
Action,R,21092.97,4550.63,15476
Comedy,PG13,31350.56,29267.13,15477
Documentary,R,1645.67,21797.4,15478
Documentary,R,11627.72,2140.75,15479
Documentary,R,37537.65,5242.75,15480
Action,PG,18900.86,9990.56,15481
Action,R,9919.31,17533.39,15482
Comedy,PG13,13023.43,37584.93,15483
Action,PG,37227.21,7267.17,15484
Documentary,R,9904.52,30017.37,15485
Documentary,PG13,9841.34,461.65,15486
Drama,PG13,32621.45,14447.61,15487
Action,PG13,29979.36,513.07,15488
Comedy,PG,1742.79,20194.67,15489
Action,PG,12945.59,6110.65,15490
Action,PG,11757.46,15849.8,15491
Documentary,PG,28251.61,9595.3,15492
Action,R,25770.62,46766.19,15493
Action,R,9226.98,36175.87,15494
Documentary,R,4913.36,12329.86,15495
Documentary,PG,16459.16,25375.26,15496
Action,PG13,8571.35,32633.87,15497
Drama,R,30125.52,20620.65,15498
Documentary,PG13,18448.09,26533.19,15499
Action,R,2281.39,47045.59,15500
Comedy,PG13,30272.92,6692.48,15501
Action,PG13,22442.23,16010.4,15502
Action,R,23598.21,31788.23,15503
Drama,PG13,37489.73,3413.18,15504
Comedy,PG,39708.82,31856.5,15505
Comedy,PG,30468.28,31491.69,15506
Comedy,PG13,18267.03,11338.37,15507
Action,PG,12704.84,2076.12,15508
Documentary,PG13,39438.68,46987,15509
Action,PG,9643.04,31581.87,15510
Drama,PG,8337,48926.77,15511
Drama,PG13,13999.39,8283.2,15512
Drama,R,20800.63,5635.16,15513
Drama,R,4553.29,48267.73,15514
Comedy,R,17428.76,32106.79,15515
Drama,PG,15117.14,9990.24,15516
Drama,PG,12081.46,13855.13,15517
Comedy,PG,38271.33,9013.61,15518
Documentary,R,25556.3,5312.99,15519
Drama,PG,31396.18,20304.13,15520
Comedy,PG13,16859.93,7862.78,15521
Documentary,R,12398.25,38643.89,15522
Action,PG,10838.86,39567.82,15523
Action,PG13,17867.89,10799.07,15524
Action,PG,5965.77,13846.99,15525
Action,R,32413.02,21848.51,15526
Drama,PG,3389.17,40779.75,15527
Action,PG,27388.46,8595.36,15528
Action,R,17519.67,15434.46,15529
Comedy,R,21163.03,33507.99,15530
Comedy,R,31924.9,38430.77,15531
Comedy,PG13,3829,46300.21,15532
Comedy,PG13,37515.45,48874.42,15533
Documentary,PG,10332.55,29920.24,15534
Action,PG,24694.56,19592.35,15535
Action,R,428.63,20530.85,15536
Action,R,19749.89,45669.14,15537
Action,PG13,18855.28,38196.29,15538
Comedy,PG13,12946.27,36391.84,15539
Action,R,29132.2,43928.38,15540
Action,PG13,230.75,38832.87,15541
Comedy,R,36801.55,11556.07,15542
Documentary,PG13,39144.33,46700.18,15543
Action,PG,9621.53,49162.7,15544
Comedy,PG,32780.77,8682.79,15545
Action,R,25462.73,2867.58,15546
Drama,R,21585.17,25699.42,15547
Documentary,PG13,14030.31,3950.49,15548
Comedy,R,1523.72,9773.98,15549
Action,R,21483.2,3592.39,15550
Documentary,PG,20494.42,37398.11,15551
Drama,PG,33329.14,25618.56,15552
Documentary,PG13,20440.91,21850.47,15553
Action,PG,33836.68,33122.66,15554
Comedy,PG13,17878.75,43464.62,15555
Comedy,R,14424.21,10733.98,15556
Comedy,R,22322.22,40679.9,15557
Action,R,23398.57,12936.8,15558
Documentary,R,22816.65,11875.1,15559
Action,PG13,20124.47,2500.76,15560
Drama,R,3445.31,37258.9,15561
Action,PG,28205.86,9366.94,15562
Comedy,PG13,21053.46,27153.4,15563
Documentary,PG,38945.36,28552.1,15564
Documentary,PG,19901.76,22258.03,15565
Comedy,R,4681.86,7553.39,15566
Comedy,R,27580.92,23180.41,15567
Action,R,5194.42,5021.08,15568
Comedy,PG,24291.41,10330.42,15569
Comedy,R,28301.07,3139.6,15570
Action,PG13,14699.46,9334.39,15571
Documentary,R,33225.44,44376.91,15572
Action,PG13,17163,27423.26,15573
Drama,R,2869.79,26625.62,15574
Action,PG13,18498.78,30656.31,15575
Comedy,PG13,26304.23,21409.24,15576
Drama,R,18772.58,1104.3,15577
Comedy,PG,21835.81,28119.52,15578
Documentary,PG13,27379.81,7813.7,15579
Documentary,R,30577.04,25261.39,15580
Comedy,R,25791.47,43231.58,15581
Action,PG,38068.4,16479.14,15582
Action,R,3520.38,30677.62,15583
Comedy,PG13,26217.85,21116.16,15584
Action,PG,28525.7,48741.24,15585
Documentary,R,17093.6,37448.46,15586
Drama,PG13,8685.61,28154.52,15587
Drama,PG,17814.3,7226.85,15588
Documentary,PG13,12956.35,32146.9,15589
Action,PG,32993.33,42164.02,15590
Documentary,R,31931.15,8722.69,15591
Comedy,PG13,24130.45,42389.2,15592
Documentary,PG13,17809.9,48485.56,15593
Action,R,26452.81,46697.68,15594
Documentary,PG,14398.62,23639.62,15595
Drama,PG,17591.32,2173.17,15596
Drama,PG13,10452.01,28628.15,15597
Documentary,PG13,3685.5,11187.64,15598
Comedy,PG,13721.65,28216.56,15599
Documentary,PG,32823.01,32550.29,15600
Drama,PG13,8071.74,45903.2,15601
Comedy,PG,7626.72,30789.28,15602
Drama,PG13,4760.1,19805.14,15603
Action,PG,13084.32,16458.12,15604
Drama,R,1014.3,31929.37,15605
Comedy,PG13,3782.93,44162.51,15606
Drama,PG13,250.46,1456.06,15607
Drama,PG,19107.4,1301.49,15608
Comedy,PG,32678.08,17943.23,15609
Drama,PG,39284.35,21888.36,15610
Action,PG13,22461.17,44300.67,15611
Documentary,PG13,17464.53,14330.96,15612
Comedy,PG,7575.01,42773.13,15613
Comedy,PG13,20179.36,525,15614
Documentary,PG,36321.94,21710.84,15615
Comedy,R,37317.66,10127.07,15616
Comedy,R,16175.38,49718.17,15617
Action,R,10325.91,48921.86,15618
Drama,PG,29367.64,4630.43,15619
Documentary,PG13,10198.96,15257.59,15620
Drama,R,36808.14,546.84,15621
Documentary,R,7088.92,6328.84,15622
Comedy,R,17161.47,1817.07,15623
Drama,PG13,25437.56,5003.36,15624
Comedy,PG13,848.59,3212.23,15625
Action,PG,2101.65,13863.7,15626
Documentary,PG13,39491.67,46207.54,15627
Documentary,R,5738.94,42278.99,15628
Comedy,R,37888.06,44413.74,15629
Documentary,PG13,15802.96,4285.57,15630
Comedy,R,2267.78,32178.64,15631
Comedy,PG13,19325.24,1381.17,15632
Drama,R,27545.89,17311.09,15633
Documentary,PG,34030.64,33196.49,15634
Drama,PG13,16617.52,45776.15,15635
Drama,R,39153.59,27491.55,15636
Documentary,R,20617.04,27911.57,15637
Comedy,PG,2639.51,26219.7,15638
Comedy,R,23865.14,46892.33,15639
Drama,PG,21337.85,8778.31,15640
Drama,R,31203.12,34108.06,15641
Comedy,PG13,18620.33,44032.22,15642
Comedy,R,5776.17,32797.71,15643
Documentary,PG13,31989.32,16586.51,15644
Action,R,39607.31,18322.37,15645
Action,R,8629.97,20508.33,15646
Documentary,R,20454.08,42732,15647
Comedy,PG,27076.58,40390.91,15648
Action,R,26613.22,18298.14,15649
Drama,PG,16606.13,36144.01,15650
Drama,R,23547.92,528.75,15651
Comedy,PG,8376.67,1170.45,15652
Action,PG13,13851.45,10298.67,15653
Comedy,PG13,4141.63,42603.82,15654
Documentary,PG,28400.2,24635.28,15655
Comedy,PG,6348.54,42183.49,15656
Drama,PG,25221.08,5404,15657
Documentary,R,20773.25,25503.77,15658
Comedy,PG,1529.63,21048.27,15659
Comedy,PG13,25892.67,32863.51,15660
Documentary,PG,1277.13,49819.71,15661
Action,PG,6196.78,39871.91,15662
Drama,PG13,36987.74,4915.22,15663
Drama,PG,11763.05,37862.36,15664
Documentary,PG,32854.62,7852.22,15665
Comedy,PG,19539.71,27766.41,15666
Documentary,PG,38588.08,23019.29,15667
Drama,PG13,21054.2,42713.89,15668
Action,PG13,24977.53,35273.22,15669
Comedy,PG,21820.96,43923.52,15670
Documentary,PG,15677.15,18411.93,15671
Comedy,R,20952.27,42479.54,15672
Action,PG13,3189.19,25787.23,15673
Comedy,R,31122.06,37410.7,15674
Documentary,PG,8935.45,23668.82,15675
Documentary,PG13,10759.33,48377.09,15676
Comedy,PG13,31059.63,10456.28,15677
Drama,R,7608.63,46913.32,15678
Comedy,PG,3290.02,46432.29,15679
Comedy,R,30196.94,25484.38,15680
Comedy,PG,11873.63,39227.84,15681
Action,R,35193.56,46969.46,15682
Documentary,PG,10576.97,14039.22,15683
Drama,PG13,7944.16,15220.04,15684
Action,PG,3561.9,2911.17,15685
Drama,PG13,18705.74,32638.85,15686
Drama,R,8017.72,4494.74,15687
Drama,PG13,14676.41,23658.62,15688
Action,PG13,38725.86,13648.49,15689
Action,PG,259.48,1127.8,15690
Documentary,PG,34540.71,29599.68,15691
Drama,PG,23137.78,37260.79,15692
Drama,PG,18917.96,45351.46,15693
Documentary,PG,23990.77,24742.68,15694
Action,R,12368.99,41979.86,15695
Comedy,PG13,23196.08,35781.05,15696
Drama,R,15535.64,42886.21,15697
Comedy,R,17830.29,40967.15,15698
Documentary,PG,19450.59,29005.7,15699
Action,PG,25123.25,8847.17,15700
Comedy,PG13,8092.51,13423.54,15701
Drama,PG13,9703.55,13637.47,15702
Documentary,R,8224.3,35762.07,15703
Comedy,R,38482.97,22380.07,15704
Action,PG,6494.17,13490.68,15705
Comedy,PG13,32043.11,39801.95,15706
Action,PG13,38673.3,3201.05,15707
Comedy,PG,17669.96,42400.52,15708
Action,PG,28027.4,8481.14,15709
Comedy,PG,34893.08,29765.35,15710
Action,R,37367.39,38323.71,15711
Action,R,3014.34,20363.23,15712
Drama,PG13,6354.44,8517.47,15713
Action,PG13,33776.33,9840.8,15714
Comedy,PG13,26373.94,20353.66,15715
Documentary,R,26790.94,12668.71,15716
Documentary,PG13,35307.82,41253.21,15717
Documentary,R,22874.22,49948.9,15718
Documentary,R,21652.27,11957.47,15719
Documentary,R,4135.13,32162.98,15720
Comedy,PG,35842.97,1051.35,15721
Documentary,PG13,17892.01,7566.97,15722
Comedy,PG13,7213.58,9276.2,15723
Documentary,PG13,27153.78,28863.9,15724
Documentary,R,11560.15,38994.16,15725
Documentary,PG13,13434.3,26252.26,15726
Action,PG,30031.91,7201.1,15727
Drama,PG,7296.18,13773.61,15728
Comedy,R,28060.16,48814.85,15729
Comedy,PG13,39685.84,40919.24,15730
Documentary,PG13,31324.28,43908.57,15731
Action,PG,18009.59,34314.57,15732
Action,R,39006.95,37607.86,15733
Drama,PG13,21753.48,41836.98,15734
Action,PG13,32862.34,26547.86,15735
Documentary,PG13,14702.33,1181.78,15736
Action,PG13,25657.93,23858.27,15737
Drama,PG,35925.92,28363.58,15738
Action,PG13,14366.92,36619.47,15739
Action,R,2312.68,23737.09,15740
Documentary,PG,26849.52,49120.02,15741
Comedy,PG13,28332.56,48475.45,15742
Drama,R,16076.91,20780.23,15743
Documentary,R,39285.75,3063.92,15744
Comedy,R,4593.38,33679.38,15745
Documentary,PG,1057.27,14078.16,15746
Documentary,R,30229.76,24601.39,15747
Action,PG13,13513.14,149.82,15748
Documentary,PG13,7719.4,38841.76,15749
Comedy,PG13,16195.24,49960.48,15750
Documentary,PG13,26111.3,11889.81,15751
Documentary,PG,33229.72,12327.91,15752
Comedy,R,16288.15,47178.74,15753
Action,PG13,31932.81,23132.13,15754
Comedy,R,16684.93,11920.77,15755
Action,PG,8983.5,19861.78,15756
Action,PG13,15707.48,34418.5,15757
Drama,PG13,21505.2,27656.7,15758
Comedy,PG,3020.55,44549.59,15759
Drama,PG,293.72,33506.73,15760
Documentary,PG13,2056.53,20867.43,15761
Comedy,PG13,8731.06,1228.12,15762
Comedy,R,7702.06,7132.02,15763
Comedy,PG,22355.56,25415.68,15764
Comedy,PG,30166.4,45268.41,15765
Drama,PG13,5260.42,44370.49,15766
Action,PG13,3793.6,24207.08,15767
Documentary,PG,12086.4,13694.53,15768
Comedy,PG,12279.99,18841.43,15769
Drama,PG13,29043.31,38761.45,15770
Documentary,R,6132.57,45732.57,15771
Comedy,R,16606.76,16971.47,15772
Drama,PG13,26985.57,9104.09,15773
Documentary,PG,2920.68,2567.95,15774
Comedy,R,1545.98,22100.15,15775
Action,R,23757.87,7271.46,15776
Action,PG13,31270.37,1376.73,15777
Drama,R,1871.12,2889.03,15778
Comedy,R,17687.96,12034.04,15779
Documentary,R,5368.32,32918.62,15780
Comedy,PG,9228.32,1807.52,15781
Documentary,R,9828.3,5782.67,15782
Comedy,R,29019.66,9257.54,15783
Drama,PG,16242.93,42214.76,15784
Action,R,27292.1,47700.63,15785
Comedy,R,11721.54,19592.05,15786
Action,R,18997.12,39874.42,15787
Comedy,R,36428.47,490.24,15788
Action,R,25336.7,2591.32,15789
Action,PG13,27115.7,43183.53,15790
