Education,Income,Own_Home,Debt,CarValue,Loan
"Vocational","141094.56","Yes","327898.66","49870.83","No"
"College","42538.16","No","370003.21","10685.34","No"
"College","63944.04","No","217179.48","20718.63","No"
"Primary","162614.74","No","199790.12","13898.16","No"
"Primary","32477.75","Yes","494948.70","12616.18","No"
"Primary","76551.02","No","411591.09","22350.76","No"
"College","119457.17","Yes","409980.94","34949.01","Yes"
"College","179755.93","No","131674.80","7719.16","No"
"Vocational","32938.40","No","183911.99","18236.84","No"
"Primary","138083.35","Yes","98921.32","1173.14","Yes"
"Vocational","151200.68","Yes","404870.97","47533.91","Yes"
"College","186581.21","No","441181.94","24997.98","Yes"
"College","90305.58","Yes","86150.88","16900.01","Yes"
"College","56667.49","No","488133.73","2925.95","No"
"Vocational","94324.63","No","80885.91","1748.00","Yes"
"Vocational","90685.44","Yes","330136.06","5398.73","No"
"College","181414.40","Yes","100460.24","6892.09","No"
"Vocational","54028.03","No","124785.26","43737.68","No"
"Vocational","36083.91","Yes","74599.97","39610.23","No"
"College","64950.63","No","141814.67","43456.60","Yes"
"Primary","98905.85","No","60491.86","16994.07","No"
"Primary","48384.22","Yes","452681.72","35239.42","Yes"
"Primary","30974.20","No","448289.37","17221.62","No"
"Primary","43690.80","No","24777.42","48492.84","No"
"College","59308.22","Yes","195642.63","23903.23","No"
"Vocational","154790.59","Yes","397170.70","16855.72","No"
"Vocational","94282.96","Yes","499270.03","40004.42","No"
"College","182310.36","Yes","124286.37","45777.98","Yes"
"Primary","65877.15","Yes","317418.12","9161.64","No"
"Vocational","180055.09","No","323737.46","38390.58","Yes"
"Vocational","76415.49","Yes","396488.26","32302.34","Yes"
"Vocational","176598.47","No","21604.87","6454.29","Yes"
"College","76813.10","No","188656.95","10011.23","Yes"
"College","166736.35","No","152795.67","15312.98","No"
"Primary","116886.38","Yes","426239.35","20719.64","Yes"
"College","76809.63","No","5521.80","22051.18","Yes"
"Vocational","51171.42","Yes","139778.43","22630.02","Yes"
"Vocational","190719.31","Yes","443045.55","9842.98","Yes"
"Primary","85959.63","Yes","244583.88","43794.31","No"
"Primary","170633.13","Yes","342932.14","18368.92","No"
"Primary","71588.27","No","325693.24","36349.93","No"
"College","126696.50","Yes","213895.09","32067.45","Yes"
"Primary","51682.31","No","494391.08","44112.48","Yes"
"Primary","113550.79","No","367541.72","48823.26","No"
"Vocational","40625.27","Yes","463513.39","42295.04","No"
"College","120319.36","No","43165.48","31340.70","No"
"College","169833.73","No","168935.40","12579.30","Yes"
"College","195929.24","Yes","361116.70","5025.42","Yes"
"Primary","157165.15","No","118472.91","24568.76","Yes"
"Vocational","115288.90","No","34565.27","42161.54","No"
"Vocational","94784.36","Yes","17673.01","32908.86","Yes"
"College","36720.79","No","393825.28","21861.67","No"
"College","78370.47","Yes","188046.51","12281.30","Yes"
"College","153392.23","No","226927.44","41913.12","No"
"Vocational","93763.72","No","222665.63","1468.40","Yes"
"Vocational","51610.64","Yes","102043.01","8651.05","Yes"
"Vocational","38348.32","Yes","29417.33","34663.57","Yes"
"Primary","87762.02","No","116453.95","46012.67","Yes"
"Vocational","160961.37","No","495441.76","29370.26","No"
"Primary","104850.61","Yes","446549.13","37297.18","No"
"Vocational","153693.16","No","107043.18","6591.81","No"
"College","72781.13","Yes","425254.67","22614.83","No"
"College","144859.14","Yes","191255.06","29696.34","Yes"
"College","104989.81","No","487799.94","49107.43","Yes"
"Vocational","80247.92","Yes","354116.62","38964.84","Yes"
"Primary","112102.73","Yes","16303.11","31841.60","No"
"Vocational","127869.88","Yes","120462.79","3054.28","Yes"
"College","149989.56","Yes","289008.67","39388.80","No"
"College","49319.41","No","274481.58","28162.59","Yes"
"Vocational","47050.49","No","260998.05","48677.48","No"
"Primary","127947.30","No","79608.95","44973.02","Yes"
"College","195946.83","No","385026.66","2987.11","No"
"Primary","61562.79","Yes","18489.89","8958.93","Yes"
"Vocational","106038.31","No","213401.40","27778.09","Yes"
"Vocational","100448.24","No","234900.97","31267.41","Yes"
"Vocational","160554.05","Yes","74448.37","5728.69","Yes"
"Vocational","56910.78","Yes","455155.62","37580.68","No"
"Primary","119516.06","Yes","346537.75","10095.32","No"
"Primary","89624.19","No","270662.12","30389.70","No"
"Vocational","40219.88","No","50130.44","16692.62","No"
"Primary","33296.74","Yes","292091.40","25511.18","Yes"
"College","47010.95","No","277678.12","38192.81","No"
"College","50540.71","Yes","13900.52","3716.51","No"
"College","74989.85","No","170215.14","47707.67","No"
"Primary","161375.11","No","133117.47","8798.26","Yes"
"Primary","187795.86","No","207146.80","10823.94","No"
"Vocational","37585.20","No","313347.75","45020.40","Yes"
"College","174358.71","Yes","202591.56","25458.57","No"
"Vocational","144135.55","Yes","474976.54","25691.06","No"
"College","34569.24","Yes","240806.64","6302.39","Yes"
"College","161160.78","No","210563.83","7167.44","No"
"College","65771.90","No","106418.39","45147.55","Yes"
"Vocational","94328.82","Yes","114814.97","2367.35","Yes"
"College","141730.98","No","220863.40","42681.64","No"
"College","126080.66","No","359880.71","45027.97","Yes"
"Vocational","91534.47","Yes","393122.51","43554.70","Yes"
"Primary","63305.94","Yes","233976.52","2353.08","Yes"
"College","174342.30","No","372396.47","20728.05","Yes"
"Primary","80119.16","Yes","240552.94","10200.58","Yes"
"College","166629.20","No","212514.39","1012.05","Yes"
"Primary","81883.03","Yes","201508.58","47466.98","Yes"
"Primary","187971.19","Yes","231914.96","2644.29","No"
"Primary","78562.83","No","247941.40","5820.02","No"
"Vocational","117967.34","Yes","196274.12","13460.48","Yes"
"Primary","143207.78","Yes","209759.72","43419.33","No"
"Primary","38425.95","Yes","101701.72","22146.93","No"
"College","156042.25","Yes","2992.10","6123.04","No"
"Vocational","181970.60","No","439663.81","42338.21","No"
"Primary","70568.96","No","141831.40","36653.36","No"
"College","82310.55","Yes","73117.60","4231.07","Yes"
"Vocational","50681.53","Yes","41267.25","27654.08","No"
"Vocational","160561.41","Yes","171410.09","3147.34","No"
"Primary","62947.26","No","249250.72","7847.85","Yes"
"Primary","153800.13","Yes","495754.65","2282.80","No"
"College","81711.18","No","301019.29","17024.61","No"
"Primary","44899.86","Yes","96794.88","49251.69","Yes"
"College","83919.26","No","272493.87","3026.71","Yes"
"Primary","50633.49","No","124018.31","42735.29","Yes"
"Primary","157832.17","Yes","122697.84","9876.34","No"
"Primary","126092.09","Yes","251432.41","457.92","No"
"Vocational","152632.36","No","343635.57","41303.63","No"
"College","144791.75","No","495890.09","2306.86","Yes"
"Primary","166466.64","Yes","47626.05","4570.02","No"
"College","80715.10","No","80410.01","21203.02","Yes"
"Vocational","99897.15","Yes","334603.51","36679.99","Yes"
"Primary","84882.11","Yes","195074.02","40027.63","No"
"Vocational","101036.97","Yes","463328.96","45797.34","No"
"Vocational","108463.06","No","399600.56","4394.19","No"
"Primary","37820.72","Yes","313068.57","27161.20","Yes"
"College","176056.02","Yes","283546.19","10139.02","No"
"College","111134.59","Yes","177305.49","27041.40","No"
"Vocational","42555.35","No","175555.12","47987.67","No"
"Primary","66181.83","Yes","197679.98","26940.03","No"
"Primary","141309.83","Yes","398519.26","16367.79","No"
"College","104884.44","No","370133.99","23071.46","No"
"Primary","169463.49","No","127510.11","28385.60","No"
"College","83663.13","Yes","88810.24","29689.49","Yes"
"Primary","122432.54","Yes","287735.85","22914.07","Yes"
"Vocational","174356.15","No","76719.28","26446.19","No"
"College","50452.11","Yes","78865.95","6174.95","No"
"College","136029.64","No","264278.32","11964.49","Yes"
"Primary","113178.19","Yes","178531.87","10859.89","No"
"Primary","177749.33","No","7618.40","39826.97","Yes"
"Vocational","42035.57","No","369051.21","25286.44","Yes"
"Vocational","88810.33","Yes","405499.66","19513.64","No"
"College","101793.05","Yes","204240.25","16785.96","No"
"Primary","179237.04","No","107841.73","1767.54","No"
"Primary","129046.73","Yes","243025.43","40225.16","Yes"
"Vocational","45758.10","Yes","353453.41","8373.24","Yes"
"College","161361.96","No","204491.29","40802.15","No"
"College","193849.43","No","276673.99","2948.47","Yes"
"Vocational","165736.50","Yes","328366.98","30468.85","Yes"
"Vocational","32032.49","Yes","328571.58","23736.45","No"
"Primary","177411.85","No","301502.90","5264.86","Yes"
"Primary","99251.14","Yes","480430.09","34385.71","No"
"Vocational","31982.83","No","267574.05","19881.62","Yes"
"Primary","93319.74","No","363836.40","29289.43","No"
"College","142188.97","Yes","15214.68","48473.44","No"
"Vocational","105344.63","Yes","91893.71","16477.54","No"
"Primary","169934.14","Yes","144504.61","34518.41","No"
"College","69489.90","Yes","497009.35","48218.32","Yes"
"Vocational","74881.43","No","214615.29","32355.92","Yes"
"Primary","183098.03","No","103548.93","23912.85","Yes"
"College","146005.53","Yes","352480.57","16335.81","Yes"
"Primary","105545.34","Yes","176926.19","32823.29","Yes"
"Vocational","56570.47","No","147544.27","24694.95","Yes"
"College","115070.11","Yes","292605.92","40377.91","No"
"College","122403.70","Yes","85689.20","19856.39","No"
"Vocational","131012.37","No","215523.35","39212.01","No"
"Vocational","174029.56","Yes","307984.16","12028.31","Yes"
"Vocational","54843.55","No","167579.60","3354.85","No"
"Primary","152720.37","Yes","241878.26","23369.76","Yes"
"Vocational","138527.87","Yes","384975.54","41002.47","No"
"Vocational","76662.83","No","136816.75","26139.99","No"
"Primary","144887.38","Yes","84178.65","42591.51","No"
"Vocational","76618.50","No","465384.89","34675.86","Yes"
"College","165473.68","No","229311.98","4835.46","No"
"Primary","68060.29","Yes","7875.42","2164.67","Yes"
"Primary","80663.55","No","257462.26","23020.61","No"
"Primary","52536.45","No","197180.42","7653.81","Yes"
"Vocational","120170.60","No","399616.31","20457.40","No"
"Vocational","79883.22","No","422452.44","40645.30","Yes"
"Primary","197121.93","No","59646.52","8420.09","Yes"
"Primary","198491.47","Yes","73757.54","22708.23","No"
"College","156389.42","Yes","469677.21","33904.95","Yes"
"Primary","149611.39","Yes","10447.70","23480.62","No"
"Primary","141617.83","Yes","9032.67","18447.29","Yes"
"Vocational","106147.61","Yes","331532.96","23025.70","No"
"Vocational","48493.48","No","270827.03","22202.01","No"
"Vocational","198738.98","Yes","426186.74","15883.61","No"
"College","161042.46","Yes","195107.89","7279.75","Yes"
"Vocational","151202.97","No","82352.75","31663.15","No"
"College","53371.07","Yes","68774.67","45246.39","No"
"Vocational","52740.83","No","451681.24","37427.62","Yes"
"College","149178.37","No","298464.08","17075.90","No"
"Vocational","164083.61","No","339704.46","22285.33","No"
"College","192399.53","Yes","373436.86","35561.58","Yes"
"Vocational","139465.81","No","326099.77","32786.54","No"
"Vocational","51579.26","Yes","278892.42","27768.14","No"
"College","194752.65","Yes","439652.54","24233.32","No"
"College","71425.18","No","180861.97","16461.63","Yes"
"Primary","151031.91","No","317918.92","1745.99","Yes"
"Vocational","158047.08","No","104110.47","19090.17","Yes"
"College","90688.07","Yes","353314.66","19558.33","Yes"
"College","180398.99","Yes","217633.25","15830.96","Yes"
"Primary","94217.16","Yes","367181.55","43874.84","Yes"
"Primary","39957.84","No","272796.66","4869.00","Yes"
"Primary","195839.78","No","78772.01","47572.89","Yes"
"College","73536.48","No","6265.90","10316.02","Yes"
"Vocational","183625.67","No","148239.66","26004.44","No"
"College","159530.85","No","161283.73","30511.14","Yes"
"Vocational","106917.04","No","385602.21","31104.91","No"
"College","73625.11","Yes","477144.61","30342.19","No"
"Vocational","116972.44","Yes","466323.00","40747.95","Yes"
"College","120874.38","No","283401.63","33153.49","Yes"
"Vocational","101298.80","Yes","439077.38","25712.92","Yes"
"Primary","190037.60","Yes","469170.02","22629.83","No"
"Vocational","152361.32","No","333746.80","48614.84","Yes"
"College","131883.50","Yes","18597.25","11617.99","Yes"
"College","167849.42","No","450836.44","38677.33","No"
"Primary","143695.74","Yes","122805.91","31897.52","Yes"
"College","147022.15","Yes","372416.49","40715.61","Yes"
"College","153703.43","No","76151.54","16572.74","Yes"
"Vocational","105199.20","No","199565.85","49685.31","Yes"
"College","36267.49","No","426909.80","11429.72","Yes"
"Vocational","176182.47","No","172600.36","16508.02","No"
"Vocational","155791.31","No","101872.56","7934.13","No"
"Vocational","76793.05","Yes","492547.83","39006.91","Yes"
"Primary","67438.50","Yes","377647.41","43821.42","Yes"
"College","141360.27","No","220254.06","9520.09","No"
"College","152653.44","No","428583.09","49763.05","Yes"
"College","131125.25","Yes","420442.63","26627.22","Yes"
"Vocational","57302.61","No","168418.73","22776.55","Yes"
"College","64236.66","No","207737.24","17978.32","Yes"
"College","166777.85","No","341690.79","6170.64","Yes"
"Primary","58850.63","No","110973.82","41422.82","No"
"College","66705.28","Yes","475442.97","29084.78","Yes"
"Primary","172847.30","No","357837.93","45729.99","Yes"
"Vocational","132068.00","No","226269.81","29946.09","No"
"Vocational","53788.86","Yes","312920.69","11319.36","Yes"
"Primary","88243.62","No","498609.05","39707.11","Yes"
"Primary","99305.88","No","170970.40","18264.52","Yes"
"Primary","126728.13","Yes","224413.34","20988.96","Yes"
"Vocational","98851.35","Yes","158864.73","47776.00","Yes"
"Primary","131272.63","Yes","9165.07","8127.07","No"
"College","186602.88","No","118243.97","48479.33","Yes"
"College","190287.32","No","89297.53","21188.52","No"
"Primary","134700.82","No","275554.66","6553.81","No"
"Vocational","173716.01","Yes","452778.08","48906.04","Yes"
"College","164896.09","Yes","330300.91","40540.37","No"
"Primary","75300.15","No","209732.98","31944.00","Yes"
"Vocational","54687.63","No","81729.90","42941.00","Yes"
"Vocational","30493.94","No","488933.78","25028.65","No"
"Primary","186569.58","No","458748.77","23921.88","Yes"
"Vocational","141530.89","No","436878.29","44506.58","Yes"
"Vocational","199008.39","Yes","487766.74","25096.10","Yes"
"College","133985.19","No","275236.74","19748.05","No"
"Primary","150423.61","Yes","492931.43","7232.00","Yes"
"College","118996.11","No","371569.53","8394.91","No"
"Primary","53687.94","No","432857.39","20317.21","Yes"
"Vocational","187725.14","No","232544.06","14498.38","No"
"College","117267.25","No","297250.88","10737.99","Yes"
"College","43135.19","Yes","184151.58","33663.78","No"
"Vocational","160833.57","Yes","330603.00","12688.35","No"
"Primary","124141.47","No","167356.59","13224.16","Yes"
"Primary","44683.71","No","257469.57","30947.57","Yes"
"Primary","54732.81","No","86452.39","11577.05","Yes"
"Vocational","171593.53","No","171662.79","11942.12","No"
"Primary","40673.01","Yes","484125.92","24443.40","No"
"College","139561.37","No","121291.93","27957.77","Yes"
"Primary","93373.85","No","293227.73","36581.46","No"
"Primary","152434.30","Yes","92889.98","3023.95","Yes"
"Primary","194333.90","No","77261.20","22956.10","Yes"
"Vocational","78325.99","Yes","340880.64","48164.03","No"
"Primary","35281.69","No","232173.40","44204.01","Yes"
"College","145327.10","No","332653.24","44565.98","Yes"
"Primary","103073.68","Yes","183955.94","49452.62","Yes"
"College","70719.83","Yes","341495.82","24779.30","No"
"College","97486.62","Yes","308828.07","23095.76","No"
"Primary","181123.02","Yes","62321.49","25013.75","No"
"Vocational","76875.65","No","257177.75","3047.29","No"
"Primary","51733.69","No","75769.27","16281.75","No"
"Primary","118955.38","No","235454.32","18809.18","Yes"
"Primary","130719.72","Yes","87372.56","4776.76","No"
"Primary","169292.24","Yes","127485.65","27629.32","No"
"Vocational","134294.49","No","81511.85","49448.13","No"
"Primary","141521.00","No","51720.83","2646.02","Yes"
"Vocational","53761.03","Yes","7296.07","36928.13","Yes"
"Primary","143108.54","No","407013.85","8274.60","Yes"
"Vocational","89689.62","No","39635.91","27300.52","No"
"College","57225.61","No","437067.49","29938.52","Yes"
"Vocational","115158.81","Yes","99386.60","35709.76","Yes"
"Vocational","154136.70","Yes","413639.10","35850.29","Yes"
"Vocational","180231.50","Yes","401961.38","26594.64","Yes"
"Vocational","62006.22","Yes","71568.11","18985.14","No"
"Primary","148527.31","Yes","478301.68","36478.92","No"
"College","43457.79","No","250756.68","47840.96","Yes"
"Primary","92667.85","No","104995.45","45660.39","No"
"Primary","41977.97","Yes","386677.74","9092.80","Yes"
"Primary","163631.57","No","277443.17","10669.14","No"
"College","125158.61","Yes","165083.11","31537.84","No"
"Primary","151547.86","Yes","382956.79","43345.16","No"
"College","106818.55","No","369384.57","38717.93","No"
"College","76771.52","No","254448.22","18902.31","No"
"Primary","91930.76","Yes","467811.06","20782.22","Yes"
"Primary","152177.70","No","47169.12","28651.73","No"
"College","162522.38","Yes","190512.79","1753.77","Yes"
"College","141833.30","No","126688.10","45045.29","Yes"
"Vocational","61708.16","Yes","58146.51","16589.23","Yes"
"College","87346.74","Yes","459083.09","22554.10","No"
"Vocational","125924.43","No","485767.33","3599.51","Yes"
"Primary","51054.63","No","180200.89","45281.27","No"
"Vocational","53270.95","No","382940.05","26190.36","Yes"
"College","68655.57","Yes","380965.23","433.79","No"
"Vocational","170269.91","Yes","58903.82","12216.58","Yes"
"Primary","64561.90","Yes","19110.79","38081.27","No"
"Vocational","150570.43","Yes","94552.94","29572.47","No"
"Vocational","182102.95","Yes","159419.74","9159.81","No"
"College","166821.09","Yes","324603.42","19754.44","No"
"Primary","94237.56","No","379747.90","13824.88","No"
"Primary","52767.14","Yes","96001.48","16134.34","No"
"College","164401.76","No","367908.55","4302.56","No"
"Primary","73121.52","No","58186.17","31105.43","No"
"Primary","197683.54","No","180348.37","2194.35","Yes"
"Primary","166649.28","No","33112.10","42256.85","Yes"
"College","46266.87","Yes","386307.92","43452.49","Yes"
"Primary","168760.28","No","437421.16","31612.45","No"
"College","45122.37","No","438533.95","39362.77","No"
"College","144658.24","Yes","83994.30","12072.92","No"
"Primary","76928.69","No","92440.44","31267.35","Yes"
"Primary","38590.99","No","465756.04","45348.85","No"
"Primary","195430.30","No","89229.10","35082.14","No"
"Vocational","171085.95","No","447602.66","9817.84","Yes"
"Vocational","183994.48","No","62528.54","37774.65","No"
"Primary","164343.03","No","334638.20","37752.07","Yes"
"Vocational","186214.94","No","23144.45","27493.31","Yes"
"College","128391.05","No","289788.62","27176.89","No"
"Vocational","179917.80","No","23861.70","40590.65","No"
"Vocational","172105.46","No","442431.23","13140.40","No"
"College","114982.42","No","395491.40","11596.42","Yes"
"Vocational","198785.24","No","55202.05","3037.38","Yes"
"Primary","154973.69","Yes","256869.91","44759.28","Yes"
"Primary","192365.82","No","168587.54","25797.11","Yes"
"College","44315.29","No","147222.73","48306.94","No"
"Vocational","37164.57","Yes","253921.89","32041.26","Yes"
"College","165775.90","No","171105.83","18349.09","Yes"
"College","139769.12","Yes","236022.50","18693.86","No"
"College","33492.50","Yes","150986.47","38523.84","Yes"
"Primary","187770.19","Yes","382202.73","3700.91","Yes"
"Vocational","198967.31","No","462251.73","30062.03","No"
"Primary","138046.56","No","314136.69","8135.76","Yes"
"College","35242.83","Yes","321807.41","21373.38","Yes"
"Vocational","123144.56","Yes","213781.25","29765.28","Yes"
"Vocational","137930.38","Yes","459222.31","26641.77","Yes"
"Vocational","74267.66","Yes","424242.40","12720.71","Yes"
"Primary","170333.07","No","340194.13","43406.11","No"
"College","119430.68","Yes","122578.92","3177.44","Yes"
"Vocational","99662.99","No","84145.50","32391.58","Yes"
"Primary","196461.24","No","49666.63","6576.56","No"
"Primary","113630.08","Yes","128050.24","45052.78","Yes"
"Vocational","165463.62","No","136040.50","7436.10","Yes"
"Vocational","142693.37","No","318821.98","7867.04","Yes"
"Vocational","54985.54","No","370374.18","39575.75","Yes"
"Vocational","55170.01","Yes","219839.42","47680.87","Yes"
"Vocational","93342.14","No","244333.53","47283.55","No"
"Primary","92868.30","No","246698.83","27883.02","Yes"
"Primary","51756.61","Yes","132757.58","43492.13","Yes"
"College","112808.39","Yes","272203.47","31339.35","Yes"
"College","157700.53","Yes","277108.72","40061.07","No"
"Vocational","82486.99","Yes","462120.02","45615.90","No"
"Primary","117340.44","No","437532.49","14880.06","No"
"College","60178.50","No","435396.78","19.72","Yes"
"Vocational","47308.58","Yes","484286.15","44618.89","No"
"College","198029.02","Yes","187469.96","34016.20","No"
"College","190585.95","Yes","323491.74","34951.32","Yes"
"Vocational","60351.85","No","186428.45","31643.51","Yes"
"Vocational","109757.57","No","47417.24","43211.79","No"
"Vocational","67145.73","No","377597.98","4302.43","No"
"Vocational","139125.83","No","204235.66","28416.00","Yes"
"Primary","35657.19","No","179004.80","4535.21","No"
"College","77423.12","No","183703.44","22436.17","No"
"Primary","194345.46","Yes","396980.63","25715.99","No"
"College","121842.75","No","182509.24","42585.04","Yes"
"Vocational","181911.32","Yes","97396.75","6028.66","No"
"College","146088.08","Yes","248972.61","24005.38","Yes"
"College","179521.33","No","281208.18","42878.17","Yes"
"College","186658.99","Yes","383651.59","40505.44","Yes"
"Vocational","100894.74","Yes","237578.69","40209.39","Yes"
"College","80656.26","Yes","295679.76","36577.40","Yes"
"Primary","186802.74","No","280459.65","33391.93","Yes"
"Primary","149730.63","Yes","346122.32","9793.97","No"
"Vocational","152416.75","Yes","433672.31","2093.80","No"
"Primary","155774.85","Yes","341075.66","32825.48","Yes"
"Primary","99142.17","Yes","62436.62","22844.43","No"
"College","75560.02","Yes","152425.68","49992.85","No"
"College","198402.36","Yes","316832.70","36624.09","Yes"
"College","44280.32","No","398001.13","24282.01","Yes"
"College","151753.96","No","362279.43","43679.69","Yes"
"Vocational","180334.87","Yes","433757.42","12882.81","No"
"Vocational","79196.57","No","368879.07","40760.17","Yes"
"Primary","127013.26","Yes","82411.06","9699.86","No"
"College","181259.58","No","370415.16","35199.23","Yes"
"College","189004.08","Yes","5351.69","2286.50","Yes"
"College","36211.40","No","319011.19","41221.37","Yes"
"Vocational","119160.51","No","481872.81","15684.29","No"
"College","173373.80","Yes","17345.25","25418.80","Yes"
"College","42055.15","Yes","459342.97","34244.74","Yes"
"Vocational","84415.69","Yes","46679.25","15193.16","No"
"College","142628.75","Yes","366174.74","38848.76","No"
"College","146699.70","No","403438.77","28103.06","Yes"
"Primary","117654.06","No","129424.43","2326.92","Yes"
"Primary","105127.79","No","47056.86","5526.03","No"
"Vocational","113995.03","No","8079.07","45570.18","Yes"
"Vocational","144078.86","No","187068.58","48213.52","Yes"
"Vocational","145306.56","No","358474.61","41955.46","Yes"
"Primary","62106.48","Yes","23933.33","43505.75","Yes"
"Primary","158558.95","Yes","80302.07","4457.01","Yes"
"College","48271.46","No","318378.08","46108.53","Yes"
"Primary","133039.33","No","196777.86","5266.42","No"
"Vocational","118134.49","Yes","392385.39","17902.99","No"
"Primary","140990.45","Yes","429853.02","10800.86","No"
"Vocational","87524.18","No","480313.42","24271.65","No"
"Vocational","71819.63","Yes","156491.73","47399.55","No"
"Vocational","134111.14","No","41865.32","14067.04","No"
"Primary","100456.55","Yes","68920.43","27047.90","No"
"Primary","96199.01","Yes","425766.59","35383.33","No"
"Primary","31804.32","No","243361.86","48202.85","No"
"Vocational","129749.69","Yes","341409.74","10990.24","Yes"
"Primary","68170.64","Yes","86852.83","24537.25","No"
"Vocational","131965.48","Yes","44377.45","8572.62","No"
"College","64963.72","No","287046.91","40641.92","Yes"
"Vocational","47530.89","Yes","129858.06","8616.72","No"
"College","92361.25","Yes","298214.40","9330.60","Yes"
"College","106819.85","Yes","228700.26","29962.00","No"
"Primary","58971.20","Yes","57824.54","3589.51","No"
"College","195753.50","No","159957.35","4472.92","No"
"College","147327.00","No","290285.97","43450.36","No"
"College","160795.62","Yes","155022.65","20437.40","No"
"College","195647.63","Yes","7721.98","33082.79","Yes"
"College","57061.19","Yes","279609.11","37089.07","Yes"
"College","91699.50","Yes","382659.40","37929.05","Yes"
"Primary","32668.92","No","366630.18","27132.47","No"
"Primary","151409.67","Yes","469309.68","30547.96","Yes"
"Primary","122348.23","Yes","354837.28","17316.10","No"
"College","187877.61","Yes","158075.05","19988.17","No"
"College","139360.48","Yes","130868.69","47251.56","No"
"College","108407.98","No","232769.93","2868.32","No"
"Primary","150572.28","No","158100.28","18037.26","No"
"College","143581.29","No","74494.90","24884.77","No"
"Vocational","109024.17","Yes","483164.67","1841.25","Yes"
"Vocational","125967.84","No","120850.06","45788.57","No"
"Vocational","80278.47","Yes","435096.35","521.76","Yes"
"Primary","38584.91","No","461963.41","45173.19","Yes"
"College","87172.62","Yes","213396.65","11139.27","No"
"College","90153.97","No","285915.89","38500.72","Yes"
"College","102697.58","Yes","127733.81","33657.61","Yes"
"Primary","50318.04","No","236348.17","9553.95","Yes"
"Primary","33412.41","Yes","310673.49","18771.22","No"
"College","52821.91","No","331500.09","33947.67","Yes"
"College","192628.81","No","325898.78","35669.77","Yes"
"College","192861.86","Yes","383649.74","24285.02","Yes"
"Primary","94958.50","Yes","338846.09","3523.37","No"
"Vocational","73772.21","Yes","348563.99","5506.97","No"
"College","90318.25","No","162200.41","48117.19","Yes"
"College","69727.93","No","374852.99","28700.50","No"
"Primary","158099.65","Yes","91111.24","30390.32","Yes"
"College","155852.72","Yes","197245.36","12119.66","No"
"College","162620.56","Yes","34823.56","26619.54","Yes"
"Vocational","154143.30","Yes","97258.57","34780.06","Yes"
"College","134009.07","Yes","178973.09","44936.30","Yes"
"Primary","36238.71","No","10369.79","42433.05","Yes"
"College","160849.16","Yes","149888.76","48188.99","No"
"Primary","58809.08","No","59719.28","22576.19","No"
"College","78747.32","Yes","6382.51","19308.72","No"
"Vocational","41708.81","Yes","256617.39","43519.26","Yes"
"Primary","92611.55","Yes","292064.33","18691.15","No"
"Vocational","173766.65","No","357897.53","18963.75","No"
"Primary","148104.80","No","220892.71","43736.77","Yes"
"Primary","45526.93","No","172797.44","26751.99","No"
"Vocational","157687.51","Yes","163563.98","19445.83","No"
"Vocational","130327.44","No","199799.71","47034.37","No"
"College","145131.44","No","352964.05","27298.07","Yes"
"Vocational","97019.57","No","377705.69","30590.70","No"
"Vocational","48217.66","No","13743.59","9444.57","Yes"
"College","75646.55","No","18277.91","16277.79","Yes"
"Vocational","32735.38","Yes","69122.07","38756.98","Yes"
"Vocational","116755.78","No","187488.37","8788.34","No"
"Primary","161993.39","No","439543.73","43517.78","No"
"Vocational","80975.21","No","171501.46","41945.59","No"
"Primary","69823.05","No","414633.96","15066.58","No"
"Vocational","87162.11","Yes","195643.36","13559.33","No"
"College","63818.86","Yes","459889.61","4484.12","No"
"Primary","164371.52","Yes","464115.84","32738.26","No"
"Vocational","75224.51","Yes","452512.53","33138.99","Yes"
"Vocational","66461.75","Yes","385813.42","40056.59","No"
"Vocational","57985.07","No","162468.70","44156.53","Yes"
"Primary","67882.41","Yes","493412.28","49937.29","Yes"
"Vocational","136563.04","Yes","53064.66","16556.90","No"
"College","86823.65","No","376784.49","46202.51","No"
"College","49674.46","Yes","203361.19","2093.21","Yes"
"Primary","103408.52","Yes","54715.55","28455.55","Yes"
"Vocational","39650.68","No","459373.94","25664.09","Yes"
"Primary","176787.17","No","426492.52","25544.84","Yes"
"College","195567.66","Yes","117397.79","32868.66","No"
"Primary","196472.62","No","36219.16","45927.42","No"
"College","188053.88","No","327617.84","11562.89","No"
"Vocational","58464.01","No","62091.83","44650.83","No"
"Primary","172151.84","No","374702.06","30378.71","No"
"College","146400.31","No","460911.04","40238.92","No"
"Vocational","168863.69","Yes","494378.91","29618.89","Yes"
"Vocational","51896.00","No","435726.14","20979.80","No"
"Vocational","120206.24","No","316158.96","21937.20","No"
"Vocational","130621.22","Yes","334953.16","5481.80","Yes"
"College","145959.88","Yes","493158.64","3031.54","Yes"
"Primary","182414.03","No","52258.47","49549.32","No"
"College","66447.30","Yes","123153.96","17786.94","Yes"
"Primary","125817.86","No","353144.89","11117.09","Yes"
"Vocational","195573.48","No","426214.47","36220.22","No"
"College","101768.63","Yes","474744.98","37988.24","Yes"
"Primary","72129.27","Yes","274911.47","27319.64","No"
"College","132849.71","No","254454.50","32594.92","Yes"
"College","42380.27","No","51636.46","38789.91","Yes"
"Primary","187429.94","Yes","350285.57","9837.46","Yes"
"Primary","152610.15","Yes","427934.10","42619.72","Yes"
