LinkedIN,Major,DOB,Salary,GPA,Tuition,College_location
2,STEM,1952,9740.25,2.62,2260,EastCoast
15,Other,1982,5220.19,3.23,5449,Central
5,STEM,1980,9742.66,2.55,3988,EastCoast
80,Vocational,2004,13224.73,2.45,4260,Central
43,Other,1953,6841.94,1.95,3793,Central
12,Professional,1962,11778.32,2.25,2894,EastCoast
17,Humanities,1954,10307.73,2.91,21691,WestCoast
0,Other,1997,4995.79,2.25,5950,Central
80,Vocational,1954,13228.25,2.36,5413,EastCoast
1,Humanities,1990,10266.61,2.73,3338,Central
85,Vocational,1999,13153.18,1.7,103174,EastCoast
40,Professional,1978,11779.39,2.31,8411,Central
18,Humanities,1990,10232.92,2.4,5560,Central
3,Humanities,1952,10197.68,2.02,4443,EastCoast
19,Buisness,1990,10227,2.27,5747,Central
10,Humanities,1962,10228.6,2.22,2435,WestCoast
59,Professional,1964,11720.82,2.79,12235,Central
10,STEM,1983,9790.48,2.01,2172,Central
6,Professional,2002,11697.93,3.1,6686,Central
4,Other,1984,5011.2,1.72,11176,EastCoast
26,Vocational,1964,13277.38,2.81,1115,EastCoast
17,Humanities,1997,10273.94,2.63,5394,Central
17,STEM,1991,9847.59,1.66,11910,Central
0,Other,1979,5004.29,2.09,13787,EastCoast
9,Humanities,1978,10280.59,2.74,1975,WestCoast
18,STEM,1968,9752.66,2.59,6354,EastCoast
12,STEM,1954,9701.36,3.03,14760,EastCoast
31,Humanities,1999,10283.91,2.54,5659,WestCoast
1,Professional,1988,11758.46,2.28,2203,Central
23,Professional,1962,11762.02,2.33,5992,EastCoast
12,Professional,1996,11664.49,3.34,8663,Central
5,Vocational,2002,13178.78,1.81,4792,WestCoast
1,Humanities,1955,10277.82,2.68,14619,Central
34,Other,1953,6159.96,2.26,3477,Central
21,Vocational,1955,13251.71,2.52,16550,Central
33,Humanities,1976,10166.79,1.79,6397,EastCoast
3,Professional,1989,11827.04,1.68,4110,Central
47,Professional,2004,11766.56,2.42,3514,EastCoast
58,Professional,1984,11586.7,4,6543,WestCoast
2,Vocational,1952,13284.86,2.91,5263,Central
18,Professional,1961,11733.01,2.68,3423,Central
7,Humanities,2004,10315.98,3.05,5020,Central
6,Professional,1953,11769.78,2.27,3637,EastCoast
19,Buisness,1962,10193,1.93,2102,EastCoast
16,Other,1969,5264.84,3.43,4972,Central
10,Buisness,1957,9720,2.8,3695,Central
6,Buisness,1967,9756,2.44,6246,Central
27,Other,1992,5724.49,2.86,6655,EastCoast
5,Vocational,1973,13240.83,2.65,6753,EastCoast
3,STEM,1992,9777.3,2.31,6698,EastCoast
9,Other,1975,5085.97,2.71,6830,WestCoast
18,STEM,1985,9757.45,2.36,11135,EastCoast
3,Professional,1971,11691.63,3.05,5028,WestCoast
55,Other,1969,8021.72,2.3,14560,EastCoast
24,STEM,1983,9762.86,2.41,5441,EastCoast
17,Humanities,1954,10310.22,3.18,6564,EastCoast
11,Humanities,2005,10236.8,2.26,4457,WestCoast
2,Professional,1951,11693.3,2.91,5436,EastCoast
12,STEM,1975,9688.04,3.06,6196,EastCoast
4,STEM,1988,9736.96,2.75,1872,WestCoast
8,Professional,1986,11771.58,2.25,3171,Central
1,Other,1962,5015.27,2.74,5964,WestCoast
38,Professional,1986,11728.56,2.86,6638,Central
2,Buisness,1954,10185,1.85,5004,WestCoast
6,Other,1965,5032.34,2.92,5787,EastCoast
64,Professional,1997,11847.11,1.64,4708,WestCoast
1,Buisness,1977,9785,2.15,4403,EastCoast
21,Humanities,1988,10257.56,2.75,1836,Central
4,Vocational,1977,13268.12,2.59,5740,WestCoast
68,Vocational,1964,13259.86,2.6,4524,EastCoast
21,Humanities,1959,10341.42,3.27,3008,WestCoast
32,Vocational,1996,13280.44,2.85,18413,Central
4,Buisness,1970,10318,3.18,4582,Central
37,Vocational,1982,13236.84,2.25,7135,EastCoast
2,STEM,1965,9684.37,3.07,4758,Central
9,Humanities,1954,10259.73,2.73,6220,EastCoast
1,Professional,1975,11850.57,1.61,16317,Central
41,Other,2003,6700.17,2.44,2430,Central
26,Humanities,2001,10199.33,1.96,4350,WestCoast
26,STEM,1985,9754.89,2.51,9699,Central
34,Humanities,1973,10278.22,2.67,5530,Central
64,Buisness,1982,10230,2.3,5900,WestCoast
19,Professional,1954,11668.14,3.28,15342,EastCoast
44,STEM,2003,9784.67,2.31,6653,EastCoast
21,Buisness,1959,9785,2.15,4248,Central
19,Other,1965,5368.28,2.32,5601,WestCoast
8,Humanities,2005,10283.26,2.78,4038,EastCoast
4,Other,1980,5023.55,2.57,1454,Central
25,STEM,1965,9697.12,3.06,54495,Central
2,Vocational,1980,13216.19,2.3,6663,EastCoast
1,STEM,1978,9740.51,2.57,20624,WestCoast
1,Other,1957,4999.5,3.04,2385,WestCoast
35,STEM,1984,9699.41,2.78,3365,WestCoast
30,Professional,1999,11726.7,2.77,6223,EastCoast
9,Professional,1960,11732.16,2.44,3626,EastCoast
7,Buisness,1990,10263,2.63,7584,Central
9,Professional,2005,11689.81,2.96,8214,EastCoast
10,Vocational,2001,13328.82,3.36,1354,Central
43,STEM,1983,9750.12,2.52,3941,Central
4,Other,1987,5030.12,3.05,34171,EastCoast
4,Professional,1964,11762.14,2.31,4270,WestCoast
4,Professional,1957,11736.45,2.57,6669,WestCoast
8,Vocational,1961,13214.55,2.21,3493,WestCoast
29,Vocational,2000,13339.73,3.29,2527,Central
10,Other,1953,5106.01,3.42,5065,EastCoast
12,Buisness,2002,10197,1.97,5257,EastCoast
10,STEM,1975,9773.2,2.33,4495,Central
59,STEM,2000,9800.06,2.08,3533,Central
25,Professional,1963,11698.47,3,4327,Central
11,Humanities,1974,10253.73,2.6,3887,Central
10,Humanities,2005,10234.43,2.34,6038,WestCoast
29,Vocational,1969,13140.74,1.35,3196,WestCoast
9,Vocational,1992,13295.64,2.85,2058,WestCoast
20,Humanities,1982,10224.04,1.96,6079,EastCoast
97,STEM,1988,9730.76,2.88,11070,WestCoast
21,STEM,1969,9729.72,2.7,6035,EastCoast
10,Vocational,1959,13276.41,2.63,17786,WestCoast
20,Vocational,1998,13321.43,3.08,8342,Central
19,Humanities,1989,10237.91,2.55,2036,Central
62,STEM,1980,9679.45,3.21,9727,WestCoast
11,Vocational,1972,13218.81,2.29,1585,Central
1,Humanities,1980,10200.73,2.08,5013,EastCoast
18,Humanities,1982,10235.63,2.38,9307,EastCoast
5,Other,1956,5029.28,3.32,6844,WestCoast
11,Buisness,1969,9722,2.78,2374,EastCoast
17,Vocational,1979,13311.15,3.02,18693,Central
49,Humanities,1963,10234.74,2.34,1520,EastCoast
9,STEM,1985,9832.88,1.73,3786,EastCoast
7,Vocational,1991,13243.89,2.46,5121,EastCoast
2,Professional,1989,11752.97,2.44,8279,EastCoast
24,Professional,1960,11782.84,2.25,4250,Central
4,Vocational,1965,13287.69,2.88,5317,Central
2,Other,1983,5013.82,3.6,4644,EastCoast
20,Buisness,1987,9785,2.15,36922,EastCoast
5,Humanities,1996,10271.63,2.77,1935,EastCoast
7,Professional,1953,11744.62,2.63,1101,WestCoast
1,Other,1960,4998.19,3.39,5940,EastCoast
1,Other,1988,5002.2,2.81,7176,EastCoast
37,Humanities,1956,10284.05,2.89,3701,EastCoast
10,STEM,1994,9633.32,3.63,7977,WestCoast
8,Vocational,1988,13222.46,2.2,4375,EastCoast
51,Humanities,1965,10263.56,2.76,1660,Central
35,STEM,1999,9756.78,2.56,4934,Central
1,STEM,1999,9751.92,2.44,35876,Central
22,Humanities,1961,10246.07,2.45,4929,WestCoast
33,Other,2004,6092.84,3.05,9366,WestCoast
3,STEM,1987,9733.11,2.64,4129,Central
4,Humanities,1951,10208.89,2.21,3735,Central
41,STEM,2000,9710.56,3.07,5638,Central
10,Buisness,1969,9776,2.24,2714,Central
35,Professional,1956,11790.27,2.14,2126,WestCoast
46,STEM,1957,9874.02,1.3,103573,WestCoast
8,Humanities,1987,10228.62,2.23,5598,Central
5,STEM,1989,9746.54,2.44,4337,Central
4,Vocational,1996,13285.95,2.85,14535,WestCoast
5,STEM,2004,9794.62,2.15,5966,Central
13,Professional,2005,11740.09,2.73,7524,WestCoast
20,Vocational,1974,13227.06,2.17,7158,WestCoast
6,Vocational,1981,13229.31,2.2,3324,EastCoast
16,STEM,1961,9685.68,3.22,11282,Central
1,Professional,1974,11759.94,2.41,5783,EastCoast
5,Other,1986,5046.74,2.4,3147,EastCoast
21,Vocational,1982,13257.69,2.65,3891,EastCoast
6,Humanities,1961,10137.71,1.45,29247,EastCoast
23,Humanities,1988,10223.55,2.16,4590,Central
29,Humanities,1998,10246.54,2.49,2855,Central
6,Humanities,1987,10173.44,1.8,2498,Central
2,STEM,1976,9785.71,2.12,4342,Central
43,Professional,1970,11753.59,2.22,8438,Central
4,Professional,1959,11725.66,2.65,6286,EastCoast
56,Vocational,1969,13228.14,2.16,4038,Central
15,Other,1968,5219.69,3.08,3496,EastCoast
10,Vocational,1995,13206.52,2.15,3709,EastCoast
13,Vocational,1964,13276.46,3.06,2102,Central
6,Buisness,1959,9813,1.87,6183,Central
5,Vocational,1970,13277.47,2.72,5073,WestCoast
12,Vocational,1954,13287.31,2.73,2743,EastCoast
25,Humanities,2003,10237.68,2.33,2594,WestCoast
7,Vocational,1956,13230.86,2.43,4803,EastCoast
61,STEM,1999,9707.57,3.09,8148,Central
29,Humanities,2002,10240.36,2.5,5448,WestCoast
1,Other,1964,5000.35,3.17,3119,Central
27,Professional,1968,11779.28,2.32,2846,EastCoast
11,STEM,1974,9837.6,1.73,3926,WestCoast
22,Humanities,2002,10288.23,2.97,4052,Central
0,STEM,2003,9749.77,2.44,7968,Central
7,Professional,1967,11658.96,3.31,2889,EastCoast
8,Professional,1989,11801.61,2.03,11406,EastCoast
16,Humanities,1976,10329.81,3.33,7063,WestCoast
4,Professional,1988,11829.87,1.78,14536,WestCoast
9,Other,1989,5077.15,3.13,2492,WestCoast
2,Humanities,1968,10253.34,2.49,3442,Central
6,Vocational,1972,13269.73,2.7,5114,EastCoast
50,Vocational,1984,13277.66,2.75,6509,Central
8,Professional,1989,11771.59,2.21,3806,WestCoast
21,Vocational,1952,13261.16,2.44,6093,WestCoast
7,Vocational,1986,13235.23,2.49,4696,WestCoast
9,Vocational,1991,13214.63,2.27,5964,WestCoast
73,Humanities,1970,10232.86,2.4,50970,EastCoast
8,Humanities,1956,10220.52,2.2,4645,WestCoast
37,Vocational,1997,13252.73,2.68,2908,WestCoast
42,STEM,1988,9830.73,1.87,3789,WestCoast
22,STEM,1951,9751.94,2.52,102836,WestCoast
6,STEM,1954,9767.77,2.2,4606,Central
20,Professional,1999,11783.6,2.11,4874,Central
14,Humanities,1951,10252.05,2.54,2550,EastCoast
25,Buisness,1977,9750,2.5,5779,Central
19,STEM,2002,9715.48,2.81,7506,WestCoast
3,Other,1963,4986.79,2.58,5547,EastCoast
11,STEM,1995,9765.94,2.33,5619,WestCoast
29,Humanities,1978,10301.81,3.2,1327,Central
47,Professional,1966,11719.2,2.81,3153,Central
28,Professional,1978,11797.66,2.14,3836,WestCoast
1,Buisness,1955,9763,2.37,5102,EastCoast
19,Professional,1961,11696.87,2.92,3659,Central
2,Humanities,1994,10358.11,3.41,5272,WestCoast
8,Humanities,1958,10280.12,2.69,5195,WestCoast
17,Humanities,1972,10202.32,2.15,4608,EastCoast
8,STEM,1976,9667.82,3.06,6096,Central
6,Vocational,1979,13259.77,2.58,8061,EastCoast
12,STEM,2004,9729.71,2.83,16578,WestCoast
52,STEM,2001,9779.91,2.14,10660,Central
2,STEM,1972,9706.28,2.88,4312,EastCoast
42,Professional,1962,11743.96,2.62,3425,EastCoast
3,Vocational,1982,13184.58,1.71,2394,WestCoast
1,Professional,1953,11693.65,2.99,5301,WestCoast
12,Humanities,1958,10193.71,1.98,7263,Central
7,Other,1964,5048.81,2.01,4745,Central
39,Vocational,2003,13245.13,2.38,3782,WestCoast
0,Vocational,1993,13273.97,2.68,14774,WestCoast
46,Professional,1983,11615.31,3.81,1410,EastCoast
4,STEM,1990,9865.35,1.57,2475,WestCoast
33,Vocational,1976,13101.14,1.1,5177,Central
62,Buisness,1964,10221,2.21,3661,WestCoast
17,Professional,2004,11770.74,2.29,4105,WestCoast
13,Other,1964,5186.8,2.12,2697,EastCoast
38,Vocational,1983,13282.32,2.89,7266,EastCoast
33,Professional,1990,11695.07,3.08,6451,WestCoast
15,Other,1957,5206.05,2.36,4224,Central
1,Professional,1973,11693.69,2.97,5392,EastCoast
4,Professional,1978,11748.1,2.39,2048,WestCoast
78,STEM,1992,9707.94,2.91,7174,Central
1,Vocational,1982,13293.36,3,21448,EastCoast
88,Professional,1980,11779.1,2.3,17705,WestCoast
54,Professional,1951,11771.91,2.22,4198,EastCoast
20,Professional,1992,11730.25,2.56,4620,WestCoast
28,Vocational,1997,13309.72,2.97,3593,Central
3,STEM,1984,9767.23,2.2,2427,WestCoast
10,Vocational,1976,13280.92,2.84,6029,WestCoast
5,Buisness,1999,9786,2.14,23255,EastCoast
20,Vocational,1983,13271.27,2.73,3522,EastCoast
2,Professional,1972,11762.68,2.54,5114,Central
15,Professional,1991,11677.53,3.08,10619,WestCoast
2,STEM,1974,9791.13,2.11,2945,WestCoast
12,Professional,1955,11768.9,2.24,3628,Central
0,Professional,1989,11762.83,2.41,2654,WestCoast
7,STEM,1980,9768.85,2.27,6943,EastCoast
4,Vocational,1999,13185.62,1.85,5267,Central
13,Other,1980,5166.69,2.41,2616,WestCoast
135,Buisness,1956,10229,2.29,3286,Central
8,STEM,1984,9774.91,2.26,6701,EastCoast
16,Other,1989,5240.78,2.18,4463,WestCoast
2,Humanities,1964,10270.72,2.78,3071,EastCoast
0,Buisness,1989,9715,2.85,3118,Central
26,STEM,1961,9754.09,2.64,4195,WestCoast
36,Humanities,1993,10246.22,2.55,7083,WestCoast
7,Other,1961,5046.65,2.13,1615,WestCoast
1,Vocational,1982,13145.63,1.3,3630,Central
25,Vocational,1964,13240.46,2.5,7081,Central
4,Humanities,1980,10218.15,2.2,3926,Central
14,STEM,1981,9752.98,2.43,8143,Central
17,Professional,1963,11791.03,1.9,1820,Central
10,Professional,2001,11764.8,2.21,12329,Central
10,Vocational,1978,13235.12,2.26,3144,WestCoast
0,Humanities,1990,10190.68,1.95,19377,EastCoast
39,Other,2005,6527.75,2.12,3206,Central
18,Humanities,1967,10308.35,3.14,5863,WestCoast
2,STEM,1989,9867.85,1.51,2603,WestCoast
50,Humanities,1996,10193.54,1.93,1580,WestCoast
1,Professional,1954,11722.63,2.63,50097,EastCoast
5,Other,1976,5026.53,3.25,2986,EastCoast
31,Humanities,1973,10285.64,2.86,3259,EastCoast
24,Humanities,1973,10361.09,3.46,10314,Central
16,Humanities,1951,10228.52,2.22,9373,Central
28,STEM,1986,9794.93,2.07,4031,EastCoast
31,Humanities,1991,10268.73,2.5,37547,Central
17,STEM,1976,9756.63,2.45,8820,Central
50,Humanities,1986,10299.42,3.08,8585,EastCoast
34,STEM,1968,9825.98,1.96,6936,WestCoast
27,Professional,1988,11720.38,2.79,4349,Central
38,Humanities,1961,10271.23,2.67,4840,WestCoast
5,Vocational,1982,13248.02,2.5,4222,Central
7,STEM,1995,9750.32,2.71,18784,Central
3,STEM,1963,9785.09,2.21,13703,Central
2,Professional,1997,11728.96,2.69,4085,EastCoast
20,Professional,1959,11698.4,2.97,1714,EastCoast
2,STEM,1992,9731.06,2.49,4654,WestCoast
5,Humanities,1985,10233.74,2.41,12034,WestCoast
22,Vocational,1964,13210.02,2.1,10482,EastCoast
54,STEM,1998,9799.96,2.06,6417,WestCoast
1,Vocational,1998,13296.72,2.92,1510,Central
27,Professional,1998,11778.33,2.34,4892,Central
38,Humanities,1994,10278.31,2.73,4202,WestCoast
38,Other,1991,6452.89,2.98,38159,EastCoast
1,STEM,1972,9749.67,2.55,6539,WestCoast
3,Other,1997,4993.22,2.19,9427,WestCoast
12,STEM,1962,9693.95,3.06,1853,EastCoast
5,STEM,1960,9697.89,3.07,3994,Central
69,STEM,1992,9741.41,2.64,4721,WestCoast
24,Professional,2002,11775.64,2.14,6068,EastCoast
12,Buisness,1956,10237,2.37,5775,EastCoast
24,Humanities,1988,10245.67,2.3,5659,Central
27,Professional,1994,11710.2,2.74,7895,EastCoast
44,STEM,1952,9681.46,3,4926,EastCoast
7,Humanities,2000,10231.77,2.37,4107,WestCoast
15,Buisness,1988,10271,2.71,5516,WestCoast
4,Vocational,1970,13255.52,2.49,54882,WestCoast
1,Humanities,1984,10223.35,2.18,2841,EastCoast
19,Vocational,1996,13241.53,2.49,6667,EastCoast
13,Professional,2002,11679.29,3.07,16993,EastCoast
4,Buisness,1957,9731,2.69,6538,Central
31,Humanities,1972,10178.69,1.72,16484,EastCoast
10,Professional,1997,11715.42,2.89,6797,Central
13,Professional,1955,11657.97,3.33,7304,WestCoast
79,Humanities,2004,10207.14,1.97,12019,WestCoast
58,Humanities,1993,10363.74,3.46,4535,EastCoast
64,STEM,1961,9686.34,3.18,4040,EastCoast
2,Vocational,1952,13210.99,2,5713,WestCoast
36,Humanities,1991,10274.9,2.92,7050,WestCoast
8,Professional,1969,11730.73,2.73,6787,WestCoast
0,Professional,1985,11674.62,3.31,2619,Central
17,Vocational,1999,13233.24,2.36,5487,WestCoast
30,STEM,1999,9722.21,2.88,2806,EastCoast
8,Professional,1990,11781.85,2.36,5917,EastCoast
7,Buisness,1983,9754,2.46,1918,WestCoast
31,Professional,1977,11712.68,2.88,17418,Central
9,Other,1991,5077.64,3.24,1694,Central
25,Vocational,1963,13313.49,3.01,2339,EastCoast
26,STEM,1994,9741.43,2.55,5427,WestCoast
6,Professional,1985,11807.75,2.06,4598,Central
6,STEM,2000,9731.39,2.75,104417,EastCoast
14,STEM,1955,9726.87,2.62,3899,EastCoast
36,Humanities,1964,10251.83,2.37,2189,EastCoast
44,Vocational,2002,13216.17,2.21,6007,Central
2,Humanities,1977,10307.13,3.13,4230,Central
1,Other,1986,5002.69,1.97,7836,Central
40,STEM,1991,9760.2,2.34,4772,WestCoast
87,STEM,1962,9805.64,1.99,15963,Central
2,STEM,1956,9683.66,3.16,7613,Central
16,Humanities,1996,10365.22,3.71,15917,Central
63,STEM,1971,9802.55,1.94,10543,WestCoast
9,Professional,1972,11753.58,2.21,5277,EastCoast
15,Vocational,1961,13247.98,2.55,2590,WestCoast
0,Buisness,1970,10277,2.77,3579,Central
37,Professional,1992,11707.18,2.91,4374,Central
33,Professional,1995,11788.34,2.16,6391,EastCoast
104,Professional,2004,11743.75,2.51,6543,WestCoast
6,Vocational,1992,13301.48,3.01,2500,EastCoast
11,Humanities,1979,10217.55,2.25,7616,Central
6,Humanities,1959,10178.65,1.9,5576,WestCoast
48,Vocational,1977,13296.21,3.14,3542,WestCoast
22,Humanities,1995,10311.22,2.89,13805,EastCoast
4,Professional,2003,11772.73,2.33,2904,Central
24,Humanities,1975,10222.96,2.29,1903,WestCoast
34,Professional,2002,11632.86,3.64,5334,WestCoast
19,Vocational,1998,13236.21,2.18,3478,Central
9,Vocational,1968,13202.15,2.02,3658,WestCoast
63,Other,1963,8986.28,2.31,3042,WestCoast
38,STEM,2000,9737.86,2.69,5344,WestCoast
7,Professional,1967,11766.43,2.22,1550,Central
3,Other,2002,4994.37,2.53,1380,EastCoast
23,Vocational,1986,13226.77,2.17,5950,WestCoast
0,Professional,2005,11653.88,3.43,7784,WestCoast
11,Buisness,1960,10197,1.97,7636,Central
36,Professional,1992,11772.22,2.29,5053,Central
65,Humanities,1954,10261.56,2.64,6992,EastCoast
36,Buisness,1950,10223,2.23,3937,WestCoast
7,Vocational,1985,13147.88,1.46,5925,WestCoast
8,Professional,1963,11677.02,3.13,3042,EastCoast
9,Vocational,1970,13234.55,2.44,2316,WestCoast
29,STEM,1999,9760.18,2.39,9577,WestCoast
6,Vocational,1992,13266.51,2.74,12184,WestCoast
35,Humanities,1997,10295.79,3.09,3178,WestCoast
3,Buisness,1968,10255,2.55,3835,WestCoast
28,Humanities,1970,10282.56,2.87,1688,EastCoast
2,STEM,1977,9754.46,2.45,2589,WestCoast
16,Vocational,1956,13306.61,3.06,4926,WestCoast
55,Professional,1979,11806.76,1.87,2007,WestCoast
7,Vocational,2004,13225.16,2.23,35788,WestCoast
6,STEM,1985,9720.13,2.71,9201,Central
37,Humanities,1962,10216.98,2.32,5634,Central
7,STEM,1953,9748.21,2.46,1611,WestCoast
55,STEM,1983,9582.66,4,5204,WestCoast
12,Professional,2003,11775.85,2.29,5120,WestCoast
3,Humanities,1982,10197.39,1.92,10197,EastCoast
15,Vocational,1984,13239.8,2.34,8654,Central
29,Humanities,1952,10150.62,1.59,8891,WestCoast
8,Other,1960,5075.07,2.11,5035,EastCoast
25,Humanities,1969,10259.32,2.56,3619,Central
11,STEM,1960,9710.04,2.91,2404,WestCoast
11,Vocational,1999,13297.4,2.88,5099,EastCoast
10,STEM,1955,9707.58,2.94,6650,Central
14,STEM,2003,9692.88,3.04,1932,EastCoast
5,Vocational,1962,13219.32,2.25,2729,EastCoast
37,STEM,2000,9832.08,1.7,22126,WestCoast
8,Buisness,1989,9753,2.47,1539,Central
1,Buisness,1968,10240,2.4,6514,EastCoast
13,Vocational,1967,13285.69,2.93,5295,EastCoast
20,Other,1994,5402.89,2.53,7612,WestCoast
2,Buisness,1982,10279,2.79,11362,WestCoast
22,STEM,1963,9737.55,2.79,5819,EastCoast
14,Humanities,1977,10244.43,2.4,10047,EastCoast
14,Humanities,1978,10145.27,1.38,4084,EastCoast
10,Other,1971,5104.41,2.31,4163,WestCoast
8,STEM,1989,9773.55,2.25,5803,WestCoast
9,Humanities,1990,10287.04,2.99,15049,Central
26,Humanities,1953,10246.56,2.44,2337,EastCoast
10,STEM,1978,9819,1.96,1516,EastCoast
13,Humanities,1997,10246.64,2.52,1719,WestCoast
15,STEM,1968,9704.48,2.83,1442,Central
31,Professional,1973,11722.28,2.8,14744,EastCoast
11,STEM,1978,9762.41,2.36,10443,WestCoast
18,Professional,1996,11757.69,2.49,8134,Central
33,Buisness,1952,10285,2.85,13358,EastCoast
23,STEM,1976,9734.65,2.71,7199,EastCoast
13,Vocational,1953,13277.83,2.77,2107,EastCoast
6,Other,1993,5032.33,2.98,6888,WestCoast
62,Other,1957,8843.92,1.56,2472,Central
35,Professional,1990,11657.92,3.29,8605,Central
84,Humanities,1988,10224.59,2.15,2420,WestCoast
2,STEM,1984,9830.48,1.7,3892,EastCoast
21,Professional,1969,11703.36,2.95,1982,EastCoast
6,STEM,1976,9731.71,2.64,2218,EastCoast
53,Vocational,1978,13266.25,2.51,3048,EastCoast
60,Professional,2003,11738.79,2.53,1297,WestCoast
2,Buisness,1969,9729,2.71,5307,Central
2,Vocational,1985,13270.19,2.69,3267,EastCoast
2,Professional,1991,11740.75,2.79,8465,EastCoast
43,Humanities,1967,10261.23,2.62,2156,EastCoast
11,STEM,1974,9734.24,2.78,4656,EastCoast
18,Professional,1957,11729.03,2.77,4633,WestCoast
8,Humanities,1982,10258.33,2.31,4629,Central
32,Professional,1975,11725.51,2.55,2571,EastCoast
7,Vocational,1990,13232.41,2.31,6338,Central
10,Professional,1981,11778.37,2.21,2742,Central
19,STEM,1995,9783.49,2.11,3772,WestCoast
11,Professional,1971,11675.93,3.3,3429,EastCoast
21,Professional,1953,11739.27,2.52,6785,WestCoast
17,Humanities,1993,10232.21,2.26,5765,Central
12,Professional,1976,11728.88,2.76,2703,Central
3,Buisness,1966,10179,1.79,23051,WestCoast
11,STEM,2004,9815.54,1.85,2604,EastCoast
6,Professional,1978,11688.09,3.11,6284,Central
6,Professional,1989,11808.69,1.81,3684,EastCoast
7,STEM,1965,9719.63,2.65,2232,Central
3,Professional,1970,11818.04,1.88,5787,Central
9,STEM,1972,9817.4,1.86,4995,Central
26,Vocational,1987,13265.21,2.52,7465,EastCoast
7,STEM,1982,9689.94,3.06,2832,WestCoast
10,Humanities,1972,10265.24,2.59,3752,WestCoast
25,STEM,1992,9754.98,2.53,2156,Central
4,Vocational,1973,13224.3,2.31,3430,Central
7,Professional,1980,11761.69,2.37,10651,Central
15,Buisness,1970,10246,2.46,5230,WestCoast
6,Professional,1972,11700.47,2.89,2263,EastCoast
21,STEM,1958,9805.93,1.91,3780,EastCoast
5,Professional,1962,11671.43,3.11,2742,Central
24,Vocational,1953,13282.31,2.76,37468,EastCoast
7,Other,1997,5043.33,2.37,8021,EastCoast
10,Other,1969,5097.57,3,3273,Central
9,Vocational,1982,13190.31,2.08,5446,EastCoast
12,Professional,1965,11833.64,1.46,4971,EastCoast
8,STEM,1971,9687.97,3.19,2835,WestCoast
6,Vocational,1959,13290.53,2.85,9625,EastCoast
4,Buisness,2001,9762,2.38,5493,WestCoast
35,STEM,2002,9745.34,2.39,17384,EastCoast
20,Vocational,2000,13210.33,2.28,6047,WestCoast
4,Buisness,1997,9760,2.4,3734,WestCoast
14,Humanities,1955,10278.88,2.67,3705,WestCoast
11,Professional,1999,11743.03,2.74,7146,WestCoast
20,Humanities,1951,10262.98,2.57,6215,WestCoast
2,STEM,1978,9673.05,3.16,12637,EastCoast
8,Humanities,1977,10232.14,2.13,5047,Central
5,STEM,1976,9692.41,3.15,4376,EastCoast
16,Buisness,1985,9758,2.42,6265,Central
46,Humanities,1999,10306.85,3.07,8019,Central
33,Humanities,2000,10309,3.11,7239,Central
2,STEM,1957,9775.52,2.43,8464,EastCoast
32,STEM,1999,9731.28,2.66,9592,Central
24,STEM,1965,9757.55,2.38,3346,WestCoast
5,Other,1967,5017.35,1.31,5126,WestCoast
21,Vocational,2004,13181.53,1.77,3073,Central
2,Vocational,1992,13267.72,2.68,4901,EastCoast
48,Other,1977,7299.24,2.77,7935,WestCoast
22,Other,1972,5478.14,3,4262,EastCoast
2,Other,1964,5016.06,2.58,7852,WestCoast
17,Vocational,1959,13221.43,2.2,21992,EastCoast
25,Professional,1958,11721.7,2.91,25074,WestCoast
54,Professional,1996,11746.3,2.63,3052,EastCoast
48,STEM,1997,9754.54,2.64,6210,WestCoast
52,STEM,1954,9749.64,2.43,5750,Central
16,Vocational,1986,13272.48,2.68,3350,Central
22,Vocational,1951,13194.2,2.05,2308,Central
5,Vocational,1980,13247.62,2.51,5350,EastCoast
25,Buisness,1983,9747,2.53,1845,WestCoast
11,Vocational,1988,13235.12,2.45,5444,WestCoast
123,Buisness,1983,9687,3.13,5931,EastCoast
16,Other,1962,5266.33,2.45,9803,Central
8,Humanities,1995,10227.3,2.29,3356,Central
7,Professional,1952,11769.45,2.29,6054,EastCoast
36,Vocational,1992,13180.82,1.93,1073,WestCoast
6,STEM,1966,9667.97,3.26,2428,WestCoast
45,Professional,1959,11828.37,1.82,10332,WestCoast
28,Other,1960,5806.96,2.78,14003,EastCoast
99,Other,1981,14796.17,2.3,7055,WestCoast
11,Other,2003,5126.46,1.91,10921,Central
9,Humanities,1976,10250.44,2.48,4575,WestCoast
23,Vocational,1993,13267.87,2.77,3400,Central
72,Buisness,1966,10205,2.05,1966,WestCoast
58,STEM,1987,9755.56,2.51,4617,WestCoast
51,Buisness,1999,9691,3.09,3072,EastCoast
29,Vocational,1959,13315.08,2.98,2276,EastCoast
1,Buisness,1969,9744,2.56,2904,WestCoast
26,Professional,1965,11726.49,2.65,6501,WestCoast
20,Buisness,1995,9699,3.01,34916,EastCoast
20,Professional,1984,11746.09,2.49,2912,WestCoast
58,Professional,1997,11709.42,2.87,3272,Central
2,Buisness,1984,10270,2.7,4839,EastCoast
33,Humanities,1990,10281.41,2.73,4885,EastCoast
33,STEM,1969,9850.2,1.65,5209,Central
68,Professional,1969,11790.54,1.97,6365,Central
4,STEM,1965,9666.2,3.32,10312,EastCoast
47,STEM,1963,9778.91,2.25,3777,WestCoast
4,Professional,1967,11751.06,2.43,9766,Central
