Piv,Zyrc,Xelco,Yulos,Pilms,WAC,ID,ZIQ
5,Solario,1983,97,3269.512195,FC,3882,2.97
2,Esplen,2009,74,6343.571429,ET,6570,2.53
39,Solario,1977,68,5355.727273,EM,2144,1.37
1,Quilante,1989,5,11288.66667,ET,1615,2
3,Brillante,1994,16,5152,ET,8100,2.56
8,Esplen,1968,88,5242.151515,FB,7366,2.33
8,Solario,1967,57,4232.666667,ET,3696,2.25
33,Esplen,2015,43,10636.35294,FB,6917,2.76
51,Esplen,2008,6,9128.909091,EM,6511,2.21
11,Vibranto,1974,25,3357.051282,FB,5578,2.21
7,Solario,1998,56,8413,FC,2920,2.63
14,Solario,1998,67,102607,FB,3701,2.27
35,Esplen,1994,84,54611,EM,7702,2.14
2,Vibranto,2016,49,4247.588235,EM,5668,2.54
68,Esplen,2005,76,1741.537313,EM,7367,1.71
29,Brillante,2014,19,4622.903226,FC,8362,2.31
0,Vibranto,1977,54,7104.454545,ET,4822,2.2
8,Vibranto,1975,52,2260.913043,ET,4446,3.12
0,Esplen,2008,80,7868,ET,6120,2.36
34,Esplen,2009,32,10137.15789,ET,7619,2.15
4,Solario,1996,74,3942.428571,FB,3128,1.83
11,Vibranto,1980,55,8329.666667,FC,4115,2.37
2,Esplen,2009,84,4643.806452,EM,7431,1.93
39,Esplen,1991,10,5394.051282,ET,7778,2.77
30,Ardent,1985,88,4349.666667,EM,9396,2.71
0,Quilante,2006,50,21412.66667,ET,206,2.9
53,Solario,1972,63,9862.857143,FC,2414,2.44
14,Ardent,2006,57,3015.659574,FC,9247,2.66
5,Quilante,1967,84,3846.816327,ET,49,2.71
10,Vibranto,1980,25,53976,ET,5302,2.44
26,Quilante,2011,74,4680.428571,EM,628,2.3
83,Solario,2016,87,6098.581395,ET,2643,2.97
41,Ardent,1994,94,1871.470588,FC,9985,2.91
16,Vibranto,1969,48,8008.904762,ET,5721,2.1
59,Quilante,1992,10,6220.581395,ET,1643,1.82
10,Solario,1998,90,5573.425287,ET,3987,2.67
6,Vibranto,2007,76,4605.153846,ET,4826,2.02
21,Solario,1991,80,3935.863014,FC,3773,2.51
21,Vibranto,2011,93,1165.829787,FC,5694,2.57
26,Esplen,1997,35,2947.714286,FC,6956,1.88
16,Brillante,2007,52,6837.913043,FC,8746,2.27
19,Solario,1975,27,1424.111111,EM,3990,2.46
35,Vibranto,1977,62,6697.176471,ET,5134,3.3
25,Solario,1976,89,6768.714286,EM,3456,2.57
8,Quilante,1988,28,3140.792453,EM,1953,2.51
32,Solario,2006,27,10600.30769,FB,3813,2.09
23,Esplen,1992,32,9318,FC,7216,3.24
98,Vibranto,2006,13,5463.351351,FC,5474,2.43
6,Solario,1990,46,10387,FC,3010,3.13
2,Solario,1984,94,7997.352941,ET,2417,1.58
20,Brillante,1988,58,23361,ET,8405,2.69
53,Ardent,1991,35,1915.789474,EM,9476,2.58
15,Solario,2018,78,6193.666667,FC,2624,2.31
0,Quilante,2004,41,4124.588235,FB,1268,2.78
19,Quilante,2001,3,4037.176471,ET,1234,2.52
75,Solario,2016,72,3057.275362,FC,2769,1.89
15,Ardent,1989,71,5937.595506,FC,9189,1.81
113,Ardent,1982,74,4113.903226,EM,9762,2.71
4,Quilante,1974,75,3127.137931,ET,1758,2.64
41,Solario,2001,97,9405,FC,3616,2.18
25,Quilante,2002,67,4650.901099,FC,591,3.11
11,Solario,1977,58,7176.777778,ET,2736,2.29
9,Vibranto,1985,99,5660.666667,EM,4396,1.57
29,Brillante,2013,99,4670.30303,FC,8833,3.11
15,Solario,1996,28,3356.151515,FB,2966,2.08
30,Solario,1976,83,5100.822785,FB,3979,2.47
38,Quilante,2006,11,1662.268817,FB,1893,2.91
1,Vibranto,2005,88,7917,EM,4120,2.02
10,Vibranto,2011,74,3606.051282,EM,5478,2.64
30,Quilante,1979,3,2647.784314,ET,1451,2.91
4,Esplen,1993,25,6643.806452,FC,6731,3.37
0,Brillante,2006,79,21373.66667,ET,8106,2.21
56,Vibranto,1988,46,28184,FC,4004,2.51
20,Ardent,1990,77,6280.181818,FC,9955,2.62
4,Esplen,1981,26,5278,EM,6550,2.3
12,Ardent,2006,29,5502.631579,FB,9695,2.79
18,Ardent,1974,57,4661.588235,EM,9468,2.27
5,Esplen,1973,13,1495.631579,FC,7695,2.87
11,Solario,2017,10,15823.11111,ET,2409,2.1
0,Quilante,2018,1,4789.142857,FB,1635,2.77
39,Esplen,1991,83,7045.666667,FC,6515,2.85
1,Vibranto,1967,1,2469.301587,ET,5663,2.08
13,Solario,1973,18,2503.816327,EM,2849,2.94
45,Quilante,1975,3,2807.571429,ET,1970,1.94
15,Solario,2000,46,10415.85714,ET,2614,2.08
2,Solario,2011,38,6267.333333,FB,3330,2.35
5,Vibranto,1971,45,1419.822785,EM,4979,2.22
66,Vibranto,1966,52,1785.450704,EM,4171,2.74
2,Quilante,1984,77,1537.595506,FC,689,2.29
14,Esplen,2016,51,5342.915254,FB,7459,2.72
8,Brillante,1976,72,2478.450704,FC,8371,2.52
38,Vibranto,2007,1,3515.631579,FB,4295,2.16
12,Ardent,1989,36,1803.714286,FC,9656,3.08
25,Ardent,2007,33,5759.425287,FC,9587,2.41
10,Ardent,2005,97,5020.927835,FC,9297,3.4
2,Esplen,1981,69,9610.333333,FC,7612,2.36
1,Esplen,1974,99,3395.588235,FB,6868,2.34
59,Vibranto,1995,7,6187.30303,FC,5333,2.44
20,Vibranto,2010,79,6520.076923,ET,4052,3.22
12,Vibranto,1974,3,3160.702703,FC,5437,1.95
102,Esplen,2011,60,6668.275862,FC,6429,2.9
33,Brillante,1972,8,4499.792453,FB,8453,2.55
13,Vibranto,1970,17,6067.454545,FC,5322,2.7
18,Solario,1968,77,16936.66667,EM,3006,2.31
13,Quilante,2004,61,5345.578947,FB,338,2.46
13,Ardent,2001,13,6986.913043,FB,9846,2.42
1,Esplen,1969,61,4586.727273,FC,6344,2.01
28,Vibranto,2001,7,2884.581395,ET,5543,2.57
20,Ardent,2009,64,17697.71429,FB,9407,2.52
1,Vibranto,1987,15,6436.385965,FC,5657,2.12
19,Ardent,2007,55,5309.137931,FB,9858,2.45
10,Esplen,2009,23,5267.351351,EM,7374,2.8
25,Solario,1993,54,3144.30303,ET,3533,3
44,Ardent,1997,51,1642.666667,FB,9096,3.29
13,Esplen,2006,16,10316.66667,EM,7515,2.78
16,Esplen,1983,19,6849.666667,FB,7715,3.03
43,Brillante,2008,50,5507.425287,ET,8387,2.06
4,Quilante,1992,33,4031.051282,ET,178,2.58
6,Quilante,2012,51,1752.956522,FC,392,2.64
7,Ardent,1992,9,4620.901099,FB,9991,3.28
16,Quilante,1969,15,4748.816327,FC,1249,2.58
10,Quilante,1971,39,3647.537313,ET,867,1.99
6,Brillante,1966,68,4988,EM,8450,1.99
0,Vibranto,1985,39,7998.307692,FB,5913,2.58
6,Esplen,1979,17,5519.408163,FC,6198,2.03
46,Solario,2007,12,6212.666667,FC,3660,2.72
8,Ardent,1975,88,3869.301587,FC,9863,2.38
0,Ardent,1976,80,4760.826087,ET,9923,2.27
35,Vibranto,2003,46,4238.30303,FC,5833,2.35
16,Vibranto,2013,44,2953.819277,FB,4283,1.76
15,Esplen,1978,93,3113.913043,ET,7046,2.54
34,Vibranto,2002,74,18835.71429,EM,5807,3.1
32,Solario,2007,81,6166,FC,3320,2.27
29,Brillante,1973,5,6275.344262,FC,8561,2.36
26,Vibranto,1986,48,3110.792453,FC,5053,2.67
20,Vibranto,1984,15,3423.595506,FC,5889,1.89
1,Esplen,1970,94,4698.408163,ET,7098,2.78
5,Solario,1987,20,5786.819277,EM,3883,2.42
41,Ardent,1983,22,2399.5,FB,9764,2.23
3,Quilante,1997,60,4708.588235,FB,468,2.63
13,Vibranto,2012,20,3674.137931,FC,4758,2.32
9,Vibranto,1977,97,35116.33333,EM,5003,1.56
78,Solario,2011,15,8578.153846,FB,2026,2.19
23,Solario,1988,20,4145.344262,FB,3661,2.42
4,Quilante,2014,91,5399.076923,FC,252,2.07
45,Ardent,2014,50,2122.333333,EM,9248,2.31
1,Brillante,1986,83,9898.333333,EM,8012,2.45
5,Vibranto,2012,86,4678.268817,ET,5293,2.63
43,Solario,2006,8,3228.702703,FB,2537,2.37
31,Esplen,1990,32,4208.701299,FC,7077,2.31
9,Solario,1989,87,11832.30769,FB,3713,3.12
41,Esplen,2008,49,7612.428571,ET,6828,3.38
38,Solario,2000,50,10361.66667,FC,3315,3.06
35,Quilante,2018,7,24203,ET,805,1.43
53,Quilante,1967,87,5113.385965,ET,1557,3.24
27,Brillante,1998,46,52700,FB,8102,2.91
50,Esplen,1990,51,14817.11111,FB,6809,1.86
20,Vibranto,1982,16,3792.631579,EM,5495,2.67
9,Solario,1973,80,5498.952381,FB,3242,2.98
1,Quilante,2019,61,5451.819277,FC,583,2.62
18,Esplen,1973,80,4611,EM,7480,3.02
37,Vibranto,1994,6,2970.076923,EM,4752,2.23
60,Vibranto,2011,86,4195.076923,ET,5252,2.31
76,Esplen,2007,11,2365.901099,ET,7191,3.25
2,Vibranto,1972,31,5612.537313,FB,4267,2.75
30,Vibranto,2019,74,2595.363636,ET,4388,2.63
68,Ardent,1994,65,3186.819277,EM,9983,2.49
10,Solario,2010,23,6772.666667,FC,3124,3
13,Esplen,1988,92,4358.30303,FC,6133,2.69
2,Brillante,1979,74,4096.727273,ET,8844,2.74
13,Vibranto,1974,11,4684,EM,5100,2.7
0,Brillante,2006,61,1508.790698,FB,8386,2.62
1,Ardent,1985,36,5051.703704,FC,9627,2.64
18,Solario,1973,21,3281.333333,EM,3075,2.71
6,Brillante,1967,53,5403.829787,ET,8894,2.62
51,Brillante,1975,95,3854.137931,FB,8758,1.9
38,Esplen,2017,44,4573.151515,ET,6766,2.99
10,Vibranto,2009,14,4741.454545,FB,4122,2.56
13,Esplen,2001,71,2371.408163,ET,6498,2.52
14,Solario,2013,19,5080.702703,FC,3037,2.91
29,Ardent,2013,13,4303.450704,FC,9171,1.96
36,Quilante,1989,70,2506.408163,FB,1798,2.63
5,Brillante,1999,80,5095.913043,ET,8546,1.85
25,Esplen,1998,94,3261.727273,EM,6844,2.88
2,Vibranto,1997,11,1846.666667,ET,4760,3.28
16,Solario,2002,64,4472.275362,FB,3769,3.01
8,Solario,2017,60,6510.578947,EM,3538,2.95
1,Quilante,1984,58,5802.784314,ET,1051,2.62
3,Esplen,2019,36,5987.806452,EM,7531,1.52
60,Vibranto,1998,42,7265.428571,FC,4528,2.06
9,Solario,1976,20,13341.90909,FB,3511,1.94
56,Vibranto,2002,45,3541.792453,ET,4053,2.68
24,Ardent,1970,21,5408.137931,ET,9158,2.74
11,Vibranto,1975,54,1746.47619,EM,5684,2.71
2,Esplen,1967,16,3465.777778,EM,6036,2.96
7,Vibranto,1974,91,3172.901099,FC,4891,1.76
3,Vibranto,1978,7,2739.714286,ET,4256,3.05
8,Ardent,1992,28,11170.90909,ET,9111,2.07
61,Brillante,1971,45,6126.727273,FB,8644,2.25
35,Quilante,1990,73,7797,FB,1925,1.99
74,Esplen,1995,37,3367.913043,FB,6546,2.51
84,Solario,1975,50,8722,ET,2016,3.29
17,Vibranto,2010,48,2636.425287,FC,5487,3.26
25,Quilante,2019,24,6481.806452,FC,1431,3.01
7,Brillante,1980,31,6403.30303,ET,8233,2.48
20,Solario,1973,85,2506.588235,ET,3368,1.67
4,Esplen,1972,71,5670.714286,EM,6156,3.02
26,Solario,1986,4,3659.631579,ET,3395,2.89
6,Ardent,1995,59,1892.385965,EM,9157,1.75
32,Vibranto,1966,51,16224,ET,5708,2.26
9,Solario,2013,35,6327.714286,ET,3256,3.18
31,Quilante,2013,68,2802.385965,ET,757,1.84
19,Brillante,2019,66,5846,FC,8920,1.81
61,Vibranto,2011,80,2795.344262,ET,5361,2.97
5,Quilante,2015,30,103306,ET,301,4
11,Brillante,2003,44,3025.666667,FB,8660,2.43
2,Solario,2008,68,3713.792453,FC,2753,2.23
48,Vibranto,2011,71,7131.02439,FB,5741,2.59
78,Solario,2004,45,3402.806452,EM,3431,2.39
65,Solario,2007,9,5061.344262,FB,3361,2.63
90,Solario,1980,63,5824.333333,FB,3930,3.07
13,Quilante,1973,92,2417.344262,ET,1561,2.24
43,Esplen,2011,97,5181.822785,ET,6579,1.79
56,Brillante,2013,78,2220.863014,ET,8973,2.55
1,Brillante,1997,71,6422.222222,ET,8545,1.9
50,Vibranto,1985,9,3230.631579,FB,4495,2.74
19,Brillante,2010,38,5456.5,ET,8164,2.57
11,Esplen,2017,57,4374.333333,FB,6975,2.47
7,Quilante,1996,76,4417.784314,FB,951,2.39
17,Ardent,1992,19,3643.888889,FB,9072,2.88
44,Vibranto,2014,40,4000.777778,FB,5936,2.88
2,Esplen,1994,84,4529.666667,ET,6560,2.48
1,Vibranto,2013,89,8495.666667,FB,5715,2.98
73,Brillante,1974,89,3234.851852,FB,8454,2.32
16,Esplen,2009,3,9776.307692,EM,7313,1.83
60,Quilante,2008,95,5443.806452,FC,1831,2.81
2,Ardent,1994,47,5802.111111,EM,9490,3.29
0,Brillante,2010,1,7117.666667,FB,8024,2.6
4,Vibranto,2005,22,6139.142857,ET,5335,2.41
3,Quilante,1972,9,18401.71429,EM,1207,1.54
40,Esplen,2018,51,3922.333333,EM,6175,1.91
41,Quilante,2018,67,10089,ET,316,2.62
13,Esplen,2001,96,3027,EM,7880,2.77
83,Esplen,1969,29,1528.863014,ET,6173,2.91
24,Solario,1991,18,4785.702703,FC,2837,3
33,Vibranto,1984,25,21563.66667,EM,4206,2.71
3,Vibranto,1979,80,6946,ET,5525,2.5
8,Vibranto,1967,23,2917.408163,FB,4898,3.74
45,Brillante,1971,17,4729.363636,ET,8588,2.37
17,Vibranto,2016,92,4664.659574,EM,5647,3.13
10,Solario,1989,34,12190,FC,3910,2.53
4,Esplen,2010,31,11200.66667,EM,6015,2.3
2,Esplen,1993,84,3728.47619,ET,6484,2.37
1,Esplen,2002,78,3249.537313,FB,6267,2.35
18,Brillante,2011,18,5333,ET,9000,2.75
81,Esplen,1999,30,24603,FB,6105,2.81
5,Vibranto,2008,17,4169.153846,EM,4526,2.83
22,Esplen,1994,39,2589.888889,ET,6972,2.19
37,Esplen,2019,29,2226.792453,EM,7253,2.87
22,Esplen,2010,19,102507,EM,6701,3
45,Vibranto,1966,24,1402.829787,FC,4894,2.26
24,Vibranto,1985,57,3287.111111,EM,5690,1.34
45,Vibranto,2005,77,3921.901099,EM,5691,2.35
74,Solario,1976,52,5090.051282,EM,2078,2.55
5,Solario,1970,52,3430.792453,FB,2353,2.49
21,Vibranto,2011,100,6939.816327,FC,4049,2.91
12,Vibranto,2017,90,4515,EM,4325,2.99
22,Solario,1986,73,7298.153846,ET,3626,1.97
4,Solario,1997,58,4437.567901,FB,2681,3.32
30,Esplen,2009,78,5214.631579,ET,6295,1.62
45,Vibranto,1976,87,2438.727273,FB,5644,1.52
15,Solario,1971,95,6938.30303,FC,3633,2.25
7,Solario,1965,45,5259.051282,ET,3378,2.29
72,Quilante,1981,55,2963.659574,EM,1547,1.81
10,Quilante,1977,26,8664.454545,FB,322,2.24
47,Solario,1974,56,10747.90909,FC,2311,2.37
1,Brillante,1964,46,12638.11111,EM,8309,2.44
90,Solario,2009,58,2348.537313,FB,3967,3.2
24,Solario,1998,1,7754.777778,FC,2136,2.29
11,Brillante,1978,82,5665,FB,8400,2.43
7,Esplen,1999,36,4761.956522,FB,6292,2.43
5,Solario,1977,39,3901.571429,FC,2270,2.52
5,Quilante,1966,59,4389.901099,EM,1491,2.09
18,Vibranto,1980,13,6050.595506,ET,5689,2.67
12,Vibranto,1978,23,4335.915254,EM,4559,2.76
15,Solario,2010,56,4756.666667,EM,2196,2.96
17,Esplen,2011,47,6573.157895,FB,6619,2.4
21,Vibranto,1972,13,10703.90909,FB,4111,2.02
8,Solario,2003,6,6584,FB,3332,1.6
102,Esplen,1965,7,6708.702703,ET,7837,2.97
49,Ardent,1995,51,4202.111111,FB,9790,2.47
85,Esplen,1965,89,5333.275362,FB,7969,2.92
44,Vibranto,1975,73,2126.051282,FC,4378,3.03
18,Esplen,1975,86,4657.450704,FB,7071,2.16
3,Quilante,1978,54,4944.301587,FB,963,2.92
6,Brillante,1999,24,4950.578947,FB,8938,3.06
3,Brillante,1975,29,3889.408163,ET,8898,2.79
15,Solario,1997,61,2447.181818,FC,3855,2.01
12,Esplen,1976,86,5448.888889,FC,7372,2.28
1,Solario,2016,46,7004.222222,FB,3045,2.81
65,Vibranto,2003,86,6844.102564,FB,4239,1.89
54,Solario,1965,15,2243.450704,EM,2571,2.66
51,Brillante,2001,99,10797.90909,FB,8911,2.45
6,Esplen,2012,62,1782.956522,EM,6792,2.1
9,Solario,1966,40,5627.666667,ET,3560,2.33
24,Ardent,2013,22,1873.915254,EM,9159,3.15
17,Esplen,1995,2,7165.578947,EM,7638,2.48
5,Solario,1996,36,2600.903226,EM,2162,2.13
22,Quilante,1970,13,12638,FB,1410,2.38
22,Esplen,1972,77,3921.275862,FC,6029,2.54
39,Ardent,1986,83,3717.275862,FB,9629,2.27
6,Esplen,1995,56,5633.076923,ET,7252,2.2
14,Solario,1992,18,1407.822785,FB,3679,3.32
19,Quilante,1986,18,20123.66667,ET,806,2.61
0,Quilante,1970,89,5868.176471,ET,1134,3.3
4,Vibranto,1970,97,7765.454545,FB,4222,3.3
10,Esplen,2000,25,9358.307692,ET,6413,2.37
20,Vibranto,1999,24,5105.450704,EM,4971,2.07
23,Brillante,1987,60,6536.666667,ET,8960,2.65
20,Solario,1991,26,3479.567901,FC,3781,2.86
64,Quilante,1991,24,53776,FB,102,3.11
3,Brillante,2008,40,2432.581395,FB,8443,2.38
1,Esplen,1992,1,5942.863014,ET,7973,2.92
55,Solario,2011,34,4194.666667,FB,2724,2.32
21,Solario,1994,10,2656.076923,EM,2852,1.64
21,Vibranto,2010,73,8917,FB,5216,2.5
1,Brillante,1987,61,4277,FC,8680,2.7
12,Vibranto,1997,5,5412.822785,ET,5979,3.24
6,Esplen,1997,12,1349.790698,ET,7486,2.27
3,Quilante,2016,77,3483.333333,FC,330,2.37
2,Quilante,2003,1,9447.333333,FB,612,2.41
39,Solario,1985,86,4349,ET,3732,2.3
5,Ardent,1981,31,1930.344262,EM,9561,2.24
11,Brillante,2016,79,6006.901099,EM,8391,1.96
5,Quilante,2013,37,5482.851852,EM,1854,2.35
24,Vibranto,1977,81,24996,ET,4905,1.8
7,Ardent,1987,78,3149.727273,ET,9344,2.52
41,Esplen,2000,55,5837.913043,FC,7746,3.19
27,Esplen,1990,72,10415.66667,FC,6115,3.01
0,Esplen,2012,70,5628,EM,7040,2.96
7,Vibranto,1973,82,8297.904762,FB,5421,2.95
34,Solario,2009,99,1251.111111,EM,3090,2.73
2,Vibranto,2017,93,4568.142857,EM,5135,2.28
19,Quilante,1973,68,5478,EM,1300,2.09
9,Quilante,1975,41,27173,ET,104,2.55
2,Vibranto,1998,41,2697.822785,FC,5079,2.78
10,Quilante,1988,8,5044.829787,FB,994,2.32
5,Brillante,1980,75,5994.904762,EM,8121,3.07
30,Solario,2012,21,5315.428571,FC,3028,2.82
2,Quilante,2007,76,7139.806452,EM,1631,2.63
19,Brillante,1978,41,5545.666667,FC,8260,2.73
12,Quilante,1992,8,4513.702703,EM,1237,2.24
1,Quilante,1979,60,2600.822785,EM,479,2.61
4,Quilante,1973,91,1724.903226,ET,1462,2.21
4,Esplen,2017,71,1808.915254,EM,7759,3.11
71,Brillante,2016,76,7422.157895,FB,8419,3.09
1,Quilante,1987,64,1834.915254,ET,859,3.19
60,Esplen,1965,99,14722,ET,6310,2
14,Brillante,1979,88,2941,FB,8900,2.64
56,Vibranto,1974,83,5734.222222,EM,5545,2.47
12,Solario,1965,16,8584.157895,FC,3419,2.49
1,Vibranto,1988,20,28323,FC,4704,2.33
5,Esplen,1986,79,6076.777778,ET,6436,2.04
18,Esplen,1973,1,2262.222222,FC,6445,3.15
2,Quilante,1978,1,3762.851852,FC,754,2.43
13,Ardent,1981,28,6280.952381,FC,9942,3.28
15,Vibranto,1981,58,4165.222222,EM,4645,2.8
13,Vibranto,1985,49,5922.595506,FC,5289,2.09
0,Vibranto,1966,55,9589,FC,5520,2.24
8,Solario,1988,2,2583.888889,FC,2372,2.62
43,Ardent,1985,34,2601.666667,FB,9196,2.42
24,Quilante,2002,39,3731.333333,FC,1330,2.78
46,Solario,1995,65,5561.157895,FC,3619,1.88
25,Brillante,1987,64,6082,EM,8540,2.35
21,Brillante,2006,38,3454.051282,FB,8078,2.23
15,Vibranto,1984,2,5501.268817,ET,4093,2.37
8,Esplen,1967,64,5607.450704,EM,6271,2.17
19,Ardent,1994,99,12847.11111,FC,9409,2.39
6,Quilante,1985,3,3415.578947,FC,1238,1.88
8,Ardent,2018,44,18941.66667,FB,9106,2.22
8,Esplen,1992,94,6681,FB,6816,1.97
5,Quilante,2014,36,4940.777778,ET,1436,2.48
2,Vibranto,1992,23,17732.71429,FB,5907,2.69
11,Solario,2006,96,2424.571429,FC,3670,1.99
2,Quilante,2013,20,6611.784314,ET,1951,2.44
4,Solario,1975,81,1812.666667,FB,3160,2.76
3,Esplen,2012,5,7298.157895,EM,7119,3
7,Quilante,1981,75,5172,ET,1100,2.55
35,Vibranto,2018,95,6174.777778,EM,4836,2.85
1,Esplen,1971,83,5324.275862,ET,6529,2.69
38,Vibranto,2011,35,7428.102564,FC,4739,2.4
19,Quilante,2001,39,13400,ET,1710,2.3
27,Vibranto,2005,90,2907.888889,FB,5472,2.35
56,Solario,2009,34,10880.35294,ET,2817,3.13
4,Brillante,1978,38,8839,FC,8120,2.44
4,Brillante,1984,20,10581.90909,EM,8011,2.13
11,Vibranto,1992,46,5942.701299,FC,4977,1.52
21,Esplen,1970,53,2104,FB,6400,2.74
5,Ardent,1985,80,3152.333333,ET,9448,2.44
36,Brillante,1991,55,4438,FC,8850,2.97
9,Quilante,1968,90,4713.826087,ET,523,2.99
6,Brillante,1979,80,3295.956522,EM,8592,2.54
16,Esplen,1965,24,3926.816327,EM,6549,1.53
12,Solario,1969,55,3089.822785,FB,2579,1.93
4,Solario,1987,83,6212.142857,FB,2635,2.4
30,Vibranto,2010,14,2626.666667,EM,5960,2.65
62,Esplen,1992,25,2943.268817,FC,7793,2.21
12,Brillante,1989,96,2258.275362,FC,8569,2.06
28,Solario,1992,86,51032,FB,3102,2.45
7,Brillante,1994,94,2109.666667,EM,8296,1.45
20,Vibranto,2015,37,4052.666667,FB,5060,2.5
49,Vibranto,1996,84,52869,EM,4202,2.34
15,Solario,1990,28,6332.784314,FC,2551,1.92
8,Vibranto,2013,79,6682.777778,ET,5636,2.23
13,Esplen,1997,39,4510.903226,FB,7162,3.06
30,Quilante,1995,49,6386.806452,EM,31,2.51
8,Quilante,1994,40,5676.5,FB,164,1.64
28,Ardent,2010,12,8628,FB,9925,2.81
20,Esplen,1977,95,6474.176471,FC,7634,2.2
26,Vibranto,1989,45,3864.5,FB,5864,3.06
11,Ardent,1975,57,5936.777778,FB,9536,2.73
3,Quilante,2017,74,13261.90909,FB,111,1.85
13,Esplen,2018,29,5253.888889,EM,7972,3.17
15,Quilante,2019,69,6078.051282,EM,1778,2.11
18,Esplen,2000,41,3026.102564,FB,6439,2.62
14,Esplen,2007,21,1478.567901,ET,7681,2.96
9,Vibranto,2016,45,22925,FC,5105,3.15
92,Vibranto,1982,54,14208.11111,FB,4009,2.32
7,Ardent,2000,6,2544.10101,FB,9899,2.57
45,Solario,2002,36,5680.567901,EM,2081,2.69
5,Ardent,1976,26,7455.703704,EM,9027,2.17
4,Brillante,1992,98,7469.826087,FC,8323,2.62
3,Vibranto,2005,42,4319.666667,EM,4824,2.6
23,Vibranto,1988,96,2532.111111,FC,5590,2.47
6,Quilante,1984,22,7896.153846,EM,26,2.17
11,Brillante,1982,97,6808.913043,FC,8346,2.69
8,Esplen,1982,67,5033.333333,FC,7330,2.97
29,Vibranto,1970,48,5307.806452,FC,4731,2.16
10,Quilante,1974,8,4453.792453,ET,753,1.94
15,Esplen,1976,91,12882.11111,ET,7709,3.61
1,Quilante,1998,52,3898.02439,FB,641,1.94
7,Ardent,1989,50,5772.333333,EM,9948,2.98
8,Vibranto,2003,39,2261.137931,FC,5458,2.54
44,Solario,2012,76,4598.659574,ET,2747,2.5
0,Esplen,1969,93,4095.425287,FB,7987,2.74
19,Esplen,2004,26,13844,EM,7110,2.18
1,Quilante,1978,22,15411.71429,FC,1907,2.49
3,Vibranto,1983,59,5526.425287,ET,4587,2.26
9,Quilante,1990,75,4153.076923,EM,552,2.13
7,Quilante,1975,77,2818.512195,ET,1182,1.71
7,Solario,1990,1,9944.666667,EM,2615,2.29
3,Brillante,2002,8,4605.333333,ET,8048,2.76
20,Brillante,2010,55,6685,FB,8332,1.73
35,Solario,1985,87,3414.333333,EM,3548,2.52
19,Esplen,1985,14,4268.47619,ET,6984,1.73
6,Vibranto,2011,23,3803.333333,ET,5030,2.8
20,Esplen,2016,73,1822.450704,FC,6571,2.78
5,Esplen,1975,67,2321.567901,FB,6481,2
8,Solario,2005,82,7248.352941,FB,3017,2.9
6,Vibranto,1965,15,3831,EM,5400,2.97
37,Ardent,1976,29,3937.5,FB,9564,2.22
23,Esplen,2005,13,9888.333333,FC,6612,2.19
2,Quilante,1991,80,1913.851852,ET,954,2.01
64,Quilante,1975,84,11136.33333,FB,1312,2.03
34,Esplen,2017,42,5697.333333,EM,6475,1.82
0,Brillante,1969,21,4835.822785,FB,8979,3.27
5,Solario,1979,76,4218.30303,FB,3133,2.07
11,Quilante,2001,21,6697.30303,ET,1433,2.02
39,Ardent,2016,52,11905.85714,ET,9314,3.09
82,Solario,1995,39,6081.777778,FB,3936,3.48
28,Vibranto,2002,40,14982.71429,FC,5707,2.44
6,Esplen,1982,5,3131.822785,EM,7379,2.69
11,Solario,1977,33,3357.076923,FB,3252,2.49
8,Esplen,1987,83,4870.567901,EM,7181,3.04
50,Solario,2018,9,4998.956522,EM,3792,2.28
19,Quilante,2016,23,5103.904762,FC,821,3
31,Vibranto,1975,48,5802.153846,ET,4426,2.41
1,Brillante,1996,9,101409,ET,8101,1.83
31,Vibranto,2002,19,8628.307692,FC,4813,2.68
50,Ardent,2018,83,1863.301587,ET,9063,2.5
5,Esplen,1988,30,1376.819277,ET,7683,2.56
21,Quilante,1970,43,7736,FC,1916,2.67
35,Solario,1999,68,7795.275862,FC,2329,2.72
1,Solario,2001,100,7554.454545,FC,3522,1.54
39,Brillante,1975,77,2865.512195,EM,8982,2.03
3,Esplen,1984,20,3358.450704,ET,7671,2.01
3,Esplen,2001,34,13433,FC,7610,2.08
34,Esplen,2019,26,3172.5,EM,7564,2.88
5,Vibranto,2014,11,5314.806452,ET,5431,2.04
8,Vibranto,2003,85,6580.157895,EM,5519,1.48
53,Brillante,1972,48,4472.344262,ET,8061,3.32
6,Quilante,1986,28,8205,EM,120,2.43
11,Esplen,1992,19,5144.578947,FB,7438,3.01
34,Quilante,2002,12,8985.904762,FB,1821,1.89
1,Esplen,2015,91,5502.702703,FB,6537,2.84
65,Brillante,1999,10,5951.153846,FB,8826,2.53
26,Ardent,1997,77,6000.181818,ET,9355,2.88
32,Esplen,1986,66,3260.819277,FB,6283,2.36
32,Ardent,1977,1,13702,ET,9610,3.09
9,Esplen,2017,24,5337.588235,FC,6968,2.49
17,Ardent,1983,88,6537.153846,FB,9226,2.12
36,Quilante,1971,46,6021.051282,EM,1178,3.34
19,Vibranto,1975,60,7290.806452,FB,4331,3.42
11,Quilante,2014,7,13518,ET,508,2.38
28,Esplen,1966,96,3114.819277,FC,6683,2.59
16,Quilante,1988,60,14031.11111,EM,1109,2.22
9,Quilante,1981,9,12037.90909,EM,1711,3.02
