LinkedIN,Major,DOB,Tuition,College_location,ID,GPA
18,Professional,1995,9073,EastCoast,8082,2.37
9,Professional,1990,2485,Central,8083,2.67
48,STEM,1976,3746,EastCoast,8084,2.87
32,Professional,1986,3637,EastCoast,8085,2.23
29,Humanities,2002,1881,Central,8086,2.66
14,Other,1981,2149,WestCoast,8087,2.51
4,Professional,1985,4470,WestCoast,8088,2.52
16,Professional,1985,5597,Central,8089,2.66
7,Humanities,1992,3201,EastCoast,8090,2.84
3,Humanities,1959,8327,WestCoast,8091,2.35
4,Professional,1965,3507,EastCoast,8092,2.03
3,Other,1959,5190,WestCoast,8093,2.42
11,Humanities,1983,2128,WestCoast,8094,3.05
4,Buisness,1986,2331,Central,8095,3.39
9,Professional,1980,4005,Central,8096,2.44
57,STEM,1963,21367,WestCoast,8097,2.68
7,STEM,1971,10429,WestCoast,8098,2.31
19,STEM,1970,6089,EastCoast,8099,2.61
17,Vocational,1973,6380,EastCoast,8100,2.68
29,STEM,1976,9177,EastCoast,8101,3.49
11,Vocational,1959,4838,WestCoast,8102,2.71
0,Humanities,1993,3467,EastCoast,8103,2.26
25,Humanities,1979,5809,EastCoast,8104,3.02
4,Other,1961,11761,Central,8105,2.18
19,Professional,1955,5037,Central,8106,1.54
5,Vocational,1974,4126,EastCoast,8107,2.65
21,Humanities,1959,6046,WestCoast,8108,2.34
65,Buisness,1979,16370,Central,8109,2.98
28,Other,1962,34203,Central,8110,1.98
29,Humanities,1974,13393,Central,8111,1.98
71,Professional,1952,2237,WestCoast,8112,2.45
22,Humanities,1992,2429,Central,8113,2.05
2,STEM,1997,11695,Central,8114,2.14
7,STEM,1978,5983,Central,8115,2.46
3,Humanities,1958,8056,WestCoast,8116,2.64
27,Vocational,1986,7924,WestCoast,8117,2.57
150,STEM,1963,17839,Central,8118,2.12
3,STEM,1996,2362,WestCoast,8119,3.2
31,Humanities,1955,5067,Central,8120,2.15
26,Vocational,1964,7082,Central,8121,2.27
15,STEM,1976,5388,Central,8122,2.29
19,Buisness,1994,5768,Central,8123,2.57
1,Buisness,1988,100408,Central,8124,2.38
33,Professional,1988,8482,WestCoast,8125,3.18
12,Humanities,1975,2419,WestCoast,8126,1.53
24,STEM,1997,3823,Central,8127,2.75
16,STEM,1992,3991,EastCoast,8128,2.16
13,Vocational,1958,5358,WestCoast,8129,2.32
42,Vocational,1964,7899,Central,8130,2.67
9,Professional,1964,2360,WestCoast,8131,2.44
25,Humanities,1999,5213,WestCoast,8132,1.77
3,Other,1999,5791,WestCoast,8133,2.52
7,Buisness,2003,5352,EastCoast,8134,2.68
28,Other,1966,20141,Central,8135,1.94
33,Professional,1991,4884,WestCoast,8136,1.62
5,Vocational,1973,7078,EastCoast,8137,2.86
10,Professional,1998,4647,Central,8138,2.04
22,Buisness,1956,4772,EastCoast,8139,2.28
3,Professional,1995,6204,WestCoast,8140,3.03
2,Vocational,1959,7802,EastCoast,8141,2.44
65,STEM,1950,2013,EastCoast,8142,3.02
10,Other,1964,2963,Central,8143,1.57
17,Vocational,2003,6645,WestCoast,8144,2.69
9,Humanities,1985,4883,Central,8145,1.97
8,Humanities,1988,1712,Central,8146,2.36
13,Humanities,1992,3486,WestCoast,8147,2.37
5,STEM,1991,1260,Central,8148,2.84
2,Professional,1967,4939,Central,8149,3.4
12,Vocational,1965,4095,WestCoast,8150,3.16
28,Other,1989,2656,EastCoast,8151,2.11
15,Humanities,2000,16897,Central,8152,1.55
32,Professional,1989,4856,Central,8153,2.11
3,Other,2003,4451,Central,8154,2.82
72,Professional,1955,5366,WestCoast,8155,2.65
67,Vocational,1999,16950,EastCoast,8156,1.8
1,Buisness,1997,4050,WestCoast,8157,2.03
93,Other,1998,5068,Central,8158,2.3
6,Buisness,1996,11604,EastCoast,8159,2.69
20,Buisness,1981,5171,WestCoast,8160,2.03
5,Vocational,1986,26497,WestCoast,8161,1.98
4,STEM,1996,5970,Central,8162,3.2
5,Other,1964,6486,WestCoast,8163,3.22
5,Professional,1967,5013,WestCoast,8164,2.97
33,STEM,1986,4861,Central,8165,2.18
8,Other,1954,6087,Central,8166,2.16
10,Humanities,2000,23206,Central,8167,2.28
21,Vocational,1970,103445,EastCoast,8168,3.02
127,STEM,1974,6795,WestCoast,8169,2.99
1,Vocational,1976,3630,WestCoast,8170,1.91
10,STEM,1983,7848,EastCoast,8171,3.54
29,Professional,1964,1697,EastCoast,8172,1.95
6,Humanities,1990,5694,WestCoast,8173,2.77
24,STEM,1971,14358,Central,8174,2.39
10,STEM,1999,4908,Central,8175,2.28
41,Professional,1953,5840,WestCoast,8176,2.01
0,Professional,1964,4303,EastCoast,8177,3.1
2,Other,1964,13199,WestCoast,8178,1.76
25,Humanities,1996,11619,Central,8179,2.88
68,Professional,1951,20761,Central,8180,2.62
26,Other,1999,5923,Central,8181,2.46
2,Buisness,1956,4587,WestCoast,8182,2.2
10,Humanities,1977,3146,EastCoast,8183,1.78
23,Professional,1974,16936,Central,8184,3.13
11,STEM,1969,20473,WestCoast,8185,2.63
12,Other,1959,7502,EastCoast,8186,2.52
10,Professional,1963,9882,EastCoast,8187,2.78
56,STEM,1996,4960,WestCoast,8188,2.66
20,Vocational,1953,9092,Central,8189,1.67
7,Buisness,1992,3343,WestCoast,8190,2.64
32,Professional,1954,5724,Central,8191,2.67
6,Professional,1955,4244,WestCoast,8192,2.19
16,Vocational,1999,4778,Central,8193,2.6
9,Other,1968,1772,Central,8194,2.06
84,Humanities,1999,6431,Central,8195,2.44
52,Vocational,2002,24958,EastCoast,8196,3.05
22,STEM,1973,101790,Central,8197,2.55
1,Vocational,1992,6082,WestCoast,8198,3.06
19,STEM,1959,9796,EastCoast,8199,3.01
1,Humanities,1977,2082,Central,8200,2.91
10,Vocational,1988,3964,WestCoast,8201,2.13
27,Humanities,1957,2455,EastCoast,8202,2.27
45,Professional,1999,3660,Central,8203,2.77
68,Other,1978,4490,Central,8204,2.49
1,Vocational,1984,1441,EastCoast,8205,2.01
4,Vocational,1994,4390,Central,8206,3.18
24,STEM,1973,7422,EastCoast,8207,2.78
16,Humanities,2002,15595,Central,8208,2.43
4,STEM,1990,12734,EastCoast,8209,2.69
6,Humanities,1953,10448,EastCoast,8210,3.08
6,Buisness,1969,6072,Central,8211,2.45
19,Humanities,1956,4239,WestCoast,8212,1.82
2,Buisness,1985,7295,WestCoast,8213,2.34
1,Humanities,2000,6872,WestCoast,8214,2.81
63,Professional,1995,1862,Central,8215,2.88
7,Buisness,1991,5951,Central,8216,2.45
20,Vocational,1966,102475,Central,8217,2.43
14,STEM,1965,5032,WestCoast,8218,1.06
3,STEM,1967,1274,EastCoast,8219,1.25
60,Humanities,1980,2642,Central,8220,3.01
2,Other,1972,5116,Central,8221,2.5
27,Other,1969,8858,WestCoast,8222,2.47
11,Buisness,1964,23507,EastCoast,8223,1.97
22,Humanities,1964,4796,EastCoast,8224,2.33
13,Humanities,1990,2258,EastCoast,8225,3.2
18,STEM,1982,6498,EastCoast,8226,2.95
11,Professional,1952,12079,WestCoast,8227,2.53
95,STEM,1976,5906,Central,8228,2.62
21,Vocational,1970,3479,Central,8229,2.46
19,STEM,2001,3532,Central,8230,2.42
30,Vocational,1994,4062,EastCoast,8231,2.65
78,Humanities,1988,4458,EastCoast,8232,2.39
26,STEM,1965,2141,WestCoast,8233,2.18
135,Vocational,1974,53778,EastCoast,8234,3.66
37,Other,1986,13745,WestCoast,8235,2.59
2,Vocational,2000,4056,WestCoast,8236,2.54
45,Buisness,1983,7666,Central,8237,2.53
65,Other,1989,8963,Central,8238,1.78
24,Vocational,2001,3812,Central,8239,2.5
1,Professional,1950,6126,WestCoast,8240,2.18
11,Vocational,1974,7124,EastCoast,8241,2.19
22,Buisness,1959,4696,EastCoast,8242,2.17
26,Vocational,1995,2518,EastCoast,8243,2.38
12,STEM,1987,1479,EastCoast,8244,2.6
6,Humanities,1970,2260,EastCoast,8245,2.58
4,Professional,1985,5801,WestCoast,8246,2.26
39,Buisness,1978,6785,EastCoast,8247,2.12
13,Humanities,1954,4349,Central,8248,2.18
4,Professional,1962,2804,EastCoast,8249,2.02
31,Humanities,1967,2077,Central,8250,1.57
28,STEM,1959,8472,Central,8251,2.74
13,Vocational,1958,6484,EastCoast,8252,2.8
6,Other,1964,3773,EastCoast,8253,2.45
9,Vocational,1987,3097,EastCoast,8254,2.31
4,Other,1984,7248,EastCoast,8255,2.76
25,Other,1964,11432,Central,8256,2.8
12,STEM,1991,6521,WestCoast,8257,3.35
48,Other,1963,101818,WestCoast,8258,2.47
22,Other,1965,4312,WestCoast,8259,1.82
5,Buisness,1988,4972,EastCoast,8260,2.36
68,STEM,1962,7410,WestCoast,8261,3.12
4,Humanities,1950,9027,Central,8262,3.27
6,Professional,1951,8738,Central,8263,2.84
34,Buisness,1999,5905,WestCoast,8264,2.81
1,Buisness,1989,4129,EastCoast,8265,2.6
24,STEM,1975,5496,WestCoast,8266,2.05
35,Vocational,2002,7273,WestCoast,8267,2.85
0,Humanities,1985,5766,EastCoast,8268,3.07
3,Humanities,1958,7939,WestCoast,8269,3
0,Professional,1983,3312,WestCoast,8270,2.02
4,STEM,1992,3624,EastCoast,8271,2.47
22,Humanities,1963,4717,EastCoast,8272,2.04
29,Vocational,1982,3325,Central,8273,3.03
7,Vocational,2002,21484,Central,8274,1.89
3,Humanities,2001,6105,EastCoast,8275,2.08
1,Vocational,1989,5382,Central,8276,2.02
6,Other,1988,1683,Central,8277,2.91
9,STEM,1985,4665,EastCoast,8278,2.37
1,STEM,1971,6173,Central,8279,3.19
18,Professional,1965,11083,Central,8280,2.52
48,Other,1957,5428,EastCoast,8281,1.82
41,Humanities,1954,2201,WestCoast,8282,2.77
19,Professional,1951,5488,Central,8283,2.51
23,Professional,1981,4317,WestCoast,8284,3.5
4,Buisness,1983,5743,EastCoast,8285,1.86
33,STEM,1963,4236,EastCoast,8286,2.27
22,Professional,1999,8034,WestCoast,8287,2.66
2,Vocational,1957,6708,Central,8288,2.11
16,Vocational,1974,5115,EastCoast,8289,2.56
5,STEM,1961,4770,EastCoast,8290,2.1
5,STEM,1961,1486,EastCoast,8291,2.19
17,Buisness,1953,9248,EastCoast,8292,2.99
25,Humanities,1994,6822,WestCoast,8293,2.66
8,Humanities,1977,2129,Central,8294,2.79
7,Buisness,1957,2893,WestCoast,8295,3.36
12,Vocational,1980,5526,Central,8296,3.19
16,Humanities,1965,4118,EastCoast,8297,2.07
15,Buisness,1963,3531,EastCoast,8298,3.18
7,STEM,1969,4780,EastCoast,8299,1.67
13,Humanities,1959,5279,EastCoast,8300,2.55
3,Humanities,1967,3978,Central,8301,2.71
44,Other,1959,5508,Central,8302,2.75
18,Vocational,1960,5123,Central,8303,3.04
0,STEM,1993,5446,Central,8304,2.11
3,Humanities,1979,1838,EastCoast,8305,2.13
16,Professional,1969,2332,EastCoast,8306,2.32
23,Professional,1991,14544,EastCoast,8307,1.71
1,Professional,1960,2946,WestCoast,8308,2.13
25,Vocational,1978,11848,EastCoast,8309,2.84
1,Other,1975,5368,Central,8310,3.02
6,STEM,1979,5574,Central,8311,1.81
1,Buisness,2000,5257,EastCoast,8312,2.26
8,Other,1998,3720,EastCoast,8313,2.58
31,STEM,1966,5249,EastCoast,8314,2.66
1,Professional,1972,1813,EastCoast,8315,2.42
16,Professional,1977,4377,Central,8316,2.72
6,Vocational,1995,4117,WestCoast,8317,2.71
6,Buisness,1949,3320,EastCoast,8318,1.89
33,Professional,1999,6793,Central,8319,2.76
26,Professional,1987,5126,EastCoast,8320,2.57
25,Humanities,1989,1866,WestCoast,8321,2.42
21,Buisness,1948,3688,EastCoast,8322,2.72
1,Vocational,1997,2332,Central,8323,2.66
17,Other,1967,5149,EastCoast,8324,3.25
38,Humanities,1997,2018,WestCoast,8325,1.72
46,Humanities,1979,7891,WestCoast,8326,2.95
11,Professional,1962,3222,EastCoast,8327,2.2
4,Vocational,1976,10833,WestCoast,8328,2.14
7,Humanities,2001,4802,WestCoast,8329,2.1
2,Buisness,1973,4655,Central,8330,1.79
5,STEM,1958,2675,WestCoast,8331,2.79
47,Professional,1998,16077,WestCoast,8332,2.66
12,Humanities,1964,3155,Central,8333,2.55
33,Buisness,1993,5256,Central,8334,2.07
26,STEM,1993,2858,WestCoast,8335,2.19
6,Vocational,2000,6043,WestCoast,8336,2.44
5,STEM,1959,3476,WestCoast,8337,2.23
15,STEM,1986,6244,WestCoast,8338,2.62
21,Vocational,2002,14850,WestCoast,8339,2.86
4,Other,1989,5407,WestCoast,8340,3.16
61,Vocational,1973,5254,WestCoast,8341,2.14
14,Vocational,1998,5954,EastCoast,8342,2.28
31,Other,1960,1078,Central,8343,2.77
5,STEM,1999,101830,WestCoast,8344,4
15,Professional,1968,4367,EastCoast,8345,2.19
4,Humanities,2002,10421,WestCoast,8346,2.59
3,Vocational,1988,10058,Central,8347,2.47
61,Buisness,1955,5318,Central,8348,2.25
9,STEM,1985,3896,Central,8349,3.02
58,Buisness,1969,5051,EastCoast,8350,2.5
19,Vocational,1973,7140,EastCoast,8351,2.71
2,Professional,1976,4532,Central,8352,2.52
1,Professional,1951,1958,WestCoast,8353,2.68
24,Humanities,2001,4709,EastCoast,8354,2.57
47,Buisness,1982,11107,WestCoast,8355,2.96
25,Other,1956,4503,EastCoast,8356,2.22
5,Other,1962,3255,EastCoast,8357,2.05
44,Professional,1973,5451,WestCoast,8358,2.4
2,STEM,1989,2558,EastCoast,8359,2.94
17,STEM,1958,10053,Central,8360,2.57
53,Vocational,1971,4662,WestCoast,8361,2.89
26,Other,1966,6607,Central,8362,2.53
5,Vocational,1984,3700,EastCoast,8363,2.83
19,Vocational,1990,1668,WestCoast,8364,2.54
7,Professional,1969,2100,WestCoast,8365,2.6
37,Vocational,1979,34978,WestCoast,8366,1.75
0,Vocational,1974,6149,EastCoast,8367,1.44
25,Vocational,1958,6098,EastCoast,8368,2.61
46,Other,1962,5603,EastCoast,8369,2.37
7,Other,1952,4274,WestCoast,8370,2.72
4,Professional,1956,3368,EastCoast,8371,3.02
18,Vocational,1964,2807,EastCoast,8372,2.67
15,Other,1955,2321,Central,8373,1.97
19,Humanities,1960,6279,WestCoast,8374,3
18,Vocational,1999,7392,WestCoast,8375,1.7
16,Buisness,1984,36010,Central,8376,2.86
0,Humanities,1983,4692,Central,8377,3.09
44,STEM,1990,12689,WestCoast,8378,2.73
17,Vocational,1954,9065,WestCoast,8379,2.14
10,Professional,2002,3866,WestCoast,8380,1.7
11,Vocational,1976,2914,WestCoast,8381,1.52
12,Vocational,1963,11693,WestCoast,8382,1.88
3,Vocational,1962,4492,Central,8383,2.32
4,STEM,1955,3338,EastCoast,8384,2.69
79,Buisness,1975,6593,Central,8385,2.87
4,Vocational,2003,2589,WestCoast,8386,1.71
2,Vocational,1956,3406,EastCoast,8387,2.75
7,Buisness,1994,4617,Central,8388,2.82
13,Other,1995,3609,Central,8389,1.43
3,Other,2003,7190,Central,8390,1.9
10,Vocational,1967,6850,WestCoast,8391,2.75
5,Humanities,1966,3795,Central,8392,2.19
1,Buisness,1970,4823,WestCoast,8393,2.7
2,STEM,1982,3007,Central,8394,2
10,Professional,1971,18974,WestCoast,8395,2.42
10,Vocational,1992,4497,EastCoast,8396,2.71
1,Professional,1986,4096,Central,8397,2.35
11,STEM,1995,7181,Central,8398,2.36
4,Professional,1954,102190,Central,8399,2.34
11,Professional,1987,3583,EastCoast,8400,2.81
10,STEM,1968,1290,Central,8401,2.27
28,Other,1982,5399,Central,8402,2.37
24,STEM,1992,3288,WestCoast,8403,2.81
11,Humanities,1967,7027,Central,8404,2.19
16,Other,1971,6299,Central,8405,2.74
34,Humanities,1976,5987,EastCoast,8406,2.55
13,STEM,1967,5342,Central,8407,2.6
3,STEM,1996,2800,EastCoast,8408,2.68
23,Vocational,2001,8203,WestCoast,8409,3
10,STEM,1967,3029,Central,8410,2.4
0,Other,1960,8286,EastCoast,8411,2.27
23,Humanities,1990,4965,WestCoast,8412,2.94
19,Humanities,1973,5651,EastCoast,8413,1.57
27,Vocational,1963,1477,WestCoast,8414,2.88
15,Vocational,2002,2228,Central,8415,2.51
2,STEM,1972,4643,EastCoast,8416,2.26
92,Professional,1963,4033,EastCoast,8417,2.3
19,Vocational,1961,4127,WestCoast,8418,2.34
12,Humanities,1954,3948,EastCoast,8419,2.28
2,Buisness,1978,4704,WestCoast,8420,2.88
2,Professional,1970,3125,WestCoast,8421,1.87
4,Vocational,1979,12784,Central,8422,2
15,Humanities,1974,4080,EastCoast,8423,1.92
17,Professional,1985,4792,WestCoast,8424,1.37
7,Professional,1973,14772,EastCoast,8425,1.93
9,STEM,1999,5399,EastCoast,8426,3.08
1,STEM,1974,13669,WestCoast,8427,2.36
64,Humanities,2003,2833,Central,8428,2.68
4,Vocational,1974,3588,WestCoast,8429,2.21
1,STEM,1957,2830,WestCoast,8430,2.61
5,Professional,1962,4647,WestCoast,8431,2.62
4,Vocational,2001,8509,EastCoast,8432,2.52
16,Professional,1976,4129,EastCoast,8433,2.27
4,Humanities,1982,4669,EastCoast,8434,2.58
15,Humanities,1960,3420,WestCoast,8435,2.71
21,Buisness,1962,4249,EastCoast,8436,2.9
29,STEM,1991,4226,Central,8437,1.93
24,Professional,1981,6174,WestCoast,8438,3.08
7,Buisness,1974,5255,Central,8439,2.59
0,STEM,1957,5434,EastCoast,8440,2.73
6,Professional,1982,2378,Central,8441,3.31
29,Professional,1990,5189,Central,8442,3.17
0,STEM,1983,3549,WestCoast,8443,2.05
14,Humanities,2003,3848,EastCoast,8444,2.29
14,Buisness,1971,9752,Central,8445,2.65
10,Humanities,1990,4594,EastCoast,8446,2.73
14,Vocational,1992,2673,WestCoast,8447,2.71
12,Humanities,1996,10431,WestCoast,8448,2.53
7,Buisness,1958,10420,Central,8449,3.18
5,Vocational,1967,4757,WestCoast,8450,2.22
2,Professional,2001,8776,WestCoast,8451,3.08
2,Professional,1949,6026,WestCoast,8452,1.94
8,Humanities,1973,13149,EastCoast,8453,2.61
47,Professional,1988,6669,Central,8454,2.28
25,Vocational,1987,5274,Central,8455,2.65
4,Other,1994,4085,WestCoast,8456,2.92
5,Other,1975,11558,WestCoast,8457,2.69
31,Vocational,1984,7851,WestCoast,8458,2.47
1,Humanities,1955,5508,WestCoast,8459,2.24
9,Buisness,1998,6512,WestCoast,8460,2.95
9,Professional,1958,5672,WestCoast,8461,3.13
4,Buisness,1969,3896,Central,8462,2.94
32,Humanities,1971,4094,EastCoast,8463,3.22
28,STEM,1996,28416,Central,8464,2.09
22,Humanities,1969,5020,WestCoast,8465,3.12
54,Humanities,1955,10199,EastCoast,8466,2.71
39,Humanities,1965,2217,WestCoast,8467,2.43
12,STEM,1982,1558,EastCoast,8468,2.44
12,STEM,1982,4915,Central,8469,2.51
90,Other,1967,14671,EastCoast,8470,3.45
4,Vocational,1975,4622,Central,8471,1.98
4,STEM,1990,1628,EastCoast,8472,3.13
22,Professional,1979,15206,EastCoast,8473,1.75
42,Professional,1984,3400,Central,8474,2.5
12,Humanities,1953,1498,Central,8475,3.77
8,Professional,1967,6315,WestCoast,8476,2.56
37,Buisness,1989,3496,EastCoast,8477,2.15
16,Other,1969,7452,WestCoast,8478,1.85
9,Humanities,1952,3511,EastCoast,8479,2.09
20,STEM,1949,7513,EastCoast,8480,2.33
7,STEM,1980,5679,Central,8481,2.81
11,Vocational,2000,3133,WestCoast,8482,2.22
4,Buisness,1988,2574,Central,8483,2.8
9,Humanities,1949,5708,Central,8484,2.32
29,Professional,1989,1362,Central,8485,2.5
13,Professional,1953,5798,WestCoast,8486,2.35
20,Humanities,1962,3515,WestCoast,8487,2.45
4,Professional,2002,34471,EastCoast,8488,3.14
99,Humanities,1996,1822,Central,8489,2.03
27,Other,1975,5715,EastCoast,8490,2.81
21,Humanities,1961,5276,Central,8491,3.5
15,Humanities,1955,6049,Central,8492,2.25
3,Professional,1995,7744,WestCoast,8493,1.9
16,Humanities,1952,5802,WestCoast,8494,2.52
2,Vocational,1959,5426,Central,8495,2.76
22,Vocational,2000,3427,Central,8496,1.8
6,Humanities,1957,6307,WestCoast,8497,2.97
33,Vocational,1968,21559,EastCoast,8498,2.71
32,STEM,1996,5071,WestCoast,8499,2.42
1,Professional,1955,4583,WestCoast,8500,2.97
2,Humanities,1963,5169,EastCoast,8501,2.66
3,STEM,2001,12566,WestCoast,8502,1.85
37,Other,1960,5168,Central,8503,2.16
25,Professional,1977,5407,Central,8504,2.99
13,Professional,1952,4848,Central,8505,2.61
45,Other,1970,5467,Central,8506,2.16
16,Humanities,2003,2736,WestCoast,8507,2.58
15,Vocational,1965,4893,Central,8508,2.16
8,Vocational,1963,3990,EastCoast,8509,2.3
0,Other,1950,1858,Central,8510,2.7
14,Humanities,1972,1846,WestCoast,8511,2.84
20,Buisness,1954,5720,Central,8512,2.47
38,Vocational,1953,3811,WestCoast,8513,2.99
10,Vocational,1958,3025,Central,8514,1.54
3,STEM,1981,10525,Central,8515,1.94
41,Vocational,1962,6823,Central,8516,1.11
14,Professional,1952,5674,WestCoast,8517,3.37
18,Vocational,1996,4371,EastCoast,8518,2.88
0,STEM,1949,6028,EastCoast,8519,2.44
4,Professional,1995,5335,EastCoast,8520,2.9
20,STEM,1958,6157,EastCoast,8521,2.32
45,Buisness,1953,5828,WestCoast,8522,1.77
9,Vocational,1952,3035,Central,8523,1.96
3,Vocational,1960,3636,Central,8524,2.4
8,Humanities,1961,4587,Central,8525,2.59
25,Humanities,1964,2784,Central,8526,2.2
25,Humanities,1960,5821,Central,8527,2.57
38,STEM,1981,4087,Central,8528,2.69
9,STEM,2002,12046,Central,8529,2.71
14,Humanities,1977,10985,Central,8530,3.11
12,Buisness,1979,12548,EastCoast,8531,2.25
7,Vocational,1968,1181,EastCoast,8532,2.3
32,Vocational,1974,6074,Central,8533,2.54
69,STEM,2001,2816,WestCoast,8534,2.59
52,Vocational,2000,102269,EastCoast,8535,3.45
23,Buisness,1976,5564,WestCoast,8536,2.56
25,Humanities,1971,6265,WestCoast,8537,2.48
77,Buisness,1991,1683,Central,8538,2.32
6,Humanities,1950,6854,Central,8539,2.14
5,Humanities,1976,7594,Central,8540,2.14
11,Buisness,1960,3795,Central,8541,2.3
7,Other,1949,2833,EastCoast,8542,2.66
52,Professional,1959,7473,Central,8543,1.94
90,STEM,1992,4444,EastCoast,8544,2.39
0,Buisness,1949,4256,WestCoast,8545,2.06
0,Vocational,1973,5450,WestCoast,8546,2.64
3,Humanities,1985,4386,Central,8547,2.06
18,Professional,2000,6069,WestCoast,8548,1.89
55,STEM,1981,3831,EastCoast,8549,2.43
5,Professional,1977,2473,WestCoast,8550,2.49
3,Buisness,2002,1981,EastCoast,8551,2.24
59,Humanities,1949,14918,WestCoast,8552,2.61
3,STEM,1961,1398,EastCoast,8553,1.87
8,Humanities,1975,3494,EastCoast,8554,2.74
28,Buisness,1952,10521,WestCoast,8555,2.11
25,Buisness,1963,8128,Central,8556,2.35
18,Humanities,1968,5386,EastCoast,8557,2.51
2,Humanities,1956,3989,EastCoast,8558,2.96
20,Professional,1989,7304,Central,8559,2.07
4,Humanities,1955,8135,WestCoast,8560,2
12,Buisness,1985,4796,EastCoast,8561,1.66
13,Other,1993,4561,EastCoast,8562,2.66
9,Humanities,1963,3269,WestCoast,8563,3.25
20,Vocational,1981,5511,Central,8564,2.21
41,Vocational,1954,3678,Central,8565,2.52
33,Humanities,1967,6996,Central,8566,2.6
8,STEM,1963,6673,WestCoast,8567,2.77
33,Humanities,1977,4160,WestCoast,8568,3.03
37,Humanities,1960,7889,WestCoast,8569,2.78
42,Professional,1987,3628,Central,8570,3.29
4,Humanities,1993,10214,Central,8571,2.62
19,Professional,1952,5801,EastCoast,8572,2.82
3,Vocational,1984,5247,WestCoast,8573,2.35
31,Buisness,1977,3195,WestCoast,8574,2.79
12,Professional,1984,4693,Central,8575,2.34
14,Buisness,1996,4076,EastCoast,8576,1.74
19,STEM,1950,1902,WestCoast,8577,2.28
14,Buisness,1996,2025,EastCoast,8578,2.31
16,Other,1988,3788,EastCoast,8579,1.96
15,Professional,1958,4612,Central,8580,2.42
27,Other,1991,3546,Central,8581,2.34
29,Humanities,1981,4664,EastCoast,8582,3.19
29,Professional,1955,4977,Central,8583,2.55
0,STEM,1979,4060,WestCoast,8584,2.45
9,Humanities,1967,8187,WestCoast,8585,2.68
2,Humanities,1979,2827,Central,8586,2.95
5,Other,1971,6390,WestCoast,8587,2.1
1,Humanities,1960,1418,WestCoast,8588,2.79
7,Vocational,1983,2742,WestCoast,8589,3
32,Professional,1980,3149,Central,8590,2.74
34,Humanities,1962,8383,Central,8591,2.48
7,STEM,1985,2723,EastCoast,8592,2.51
12,Professional,1988,5495,WestCoast,8593,1.73
15,Humanities,1952,4094,WestCoast,8594,1.3
3,STEM,1972,6162,EastCoast,8595,2.41
0,Professional,1968,1877,Central,8596,2.39
17,Professional,1949,4927,WestCoast,8597,3.31
12,STEM,1975,3684,Central,8598,2.62
10,Vocational,2000,2718,EastCoast,8599,2.49
13,Professional,1954,20861,EastCoast,8600,2.74
14,Other,1990,16246,Central,8601,2.35
1,STEM,1950,10262,WestCoast,8602,2.89
16,STEM,1985,9701,EastCoast,8603,3.1
4,Humanities,1970,3182,Central,8604,2.24
51,Professional,2000,2853,EastCoast,8605,2.27
7,Vocational,1972,5097,Central,8606,2.15
28,Buisness,1992,5804,Central,8607,2.9
38,STEM,1986,8405,Central,8608,2.62
19,STEM,1955,6874,Central,8609,2.85
16,STEM,2000,5316,WestCoast,8610,2.42
5,Vocational,1983,4621,Central,8611,2.59
6,Humanities,1987,12409,WestCoast,8612,2.25
6,Vocational,1974,5399,Central,8613,2.43
57,Buisness,1968,2077,WestCoast,8614,2.63
64,Buisness,2000,7306,EastCoast,8615,3.06
46,Humanities,1997,2502,WestCoast,8616,2.4
9,STEM,1994,4264,WestCoast,8617,2.02
15,Vocational,1985,1765,EastCoast,8618,2.82
15,Humanities,1994,5325,Central,8619,2.96
45,Professional,1962,3074,Central,8620,2.59
21,Vocational,1963,4030,Central,8621,2.41
7,Buisness,1986,6417,Central,8622,2.34
24,Professional,1952,4354,EastCoast,8623,2.59
58,Humanities,1956,5125,Central,8624,3.16
7,Buisness,1977,2070,EastCoast,8625,2.35
13,Buisness,1975,1324,Central,8626,2.11
10,Buisness,1968,7384,EastCoast,8627,1.52
12,Professional,1964,5358,WestCoast,8628,2.77
12,Vocational,1976,2132,Central,8629,2.32
17,STEM,1980,5951,EastCoast,8630,3.2
123,Vocational,1997,5985,WestCoast,8631,2.51
12,STEM,1972,26996,Central,8632,1.87
30,Humanities,1985,3767,Central,8633,2.69
28,Buisness,1978,10227,EastCoast,8634,3.54
0,STEM,1981,5671,WestCoast,8635,2.94
40,Vocational,1998,9364,WestCoast,8636,3.01
4,Other,1994,5684,EastCoast,8637,2.22
1,STEM,1977,4316,WestCoast,8638,3.37
140,Humanities,1998,37411,Central,8639,3.31
14,Vocational,1962,3780,EastCoast,8640,3.01
12,Humanities,1989,4243,Central,8641,2.3
3,STEM,1983,10020,Central,8642,3.14
26,Humanities,1966,5087,WestCoast,8643,1.99
29,Buisness,1961,2310,Central,8644,2.79
6,Vocational,1965,3575,Central,8645,2.62
17,Buisness,1949,9545,EastCoast,8646,2.39
13,Professional,1995,51330,EastCoast,8647,2.59
34,Professional,1995,6716,Central,8648,2.63
4,Other,1991,5288,EastCoast,8649,2.97
26,Professional,1963,38060,Central,8650,2.24
17,Vocational,2000,2933,EastCoast,8651,3.13
31,Other,1958,2559,Central,8652,2.67
22,STEM,1961,3530,EastCoast,8653,2.7
8,STEM,1986,10503,WestCoast,8654,2.42
3,Vocational,1969,5995,EastCoast,8655,1.96
7,Humanities,1977,5536,EastCoast,8656,2.24
