Grade,Score,Dozing ,Texting,Asking
F,26.59,Sometimes,Sometimes,Sometimes
F,18.26,Always,Never,Sometimes
A,94.41,Always,Sometimes,Always
C,79.58,Never,Always,Sometimes
F,5.04,Never,Sometimes,Sometimes
A,97.56,Always,Never,Sometimes
F,10.9,Always,Never,Sometimes
F,43.71,Never,Sometimes,Never
F,30.21,Never,Always,Always
F,25.66,Sometimes,Always,Sometimes
F,7.73,Sometimes,Sometimes,Always
F,3.69,Never,Always,Always
F,43.83,Sometimes,Sometimes,Always
F,20.69,Sometimes,Never,Sometimes
B,87.31,Never,Never,Sometimes
F,28.53,Always,Never,Always
C,69.58,Always,Never,Sometimes
C,78.59,Always,Sometimes,Always
A,95.91,Never,Always,Never
B,87.24,Always,Sometimes,Sometimes
F,2.14,Never,Never,Never
C,60.12,Sometimes,Sometimes,Sometimes
B,81.07,Never,Never,Never
F,40.01,Never,Never,Sometimes
F,39.87,Always,Never,Always
F,10.75,Sometimes,Sometimes,Always
F,46.39,Always,Never,Always
D,64.83,Sometimes,Never,Always
F,5.97,Sometimes,Always,Always
D,51.18,Always,Always,Never
C,76.13,Sometimes,Sometimes,Sometimes
A,86.43,Sometimes,Never,Always
C,79.36,Always,Sometimes,Always
C,63.4,Never,Never,Sometimes
D,54.51,Sometimes,Never,Always
F,12.39,Never,Sometimes,Never
D,57.59,Sometimes,Never,Never
F,28.91,Always,Never,Never
F,5.54,Never,Never,Always
F,16.51,Sometimes,Always,Always
F,6.45,Never,Sometimes,Sometimes
F,16.57,Sometimes,Sometimes,Sometimes
F,35.3,Never,Sometimes,Sometimes
A,90.24,Sometimes,Always,Never
F,35.12,Sometimes,Never,Never
C,60.1,Sometimes,Sometimes,Sometimes
D,51.26,Never,Never,Sometimes
F,29.77,Never,Always,Never
F,20.92,Sometimes,Never,Always
C,76.04,Sometimes,Sometimes,Never
F,31.87,Always,Always,Never
D,79.41,Sometimes,Sometimes,Always
C,63.06,Never,Always,Sometimes
F,1.42,Never,Always,Sometimes
C,70.64,Always,Always,Sometimes
F,17.45,Sometimes,Sometimes,Always
F,35.8,Sometimes,Sometimes,Sometimes
F,30.7,Always,Never,Always
B,89.16,Never,Always,Never
F,16.44,Sometimes,Always,Always
F,39.72,Never,Never,Sometimes
D,55.4,Always,Always,Never
F,49.66,Always,Never,Always
F,24.69,Always,Never,Never
F,25.32,Sometimes,Always,Sometimes
F,0.86,Sometimes,Always,Never
F,42.4,Never,Always,Always
F,25.38,Sometimes,Never,Always
F,48.22,Never,Always,Sometimes
F,44.45,Never,Always,Always
C,65.45,Never,Never,Sometimes
D,61.36,Never,Sometimes,Always
C,72.39,Sometimes,Sometimes,Never
F,25.24,Always,Sometimes,Sometimes
F,33.28,Never,Always,Sometimes
F,13.33,Always,Always,Never
F,9.9,Never,Never,Sometimes
A,91.31,Sometimes,Never,Never
F,18.6,Sometimes,Always,Never
B,88.35,Always,Always,Never
F,8.24,Sometimes,Sometimes,Never
F,3.34,Sometimes,Always,Always
F,3.87,Never,Sometimes,Sometimes
C,68.6,Always,Never,Sometimes
C,68.65,Always,Never,Never
F,29.78,Sometimes,Always,Always
F,25.63,Always,Never,Always
F,18.27,Never,Never,Always
F,0.5,Sometimes,Never,Always
B,86.42,Always,Sometimes,Sometimes
F,15.51,Sometimes,Sometimes,Never
A,92.09,Never,Never,Never
C,74.68,Never,Always,Sometimes
F,46.17,Never,Always,Always
D,56.83,Always,Never,Always
C,70.29,Always,Always,Sometimes
F,0.5,Always,Never,Always
B,83.58,Sometimes,Sometimes,Always
B,82.95,Sometimes,Sometimes,Always
F,22.54,Never,Always,Sometimes
F,17.01,Always,Always,Always
A,94.55,Sometimes,Never,Sometimes
A,97.64,Never,Sometimes,Always
F,10.01,Never,Always,Always
D,54.56,Never,Never,Never
F,16.85,Never,Sometimes,Never
F,8.66,Never,Never,Always
A,93.44,Always,Never,Never
D,50.74,Always,Never,Always
B,84.39,Sometimes,Always,Never
D,56.41,Sometimes,Sometimes,Never
A,88.48,Never,Always,Always
F,35.51,Sometimes,Never,Always
F,37.96,Always,Never,Always
F,29.35,Always,Sometimes,Never
C,78.37,Never,Always,Sometimes
B,80.2,Always,Sometimes,Sometimes
F,40.07,Sometimes,Sometimes,Sometimes
D,51.07,Never,Always,Always
F,6.96,Always,Never,Always
F,48.09,Never,Always,Sometimes
D,59.13,Never,Sometimes,Sometimes
B,87.84,Sometimes,Always,Never
D,54.05,Sometimes,Never,Sometimes
F,3.02,Never,Never,Always
A,95.01,Never,Never,Never
A,95.64,Never,Never,Sometimes
F,41.67,Sometimes,Sometimes,Always
F,21.3,Sometimes,Never,Sometimes
F,6.62,Never,Always,Always
D,50.72,Never,Never,Never
F,24.5,Sometimes,Always,Always
A,93.45,Always,Never,Sometimes
D,52.36,Sometimes,Never,Sometimes
C,63.32,Always,Sometimes,Never
D,51.67,Sometimes,Never,Always
F,39.11,Always,Never,Always
F,38.72,Always,Never,Never
F,0.67,Sometimes,Never,Sometimes
C,78.12,Always,Sometimes,Sometimes
C,76.82,Sometimes,Never,Always
C,61.55,Always,Never,Sometimes
A,92.56,Sometimes,Sometimes,Sometimes
F,21.79,Never,Sometimes,Sometimes
F,35.21,Sometimes,Sometimes,Never
F,37.52,Never,Sometimes,Always
F,24.35,Always,Always,Sometimes
C,70.92,Sometimes,Always,Sometimes
F,38.92,Always,Sometimes,Sometimes
D,51.97,Always,Sometimes,Always
C,76.25,Sometimes,Always,Always
C,75.63,Always,Sometimes,Never
C,61.76,Always,Always,Sometimes
F,3.4,Sometimes,Never,Always
C,61.08,Never,Sometimes,Never
F,14.62,Never,Sometimes,Sometimes
F,29.34,Never,Always,Always
F,21.99,Always,Never,Never
B,95.67,Sometimes,Always,Sometimes
C,78.17,Never,Always,Never
A,97.36,Sometimes,Always,Never
C,73.9,Sometimes,Always,Sometimes
A,96.39,Sometimes,Always,Never
C,76.79,Never,Never,Never
A,99.37,Sometimes,Never,Never
F,48.89,Never,Never,Sometimes
B,82.47,Sometimes,Always,Always
F,8.18,Never,Sometimes,Sometimes
F,48.57,Never,Always,Never
F,0.35,Sometimes,Sometimes,Sometimes
A,95.18,Always,Always,Sometimes
C,68.92,Always,Never,Never
C,69.64,Never,Sometimes,Always
F,8.65,Always,Always,Sometimes
F,42.65,Sometimes,Always,Never
C,62.83,Never,Always,Sometimes
F,8.68,Sometimes,Sometimes,Never
C,69.51,Never,Never,Never
F,19.56,Always,Never,Never
A,94.08,Always,Always,Always
F,49.43,Always,Never,Never
D,51.36,Never,Always,Always
C,76,Never,Sometimes,Sometimes
F,0.51,Sometimes,Always,Sometimes
F,28.83,Never,Sometimes,Never
C,66.05,Never,Sometimes,Always
F,0.06,Sometimes,Never,Sometimes
F,36.15,Always,Sometimes,Always
C,77.85,Never,Always,Always
F,6.07,Always,Always,Always
C,62.62,Never,Sometimes,Never
F,49.49,Sometimes,Never,Always
F,30.98,Always,Never,Never
A,94.51,Never,Always,Always
D,52.56,Sometimes,Always,Always
C,65.4,Always,Always,Sometimes
F,24.26,Sometimes,Always,Sometimes
C,78.05,Always,Always,Sometimes
C,62.88,Sometimes,Sometimes,Sometimes
D,54.7,Sometimes,Sometimes,Never
F,24.05,Never,Never,Always
C,79.94,Never,Always,Never
F,37.96,Sometimes,Always,Never
D,58.22,Sometimes,Sometimes,Sometimes
C,74.19,Sometimes,Always,Never
A,93.19,Always,Always,Never
D,56.1,Sometimes,Always,Sometimes
F,11.36,Sometimes,Always,Always
A,96.8,Always,Always,Sometimes
F,8.46,Never,Sometimes,Sometimes
B,83.57,Never,Sometimes,Never
F,22.88,Sometimes,Never,Never
F,16.74,Sometimes,Never,Never
F,24.44,Never,Never,Never
A,98.92,Always,Never,Sometimes
C,73.94,Sometimes,Never,Never
A,97.15,Sometimes,Sometimes,Always
D,50.95,Never,Always,Always
F,12.87,Always,Sometimes,Sometimes
A,95.37,Sometimes,Never,Never
C,70.64,Never,Never,Sometimes
F,46.99,Sometimes,Sometimes,Always
C,61.13,Sometimes,Sometimes,Never
D,57.18,Never,Never,Sometimes
F,7.5,Sometimes,Sometimes,Sometimes
D,52.37,Never,Always,Never
F,47.74,Never,Always,Sometimes
F,14.94,Never,Sometimes,Always
F,11.41,Always,Always,Always
F,38.25,Sometimes,Sometimes,Never
D,59.52,Always,Never,Never
F,3.81,Never,Sometimes,Always
F,26.67,Always,Sometimes,Always
C,60.68,Sometimes,Always,Sometimes
F,29.54,Sometimes,Sometimes,Always
A,98.28,Always,Never,Never
C,66.96,Never,Always,Never
F,23.85,Sometimes,Sometimes,Sometimes
F,3.73,Always,Always,Sometimes
A,98.48,Never,Sometimes,Always
F,10.98,Never,Always,Always
F,17.74,Never,Always,Always
F,34.08,Always,Never,Always
F,40.05,Never,Always,Never
F,9.03,Sometimes,Always,Always
C,75.29,Never,Sometimes,Sometimes
C,62.03,Never,Never,Sometimes
F,15.11,Never,Never,Always
C,60.58,Always,Sometimes,Never
F,46.56,Never,Sometimes,Never
F,23.31,Never,Sometimes,Sometimes
D,62.42,Sometimes,Sometimes,Always
C,62.76,Sometimes,Always,Sometimes
F,3.13,Sometimes,Always,Sometimes
D,57.76,Always,Never,Never
F,41.02,Sometimes,Sometimes,Always
A,90.45,Always,Sometimes,Never
C,73.27,Always,Always,Never
F,16.84,Never,Never,Sometimes
A,96.71,Always,Never,Never
F,3.65,Always,Always,Sometimes
F,35.03,Always,Sometimes,Sometimes
F,19.57,Sometimes,Always,Never
F,1.51,Sometimes,Sometimes,Always
C,67.6,Always,Sometimes,Sometimes
C,62.48,Always,Always,Never
B,82.86,Always,Sometimes,Always
F,46.2,Always,Sometimes,Sometimes
F,36.01,Always,Never,Always
B,83.12,Always,Never,Never
F,13.07,Never,Sometimes,Never
C,67.65,Always,Sometimes,Never
F,3.57,Never,Never,Sometimes
C,72.22,Always,Always,Sometimes
A,90.64,Always,Always,Sometimes
A,91.29,Always,Always,Sometimes
A,92.88,Sometimes,Sometimes,Always
F,28.97,Sometimes,Never,Always
F,19.82,Never,Never,Sometimes
D,52.69,Always,Never,Never
F,16.83,Always,Sometimes,Sometimes
D,55.16,Sometimes,Sometimes,Always
F,49.28,Sometimes,Always,Never
F,48.76,Never,Never,Sometimes
A,93.88,Always,Always,Sometimes
C,63.3,Sometimes,Sometimes,Sometimes
F,36.13,Always,Sometimes,Never
C,65.65,Sometimes,Sometimes,Never
F,3.5,Always,Never,Sometimes
C,60.23,Never,Always,Sometimes
C,73.05,Sometimes,Never,Never
B,85.27,Sometimes,Sometimes,Sometimes
D,55.59,Never,Always,Sometimes
F,34.48,Never,Always,Sometimes
F,2.92,Sometimes,Always,Sometimes
D,63.17,Always,Sometimes,Always
F,9.8,Always,Never,Always
D,57.87,Always,Never,Always
F,33.81,Never,Never,Never
A,94.03,Sometimes,Sometimes,Sometimes
F,45.94,Never,Always,Sometimes
A,94.32,Sometimes,Sometimes,Always
F,44.09,Always,Always,Sometimes
F,12.15,Sometimes,Never,Always
C,68.63,Always,Sometimes,Never
A,93.49,Never,Sometimes,Sometimes
F,5.64,Always,Never,Sometimes
F,27.51,Always,Never,Sometimes
F,39.63,Always,Never,Always
C,76.97,Never,Always,Never
D,62.22,Sometimes,Sometimes,Always
A,86.87,Never,Never,Always
F,22.66,Sometimes,Always,Never
B,83.71,Always,Never,Sometimes
F,37.51,Never,Never,Sometimes
B,83.92,Always,Sometimes,Always
F,21.56,Sometimes,Always,Always
B,85.42,Always,Never,Sometimes
F,16.86,Sometimes,Always,Always
B,83.35,Never,Sometimes,Never
C,66.9,Sometimes,Never,Always
C,66.19,Sometimes,Never,Always
F,15.38,Sometimes,Never,Never
F,29.29,Always,Always,Always
B,81.93,Sometimes,Never,Never
F,33.19,Never,Always,Never
F,17.18,Never,Always,Never
D,54.99,Never,Sometimes,Never
F,22.07,Always,Always,Sometimes
C,63.28,Always,Sometimes,Never
F,14.41,Always,Never,Never
C,63.4,Always,Always,Never
C,75.95,Always,Never,Never
F,29.9,Sometimes,Never,Always
F,10.86,Never,Sometimes,Sometimes
F,15.44,Always,Always,Never
F,14.49,Never,Sometimes,Never
B,83.27,Always,Sometimes,Always
F,7.31,Always,Sometimes,Never
C,79.76,Sometimes,Never,Always
F,28.39,Always,Always,Always
C,77.81,Sometimes,Sometimes,Never
F,11.78,Sometimes,Sometimes,Sometimes
F,36.55,Sometimes,Always,Always
F,19.19,Never,Sometimes,Never
F,35.61,Sometimes,Sometimes,Sometimes
B,81.31,Never,Always,Sometimes
B,82.58,Never,Always,Always
F,49.1,Never,Always,Sometimes
F,40.98,Never,Never,Always
D,58.19,Sometimes,Never,Sometimes
F,31.04,Sometimes,Sometimes,Always
F,16.73,Never,Sometimes,Never
F,26.06,Always,Always,Never
F,45.29,Always,Never,Never
F,34.16,Sometimes,Sometimes,Never
F,33.1,Never,Never,Always
F,22.23,Never,Never,Sometimes
C,73.81,Never,Always,Sometimes
F,1.59,Never,Sometimes,Sometimes
C,61.93,Never,Sometimes,Sometimes
F,14.4,Always,Always,Never
C,73.67,Never,Never,Sometimes
F,41.75,Always,Always,Never
D,53.99,Never,Never,Always
D,51.41,Never,Never,Never
F,16.86,Never,Always,Always
A,94.33,Sometimes,Never,Always
F,27.32,Always,Always,Never
C,69.76,Never,Always,Sometimes
C,74.24,Never,Never,Sometimes
F,32.9,Always,Always,Always
F,12.6,Sometimes,Sometimes,Never
F,26.82,Never,Never,Always
D,54.53,Sometimes,Never,Sometimes
F,22.2,Never,Always,Sometimes
A,85.88,Sometimes,Sometimes,Always
F,35.11,Sometimes,Always,Never
F,20.88,Always,Never,Sometimes
F,15.29,Always,Sometimes,Never
F,6.82,Always,Never,Sometimes
F,48.5,Sometimes,Always,Never
C,75.49,Never,Never,Sometimes
B,88.25,Always,Always,Never
A,93.9,Never,Always,Always
F,39.31,Always,Sometimes,Sometimes
C,64.64,Always,Never,Never
A,98.93,Always,Never,Never
B,85.86,Sometimes,Never,Sometimes
A,95.83,Sometimes,Never,Sometimes
F,42.23,Sometimes,Sometimes,Sometimes
C,76.46,Always,Always,Sometimes
D,59.6,Always,Never,Sometimes
B,84.55,Never,Sometimes,Sometimes
A,98.36,Never,Never,Sometimes
D,53.09,Never,Always,Always
F,15.6,Never,Sometimes,Never
C,67.43,Always,Never,Never
C,76.13,Never,Always,Sometimes
D,51.42,Always,Sometimes,Never
D,62.01,Never,Always,Always
A,93.59,Always,Sometimes,Never
F,43.72,Never,Sometimes,Sometimes
B,87.74,Always,Never,Never
D,56.31,Sometimes,Always,Never
F,26.86,Sometimes,Never,Sometimes
F,38.89,Sometimes,Never,Sometimes
C,69.97,Always,Always,Always
F,16.7,Sometimes,Sometimes,Always
F,46.94,Sometimes,Sometimes,Never
F,17,Never,Sometimes,Always
F,8.25,Always,Sometimes,Never
A,97.3,Always,Never,Never
F,18.23,Never,Sometimes,Always
F,4.08,Never,Sometimes,Sometimes
F,31.24,Always,Always,Never
F,6.16,Sometimes,Sometimes,Always
F,40.01,Always,Always,Sometimes
B,77.67,Sometimes,Always,Never
D,57.29,Never,Sometimes,Sometimes
F,3,Never,Never,Sometimes
D,59.18,Always,Always,Sometimes
A,88.14,Sometimes,Sometimes,Always
F,7.87,Sometimes,Never,Always
C,73.88,Never,Sometimes,Never
C,60.4,Sometimes,Sometimes,Never
F,15.72,Never,Sometimes,Always
B,88.56,Never,Sometimes,Sometimes
F,2.82,Never,Always,Sometimes
F,42.42,Sometimes,Always,Always
F,21.27,Sometimes,Never,Never
F,12.13,Never,Sometimes,Never
C,73.7,Never,Always,Never
B,86.46,Never,Always,Sometimes
F,34.12,Sometimes,Sometimes,Sometimes
F,1.27,Always,Never,Always
F,23.62,Never,Never,Sometimes
F,8.64,Sometimes,Sometimes,Sometimes
F,5.68,Always,Sometimes,Always
F,17.21,Sometimes,Sometimes,Never
D,51.5,Sometimes,Always,Always
F,28.05,Sometimes,Always,Never
F,4.45,Always,Never,Sometimes
C,63.67,Never,Sometimes,Sometimes
F,5.17,Sometimes,Sometimes,Never
F,41,Never,Sometimes,Always
F,20.63,Sometimes,Always,Always
F,32.12,Sometimes,Sometimes,Sometimes
B,85.15,Never,Sometimes,Sometimes
F,43.51,Sometimes,Always,Sometimes
F,47.22,Never,Sometimes,Never
F,23.98,Always,Sometimes,Always
F,7.13,Sometimes,Always,Always
A,99.94,Never,Sometimes,Always
F,16.28,Always,Always,Sometimes
B,89.91,Always,Never,Never
F,10.32,Never,Sometimes,Never
A,93.33,Never,Never,Never
F,0.76,Always,Sometimes,Sometimes
F,27.15,Always,Sometimes,Always
C,68.05,Never,Never,Never
F,41.6,Always,Always,Always
F,27.81,Sometimes,Always,Always
D,55,Always,Never,Sometimes
B,88.06,Never,Never,Never
F,6.85,Sometimes,Always,Sometimes
F,23.74,Never,Never,Never
B,82.7,Never,Never,Never
F,39.67,Always,Sometimes,Always
F,20.25,Always,Always,Sometimes
C,65.94,Always,Never,Never
A,96.79,Never,Never,Always
F,37.7,Never,Always,Always
F,42.28,Never,Sometimes,Sometimes
D,54.56,Never,Sometimes,Always
F,42.01,Never,Never,Always
F,41.43,Always,Sometimes,Never
C,64.76,Never,Sometimes,Never
F,23.28,Always,Sometimes,Always
D,50.95,Never,Always,Never
F,1.96,Sometimes,Always,Never
F,23.3,Never,Always,Always
C,76.31,Sometimes,Always,Never
A,98.12,Always,Never,Sometimes
F,29.31,Always,Never,Never
F,39.75,Always,Sometimes,Sometimes
F,31.69,Sometimes,Always,Sometimes
F,16.5,Sometimes,Always,Never
F,41.63,Sometimes,Sometimes,Always
D,59.67,Always,Sometimes,Sometimes
B,84.1,Always,Never,Always
C,73.63,Sometimes,Sometimes,Always
F,19.17,Never,Always,Sometimes
F,43.78,Never,Sometimes,Always
C,69.49,Always,Never,Sometimes
C,72.85,Never,Never,Never
A,93.02,Always,Always,Always
A,91.6,Never,Always,Sometimes
B,82.6,Never,Sometimes,Always
B,84.3,Always,Always,Sometimes
C,67.09,Never,Always,Sometimes
D,57.58,Sometimes,Sometimes,Always
A,94.26,Never,Never,Sometimes
C,78.09,Always,Never,Never
C,75.06,Sometimes,Sometimes,Always
F,21.67,Never,Sometimes,Sometimes
F,21.09,Sometimes,Never,Always
B,84.56,Always,Sometimes,Sometimes
F,38.44,Never,Sometimes,Sometimes
F,30.04,Sometimes,Never,Always
F,10.13,Never,Always,Never
D,50.13,Always,Always,Never
A,90.72,Never,Sometimes,Always
A,91.95,Sometimes,Never,Always
C,95.25,Sometimes,Never,Always
C,62.21,Never,Always,Sometimes
D,50.68,Sometimes,Never,Sometimes
C,78.4,Never,Never,Sometimes
F,40.33,Always,Never,Never
A,93.43,Sometimes,Never,Always
F,29.79,Sometimes,Always,Sometimes
B,82.95,Always,Sometimes,Always
D,54.43,Always,Never,Never
F,44.44,Sometimes,Sometimes,Always
F,19.44,Never,Always,Always
F,25.82,Always,Never,Never
B,87.99,Sometimes,Sometimes,Sometimes
F,37.85,Sometimes,Sometimes,Always
F,10.8,Sometimes,Sometimes,Never
F,5.66,Always,Never,Always
B,87.11,Always,Never,Sometimes
F,14.76,Sometimes,Always,Sometimes
C,79.17,Always,Sometimes,Sometimes
D,53.23,Sometimes,Sometimes,Sometimes
D,51.89,Always,Sometimes,Always
F,19.08,Always,Always,Never
B,83.88,Always,Sometimes,Always
F,25.29,Never,Never,Never
F,40.87,Sometimes,Always,Never
F,4.44,Sometimes,Sometimes,Never
A,97.24,Always,Always,Never
D,54.25,Always,Never,Never
F,48.18,Sometimes,Always,Never
A,92.42,Always,Always,Always
F,3.88,Never,Sometimes,Never
F,39.29,Always,Sometimes,Never
F,15.9,Always,Always,Never
C,75.4,Never,Sometimes,Never
A,94.79,Sometimes,Never,Never
B,88.8,Sometimes,Never,Never
C,71.57,Never,Sometimes,Always
C,73.61,Never,Always,Never
A,94.59,Never,Never,Never
A,90.58,Sometimes,Always,Never
F,24.81,Sometimes,Always,Always
F,2.22,Sometimes,Sometimes,Always
A,92.45,Always,Never,Never
A,92.71,Sometimes,Sometimes,Never
F,41.68,Never,Always,Always
C,68.05,Always,Never,Sometimes
F,36.85,Sometimes,Always,Never
F,8.48,Sometimes,Never,Always
F,38.05,Sometimes,Always,Sometimes
C,79.02,Always,Never,Always
D,52.23,Sometimes,Always,Always
F,27.21,Always,Never,Never
F,47.88,Sometimes,Never,Always
C,72.47,Always,Sometimes,Always
F,9.43,Never,Never,Sometimes
D,50.18,Always,Never,Sometimes
F,48.22,Sometimes,Always,Sometimes
F,44.56,Sometimes,Always,Never
F,43.3,Never,Never,Never
C,69.67,Never,Sometimes,Sometimes
C,79.18,Never,Never,Sometimes
D,64.45,Sometimes,Sometimes,Always
F,4.83,Always,Always,Always
A,90.2,Never,Always,Always
C,74.13,Always,Always,Sometimes
F,22.67,Always,Never,Never
B,87.68,Always,Sometimes,Never
F,47.47,Never,Sometimes,Never
F,44.59,Sometimes,Sometimes,Never
C,76.13,Always,Sometimes,Sometimes
F,2.84,Always,Always,Always
F,13.51,Never,Never,Always
B,82.08,Always,Always,Sometimes
C,70.42,Always,Always,Sometimes
C,73.77,Sometimes,Sometimes,Always
F,38.43,Never,Never,Never
A,91.42,Always,Sometimes,Sometimes
A,99.18,Never,Never,Never
A,91.66,Never,Sometimes,Sometimes
A,99.8,Never,Always,Sometimes
C,66.24,Never,Never,Always
F,14.85,Never,Sometimes,Always
F,36.7,Never,Always,Sometimes
A,99.71,Never,Sometimes,Never
A,95.9,Never,Always,Never
F,4.95,Always,Never,Sometimes
F,46.85,Sometimes,Always,Never
F,33.4,Always,Never,Never
B,82.63,Sometimes,Always,Never
F,43.9,Sometimes,Always,Sometimes
F,47.1,Sometimes,Sometimes,Never
F,6.86,Sometimes,Sometimes,Never
F,7.66,Always,Never,Sometimes
D,54.37,Always,Never,Sometimes
C,62.23,Sometimes,Always,Never
C,79.64,Always,Sometimes,Always
B,85.96,Never,Never,Never
C,74.21,Always,Always,Always
F,16.51,Sometimes,Never,Never
F,17.76,Sometimes,Never,Never
F,43.63,Always,Never,Never
F,49.13,Sometimes,Sometimes,Sometimes
F,25.49,Sometimes,Never,Always
A,99.86,Sometimes,Never,Sometimes
C,62.25,Never,Sometimes,Never
D,64.48,Always,Never,Always
B,81.42,Always,Always,Never
F,10.01,Always,Always,Always
F,8.8,Always,Sometimes,Never
F,4.49,Never,Always,Never
D,73.95,Sometimes,Sometimes,Always
F,48.57,Always,Never,Always
A,99.01,Sometimes,Never,Always
F,48.28,Never,Sometimes,Always
F,45.87,Sometimes,Sometimes,Always
D,55.28,Always,Sometimes,Always
A,95.36,Sometimes,Never,Sometimes
B,85.82,Sometimes,Sometimes,Sometimes
F,11.43,Never,Sometimes,Sometimes
F,2.54,Sometimes,Sometimes,Sometimes
F,6.22,Always,Sometimes,Always
F,12.09,Always,Never,Never
F,36.12,Sometimes,Never,Sometimes
F,21.29,Always,Never,Never
B,82.05,Never,Always,Never
C,72.03,Always,Sometimes,Never
F,47.87,Sometimes,Always,Always
F,29.94,Always,Never,Always
F,47.4,Never,Never,Always
B,85.34,Always,Always,Never
B,82.58,Never,Sometimes,Never
C,70.21,Always,Never,Always
A,96.53,Never,Sometimes,Sometimes
F,35.39,Always,Sometimes,Always
D,52.57,Never,Sometimes,Always
C,63.74,Always,Always,Never
A,95.72,Never,Always,Sometimes
B,83.38,Never,Never,Never
B,82.69,Never,Never,Never
C,65.5,Never,Sometimes,Sometimes
F,47.38,Sometimes,Always,Never
A,92.99,Always,Sometimes,Sometimes
D,51.01,Never,Never,Always
F,48.44,Never,Sometimes,Sometimes
D,55.87,Sometimes,Sometimes,Never
D,53.68,Always,Always,Never
B,88.03,Sometimes,Sometimes,Never
C,78.25,Always,Sometimes,Always
C,69.04,Always,Never,Always
C,79.62,Never,Never,Sometimes
F,11.22,Always,Sometimes,Always
A,97.02,Never,Never,Never
F,35.22,Sometimes,Never,Never
B,86.93,Sometimes,Always,Never
C,74.68,Never,Sometimes,Never
C,61.29,Sometimes,Never,Never
F,17.45,Always,Never,Always
F,41.56,Sometimes,Never,Sometimes
B,80.32,Sometimes,Always,Sometimes
F,3.53,Never,Always,Never
C,76.03,Never,Never,Sometimes
B,80.41,Always,Never,Always
F,10.14,Sometimes,Never,Never
B,80.94,Sometimes,Always,Never
D,51.66,Never,Never,Sometimes
F,39.57,Sometimes,Always,Sometimes
B,84.11,Never,Never,Never
F,40.64,Never,Never,Always
C,73.47,Never,Always,Never
C,65.11,Always,Always,Always
F,46.05,Never,Never,Sometimes
A,85.78,Never,Never,Always
F,32.43,Never,Sometimes,Never
F,37.58,Never,Never,Always
F,17.29,Sometimes,Always,Always
C,77.91,Sometimes,Always,Never
B,83.99,Sometimes,Always,Never
F,45.98,Sometimes,Never,Always
F,48.12,Never,Sometimes,Sometimes
F,44.49,Always,Always,Always
F,21.9,Always,Always,Never
F,21.04,Always,Always,Always
D,56.89,Never,Always,Sometimes
C,76.75,Always,Always,Always
A,92.83,Always,Sometimes,Always
B,80.97,Sometimes,Always,Sometimes
F,10.43,Always,Never,Always
D,52.77,Never,Always,Always
F,33.9,Never,Sometimes,Sometimes
F,7.03,Always,Never,Never
F,46.03,Always,Always,Sometimes
A,95.07,Never,Always,Sometimes
F,23.13,Sometimes,Sometimes,Always
F,37.07,Never,Always,Always
B,82.54,Never,Always,Sometimes
B,82.88,Never,Sometimes,Never
F,39.81,Never,Never,Never
F,27,Always,Sometimes,Always
F,33.94,Never,Never,Sometimes
C,67.77,Always,Always,Never
F,25.42,Always,Sometimes,Sometimes
F,12.08,Sometimes,Sometimes,Never
B,85.03,Always,Sometimes,Never
F,1.75,Sometimes,Always,Always
F,11.66,Never,Never,Never
F,19.39,Never,Never,Always
B,85.75,Never,Never,Sometimes
A,92.44,Sometimes,Never,Never
F,45.54,Never,Always,Sometimes
B,81.15,Never,Sometimes,Always
C,65.67,Never,Always,Never
C,60.54,Always,Sometimes,Sometimes
F,37.42,Sometimes,Never,Sometimes
C,65.87,Sometimes,Always,Always
F,39.05,Sometimes,Never,Always
F,2.12,Sometimes,Always,Sometimes
F,43.67,Never,Never,Sometimes
F,24.53,Never,Sometimes,Never
F,33.46,Sometimes,Never,Sometimes
A,99.44,Sometimes,Always,Never
F,23.29,Always,Sometimes,Always
F,7.69,Sometimes,Always,Never
F,31.08,Never,Never,Never
F,9.71,Never,Sometimes,Never
F,31.89,Always,Sometimes,Always
F,13.15,Sometimes,Never,Always
F,18.3,Always,Always,Always
F,30.56,Always,Sometimes,Sometimes
D,64.96,Sometimes,Never,Always
C,73.36,Always,Never,Never
D,53.62,Always,Never,Never
C,76.09,Always,Never,Always
D,51.37,Sometimes,Sometimes,Never
F,8.11,Sometimes,Sometimes,Never
F,11.97,Always,Sometimes,Always
A,95.31,Always,Sometimes,Always
D,60.02,Always,Never,Always
F,47.57,Always,Never,Sometimes
F,35.46,Sometimes,Sometimes,Always
A,89.57,Sometimes,Sometimes,Always
D,52.58,Never,Never,Sometimes
F,17.53,Sometimes,Never,Never
F,11.73,Always,Always,Sometimes
F,45.99,Sometimes,Never,Sometimes
B,84.81,Never,Never,Always
C,77.55,Sometimes,Always,Sometimes
C,77.68,Sometimes,Always,Never
F,42.55,Never,Never,Sometimes
A,92.62,Never,Never,Always
A,93.76,Sometimes,Always,Never
F,30.32,Sometimes,Always,Never
F,19.46,Never,Never,Never
A,97.41,Sometimes,Sometimes,Never
B,82.83,Never,Never,Always
D,50.19,Always,Never,Never
A,92.59,Never,Sometimes,Always
F,3.21,Never,Never,Sometimes
D,63.71,Never,Sometimes,Always
A,96.34,Never,Always,Always
F,36.86,Always,Sometimes,Sometimes
A,92.86,Always,Sometimes,Always
C,77.3,Always,Sometimes,Always
F,40.36,Sometimes,Always,Never
